year,scenario,scenario_label,slr_m,density_scenario,density_label,buildings_count,infra_buildings_bn,roads_eur,railways_eur,utilities_eur,infra_replacement_bn,gdp_at_risk_bn,total_exposure_bn
2049,ssp585,SSP5-8.5 (High),0.3865,base,Base estimate,24439.0,19.099294071,95369909.0,58197105.0,80976954.0,19.3338,1.1255,20.4593
2050,ssp585,SSP5-8.5 (High),0.4,base,Base estimate,25741.0,20.14800027,97283644.0,60202531.0,82902951.0,20.3884,1.1883,21.576700000000002
2051,ssp585,SSP5-8.5 (High),0.412,base,Base estimate,26910.0,21.087614359,97398362.0,62225576.0,83509645.0,21.3307,1.2445,22.5752
2052,ssp585,SSP5-8.5 (High),0.424,base,Base estimate,28089.0,22.040483676,97616776.0,62225576.0,85029049.0,22.2854,1.3017,23.5871
2053,ssp585,SSP5-8.5 (High),0.436,base,Base estimate,29298.0,23.016752024,98047505.0,62225576.0,88025422.0,23.2651,1.3602,24.6253
2054,ssp585,SSP5-8.5 (High),0.448,base,Base estimate,30544.0,24.019645739,98047505.0,62225576.0,88025422.0,24.2679,1.4202,25.688100000000002
2055,ssp585,SSP5-8.5 (High),0.46,base,Base estimate,31802.0,25.039647869,99764688.0,62225576.0,91836179.0,25.2935,1.4815,26.775000000000002
2056,ssp585,SSP5-8.5 (High),0.472,base,Base estimate,33100.0,26.094277854,100005857.0,62225576.0,93513876.0,26.35,1.5449,27.8949
2057,ssp585,SSP5-8.5 (High),0.484,base,Base estimate,34435.0,27.186302388,100006864.0,62225576.0,93520881.0,27.4421,1.6108,29.0529
2058,ssp585,SSP5-8.5 (High),0.496,base,Base estimate,35763.0,28.260500316,103103426.0,62225576.0,102679528.0,28.5285,1.6754,30.2039
2059,ssp585,SSP5-8.5 (High),0.508,base,Base estimate,39632.0,30.906690937,111905517.0,66197060.0,112534001.0,31.1973,1.8003,32.9976
2060,ssp585,SSP5-8.5 (High),0.52,base,Base estimate,41048.0,32.070150064,111993013.0,66197060.0,113142668.0,32.3615,1.8709,34.2324
2061,ssp585,SSP5-8.5 (High),0.532,base,Base estimate,42464.0,33.231134194,112966713.0,66197060.0,118522271.0,33.5288,1.9412,35.47
2062,ssp585,SSP5-8.5 (High),0.544,base,Base estimate,43863.0,34.37577819,114058195.0,66197060.0,123209762.0,34.6792,2.0103,36.6895
2063,ssp585,SSP5-8.5 (High),0.556,base,Base estimate,45328.0,35.588352742,139641440.0,66197060.0,133892735.0,35.9281,2.0841,38.0122
2064,ssp585,SSP5-8.5 (High),0.568,base,Base estimate,46787.0,36.796406743,139813538.0,66197060.0,135044546.0,37.1375,2.1577,39.2952
2065,ssp585,SSP5-8.5 (High),0.58,base,Base estimate,48271.0,38.016771643,140026054.0,69547363.0,135940335.0,38.3623,2.2316,40.5939
2066,ssp585,SSP5-8.5 (High),0.592,base,Base estimate,49776.0,39.274628323,140168442.0,69547363.0,136420978.0,39.6208,2.3087,41.929500000000004
2067,ssp585,SSP5-8.5 (High),0.604,base,Base estimate,51266.0,40.512162776,296062556.0,69547363.0,138107661.0,41.0159,2.3842,43.4001
2068,ssp585,SSP5-8.5 (High),0.616,base,Base estimate,52781.0,41.76948689,297593802.0,112864847.0,139525473.0,42.3195,2.461,44.780499999999996
2069,ssp585,SSP5-8.5 (High),0.628,base,Base estimate,54303.0,43.044328972,300918733.0,112864847.0,150516935.0,43.6086,2.5396,46.1482
2070,ssp585,SSP5-8.5 (High),0.64,base,Base estimate,55804.0,44.291079104,302574327.0,113510110.0,160204591.0,44.8674,2.6156,47.483000000000004
2071,ssp585,SSP5-8.5 (High),0.652,base,Base estimate,57353.0,45.58169929,302703136.0,113510110.0,161100654.0,46.159,2.6944,48.8534
2072,ssp585,SSP5-8.5 (High),0.664,base,Base estimate,58930.0,46.899966515,302991123.0,113510110.0,163104045.0,47.4796,2.7753,50.2549
2073,ssp585,SSP5-8.5 (High),0.676,base,Base estimate,60497.0,48.211947544,303150781.0,113510110.0,163691178.0,48.7923,2.856,51.6483
2074,ssp585,SSP5-8.5 (High),0.688,base,Base estimate,62081.0,49.551882776,304071310.0,113510110.0,167951040.0,50.1374,2.9388,53.0762
2075,ssp585,SSP5-8.5 (High),0.7,base,Base estimate,63688.0,50.89791637,304982291.0,113510110.0,170518892.0,51.4869,3.0214,54.5083
2076,ssp585,SSP5-8.5 (High),0.712,base,Base estimate,65258.0,52.217214844,305274123.0,113510110.0,171905176.0,52.8079,3.1025,55.910399999999996
2077,ssp585,SSP5-8.5 (High),0.724,base,Base estimate,66871.0,53.581723995,305860762.0,129647643.0,175392543.0,54.1926,3.187,57.379599999999996
2078,ssp585,SSP5-8.5 (High),0.736,base,Base estimate,68427.0,54.894963883,306847893.0,129647643.0,179194798.0,55.5107,3.268,58.7787
2079,ssp585,SSP5-8.5 (High),0.748,base,Base estimate,70002.0,56.215358426,307377759.0,129647643.0,182415761.0,56.8348,3.3491,60.1839
2080,ssp585,SSP5-8.5 (High),0.76,base,Base estimate,71646.0,57.608937003,308026077.0,129647643.0,184751183.0,58.2314,3.4355,61.6669
2081,ssp585,SSP5-8.5 (High),0.772,base,Base estimate,73281.0,59.000813282,308880294.0,129647643.0,188137391.0,59.6275,3.522,63.149499999999996
2082,ssp585,SSP5-8.5 (High),0.784,base,Base estimate,74900.0,60.374252309,308983469.0,131249593.0,188855131.0,61.0033,3.6071,64.6104
2083,ssp585,SSP5-8.5 (High),0.796,base,Base estimate,76479.0,61.709611744,309794555.0,131249593.0,192272678.0,62.3429,3.6897,66.0326
2084,ssp585,SSP5-8.5 (High),0.808,base,Base estimate,78095.0,63.081745505,311478476.0,131249593.0,193222383.0,63.7177,3.7748,67.4925
2085,ssp585,SSP5-8.5 (High),0.82,base,Base estimate,79746.0,64.495270639,312289507.0,131249593.0,197173028.0,65.136,3.8631,68.9991
2086,ssp585,SSP5-8.5 (High),0.832,base,Base estimate,81354.0,65.865833219,312479728.0,131694826.0,198325184.0,66.5083,3.9484,70.45670000000001
2087,ssp585,SSP5-8.5 (High),0.844,base,Base estimate,83034.0,67.307626352,312710443.0,131694826.0,199767933.0,67.9518,4.0387,71.99050000000001
2088,ssp585,SSP5-8.5 (High),0.856,base,Base estimate,84746.0,68.780750291,316088156.0,138937083.0,203180701.0,69.439,4.1311,73.5701
2089,ssp585,SSP5-8.5 (High),0.868,base,Base estimate,86379.0,70.184312828,317031097.0,138937083.0,208256879.0,70.8485,4.219,75.0675
2090,ssp585,SSP5-8.5 (High),0.88,base,Base estimate,88120.0,71.692708417,317722296.0,138937083.0,210250762.0,72.3596,4.3143,76.6739
2091,ssp585,SSP5-8.5 (High),0.892,base,Base estimate,89748.0,73.095196244,318730289.0,138937083.0,211244696.0,73.7641,4.4025,78.1666
2092,ssp585,SSP5-8.5 (High),0.904,base,Base estimate,91452.0,74.561894768,331664847.0,146400869.0,217864859.0,75.2578,4.4944,79.7522
2093,ssp585,SSP5-8.5 (High),0.916,base,Base estimate,93115.0,76.004829641,331849138.0,163437812.0,219146881.0,76.7193,4.5857,81.305
2094,ssp585,SSP5-8.5 (High),0.928,base,Base estimate,94791.0,77.450489219,333997867.0,163836340.0,223626323.0,78.1719,4.6765,82.8484
2095,ssp585,SSP5-8.5 (High),0.94,base,Base estimate,96479.0,78.909142531,334701218.0,164649925.0,224214176.0,79.6327,4.7685,84.4012
2096,ssp585,SSP5-8.5 (High),0.952,base,Base estimate,98185.0,80.389653893,335207296.0,164649925.0,226634018.0,81.1161,4.8621,85.9782
2097,ssp585,SSP5-8.5 (High),0.964,base,Base estimate,99861.0,81.846761805,342299544.0,171157043.0,231953816.0,82.5922,4.9544,87.54660000000001
2098,ssp585,SSP5-8.5 (High),0.976,base,Base estimate,101585.0,83.34717553,351525662.0,171157043.0,238441900.0,84.1083,5.0494,89.1577
2099,ssp585,SSP5-8.5 (High),0.988,base,Base estimate,103262.0,84.801594092,353701349.0,174956176.0,241560059.0,85.5718,5.1413,90.7131
2100,ssp585,SSP5-8.5 (High),1.0,base,Base estimate,105809.0,86.853798759,372395436.0,205987459.0,250173701.0,87.6824,5.2637,92.9461
2025,ssp126,SSP1-2.6 (Low),0.035,low,Low estimate (50% density),689.0,0.525010152,2981774.0,866140.0,19835212.0,0.5487,0.0613,0.61
2026,ssp126,SSP1-2.6 (Low),0.042,low,Low estimate (50% density),831.0,0.634011291,3338032.0,866140.0,22069140.0,0.6603,0.0741,0.7343999999999999
2027,ssp126,SSP1-2.6 (Low),0.049,low,Low estimate (50% density),973.0,0.740220324,3338032.0,866140.0,22069140.0,0.7665,0.0862,0.8527
2028,ssp126,SSP1-2.6 (Low),0.056,low,Low estimate (50% density),1120.0,0.851886136,3443769.0,866140.0,22804703.0,0.879,0.0991,0.9781
2029,ssp126,SSP1-2.6 (Low),0.063,low,Low estimate (50% density),1269.0,0.965592715,5117289.0,866140.0,26052135.0,0.9976,0.1124,1.11
2030,ssp126,SSP1-2.6 (Low),0.07,low,Low estimate (50% density),1423.0,1.083803273,5525419.0,1715075.0,28891300.0,1.1199,0.1263,1.2462
2031,ssp126,SSP1-2.6 (Low),0.0765,low,Low estimate (50% density),1569.0,1.195184754,5554194.0,1715075.0,29006403.0,1.2315,0.1393,1.3708
2032,ssp126,SSP1-2.6 (Low),0.083,low,Low estimate (50% density),1724.0,1.313981651,5628762.0,1715075.0,29525132.0,1.3509,0.1533,1.5042
2033,ssp126,SSP1-2.6 (Low),0.0895,low,Low estimate (50% density),1873.0,1.428738262,5628762.0,1715075.0,29525132.0,1.4656,0.1667,1.6323
2034,ssp126,SSP1-2.6 (Low),0.096,low,Low estimate (50% density),2030.0,1.549248504,5628762.0,1715075.0,29525132.0,1.5861,0.1808,1.7669000000000001
2035,ssp126,SSP1-2.6 (Low),0.1025,low,Low estimate (50% density),2186.0,1.670299046,5666334.0,1715075.0,29675421.0,1.7074,0.1951,1.9025
2036,ssp126,SSP1-2.6 (Low),0.109,low,Low estimate (50% density),2341.0,1.787064751,5888853.0,1715075.0,31223378.0,1.8259,0.2086,2.0345
2037,ssp126,SSP1-2.6 (Low),0.1155,low,Low estimate (50% density),2504.0,1.912774327,5888853.0,1715075.0,31223378.0,1.9516,0.2234,2.175
2038,ssp126,SSP1-2.6 (Low),0.122,low,Low estimate (50% density),2665.0,2.036349956,5970805.0,1715075.0,31793484.0,2.0758,0.2378,2.3136
2039,ssp126,SSP1-2.6 (Low),0.1285,low,Low estimate (50% density),2829.0,2.16347529,5970805.0,1715075.0,31793484.0,2.203,0.2529,2.4558999999999997
2040,ssp126,SSP1-2.6 (Low),0.135,low,Low estimate (50% density),3006.0,2.303138397,5991915.0,1715075.0,31940337.0,2.3428,0.2695,2.6123
2041,ssp126,SSP1-2.6 (Low),0.1415,low,Low estimate (50% density),3184.0,2.439529868,6180915.0,1715075.0,33255114.0,2.4807,0.2855,2.7662
2042,ssp126,SSP1-2.6 (Low),0.148,low,Low estimate (50% density),3366.0,2.581167816,6261843.0,1715075.0,33818095.0,2.623,0.3022,2.9252000000000002
2043,ssp126,SSP1-2.6 (Low),0.1545,low,Low estimate (50% density),3549.0,2.725548149,6485499.0,1715075.0,35373965.0,2.7691,0.3194,3.0885
2044,ssp126,SSP1-2.6 (Low),0.161,low,Low estimate (50% density),3726.0,2.861759888,6802037.0,1715075.0,36838893.0,2.9071,0.3354,3.2424999999999997
2045,ssp126,SSP1-2.6 (Low),0.1675,low,Low estimate (50% density),3918.0,3.010509033,6802037.0,1715075.0,36838893.0,3.0559,0.3529,3.4088
2046,ssp126,SSP1-2.6 (Low),0.174,low,Low estimate (50% density),4101.0,3.154676487,6802037.0,1715075.0,36838893.0,3.2,0.3699,3.5699
2047,ssp126,SSP1-2.6 (Low),0.1805,low,Low estimate (50% density),4299.0,3.311642473,6810756.0,1715075.0,36899551.0,3.3571,0.3886,3.7457
2048,ssp126,SSP1-2.6 (Low),0.187,low,Low estimate (50% density),4488.0,3.458140548,7021330.0,1715075.0,38118931.0,3.505,0.4058,3.9108
2049,ssp126,SSP1-2.6 (Low),0.1935,low,Low estimate (50% density),4684.0,3.609389734,7833525.0,1715075.0,43768988.0,3.6627,0.4234,4.0861
2050,ssp126,SSP1-2.6 (Low),0.2,low,Low estimate (50% density),4885.0,3.763199731,7834481.0,1715075.0,43775634.0,3.8165,0.4412,4.2577
2051,ssp126,SSP1-2.6 (Low),0.204,low,Low estimate (50% density),5004.0,3.855403303,8127298.0,1715075.0,45812628.0,3.9111,0.4519,4.3629999999999995
2052,ssp126,SSP1-2.6 (Low),0.208,low,Low estimate (50% density),5133.0,3.956057589,8303860.0,1715075.0,46121483.0,4.0122,0.4638,4.476
2053,ssp126,SSP1-2.6 (Low),0.212,low,Low estimate (50% density),5255.0,4.05099618,8545292.0,1715075.0,47801007.0,4.1091,0.4749,4.584
2054,ssp126,SSP1-2.6 (Low),0.216,low,Low estimate (50% density),5388.0,4.155971029,8637209.0,1715075.0,48440428.0,4.2148,0.4873,4.702100000000001
2055,ssp126,SSP1-2.6 (Low),0.22,low,Low estimate (50% density),5521.0,4.261579729,8637209.0,1715075.0,48440428.0,4.3204,0.4999,4.8203000000000005
2056,ssp126,SSP1-2.6 (Low),0.224,low,Low estimate (50% density),5651.0,4.363139304,8640288.0,9129641.0,48452746.0,4.4294,0.5119,4.9413
2057,ssp126,SSP1-2.6 (Low),0.228,low,Low estimate (50% density),5781.0,4.464193935,9270437.0,9129641.0,49460983.0,4.5321,0.5238,5.055899999999999
2058,ssp126,SSP1-2.6 (Low),0.232,low,Low estimate (50% density),5926.0,4.577640124,9527230.0,9129641.0,51247369.0,4.6475,0.5372,5.1847
2059,ssp126,SSP1-2.6 (Low),0.236,low,Low estimate (50% density),6054.0,4.675282059,10869973.0,9129641.0,54265770.0,4.7495,0.5485,5.298
2060,ssp126,SSP1-2.6 (Low),0.24,low,Low estimate (50% density),6192.0,4.783394115,10938453.0,9129641.0,54742150.0,4.8582,0.5612,5.4194
2061,ssp126,SSP1-2.6 (Low),0.244,low,Low estimate (50% density),6333.0,4.893362786,10938453.0,9129641.0,54742150.0,4.9682,0.5741,5.542300000000001
2062,ssp126,SSP1-2.6 (Low),0.248,low,Low estimate (50% density),6478.0,5.008348482,11067914.0,9129641.0,55642748.0,5.0842,0.5877,5.6719
2063,ssp126,SSP1-2.6 (Low),0.252,low,Low estimate (50% density),6619.0,5.118067075,11067914.0,9129641.0,55642748.0,5.1939,0.6006,5.7945
2064,ssp126,SSP1-2.6 (Low),0.256,low,Low estimate (50% density),6761.0,5.227163973,11067914.0,9129641.0,55642748.0,5.303,0.6133,5.9163
2065,ssp126,SSP1-2.6 (Low),0.26,low,Low estimate (50% density),6900.0,5.334039266,63528978.0,37333095.0,56604164.0,5.4915,0.6257,6.1172
2066,ssp126,SSP1-2.6 (Low),0.264,low,Low estimate (50% density),7049.0,5.451670483,63528978.0,37333095.0,56604164.0,5.6091,0.6396,6.2486999999999995
2067,ssp126,SSP1-2.6 (Low),0.268,low,Low estimate (50% density),7196.0,5.566214215,64035799.0,37333095.0,60129873.0,5.7277,0.653,6.380699999999999
2068,ssp126,SSP1-2.6 (Low),0.272,low,Low estimate (50% density),7351.0,5.6893523,64057881.0,37333095.0,60223718.0,5.851,0.6676,6.5186
2069,ssp126,SSP1-2.6 (Low),0.276,low,Low estimate (50% density),7501.0,5.807295837,64057881.0,37333095.0,60223718.0,5.9689,0.6816,6.650499999999999
2070,ssp126,SSP1-2.6 (Low),0.28,low,Low estimate (50% density),7649.0,5.92434845,64234470.0,37333095.0,61452159.0,6.0874,0.6955,6.7829
2071,ssp126,SSP1-2.6 (Low),0.284,low,Low estimate (50% density),7802.0,6.043432622,64614747.0,37333095.0,64026772.0,6.2094,0.7094,6.918799999999999
2072,ssp126,SSP1-2.6 (Low),0.288,low,Low estimate (50% density),7954.0,6.163402932,64671970.0,37333095.0,64424843.0,6.3298,0.7236,7.0534
2073,ssp126,SSP1-2.6 (Low),0.292,low,Low estimate (50% density),8116.0,6.288901103,64700375.0,37333095.0,64622445.0,6.4556,0.7382,7.1937999999999995
2074,ssp126,SSP1-2.6 (Low),0.296,low,Low estimate (50% density),8282.0,6.420337056,64825335.0,37333095.0,65477605.0,6.588,0.7539,7.3419
2075,ssp126,SSP1-2.6 (Low),0.3,low,Low estimate (50% density),8434.0,6.54104655,65099294.0,37333095.0,67383402.0,6.7109,0.7681,7.478999999999999
2076,ssp126,SSP1-2.6 (Low),0.304,low,Low estimate (50% density),8594.0,6.66861311,65099294.0,37333095.0,67383402.0,6.8384,0.7833,7.6217
2077,ssp126,SSP1-2.6 (Low),0.308,low,Low estimate (50% density),8759.0,6.798621521,65099294.0,37333095.0,67383402.0,6.9684,0.7987,7.7671
2078,ssp126,SSP1-2.6 (Low),0.312,low,Low estimate (50% density),8915.0,6.920913981,65099294.0,37333095.0,67383402.0,7.0907,0.8131,7.9038
2079,ssp126,SSP1-2.6 (Low),0.316,low,Low estimate (50% density),9082.0,7.051260125,65305184.0,37333095.0,68815681.0,7.2227,0.8284,8.0511
