section,section_type,scenario,variant,year,slr_m,annual_cost_mid_eur,annual_cost_low_eur,annual_cost_high_eur,cumulative_cost_mid_eur,cumulative_cost_low_eur,cumulative_cost_high_eur,return_period_yr,closure_days_yr
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2077,0.462,94622331.00,47311166.00,165589080.00,1748341808.00,874170904.00,3059598163.00,0.122,78.852
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2078,0.468,99255762.00,49627881.00,173697584.00,1847597570.00,923798785.00,3233295747.00,0.117,82.713
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2079,0.474,104112081.00,52056041.00,182196142.00,1951709651.00,975854825.00,3415491889.00,0.1123,86.76
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2080,0.48,109201863.00,54600931.00,191103260.00,2060911514.00,1030455757.00,3606595149.00,0.1077,91.002
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2081,0.486,114536178.00,57268089.00,200438311.00,2175447691.00,1087723846.00,3807033459.00,0.1033,95.447
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2082,0.492,120126616.00,60063308.00,210221578.00,2295574307.00,1147787153.00,4017255037.00,0.0991,100.106
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2083,0.498,125985311.00,62992655.00,220474294.00,2421559617.00,1210779809.00,4237729331.00,0.0951,104.988
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2084,0.504,132124964.00,66062482.00,231218687.00,2553684582.00,1276842291.00,4468948018.00,0.0912,110.104
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2085,0.51,138558873.00,69279437.00,242478028.00,2692243455.00,1346121727.00,4711426046.00,0.0875,115.466
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2086,0.516,145300958.00,72650479.00,254276676.00,2837544412.00,1418772206.00,4965702722.00,0.0839,121.084
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2087,0.522,152365789.00,76182894.00,266640130.00,2989910201.00,1494955101.00,5232342852.00,0.0805,126.971
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2088,0.528,159768620.00,79884310.00,279595084.00,3149678821.00,1574839411.00,5511937937.00,0.0772,133.141
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2089,0.534,167525417.00,83762708.00,293169479.00,3317204238.00,1658602119.00,5805107416.00,0.0741,139.605
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2090,0.54,175652893.00,87826447.00,307392563.00,3492857131.00,1746428565.00,6112499979.00,0.071,146.377
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2091,0.546,184168543.00,92084271.00,322294950.00,3677025674.00,1838512837.00,6434794929.00,0.0682,153.474
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2092,0.552,193090678.00,96545339.00,337908686.00,3870116352.00,1935058176.00,6772703615.00,0.0654,160.909
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2093,0.558,202438465.00,101219232.00,354267313.00,4072554816.00,2036277408.00,7126970928.00,0.0627,168.699
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2094,0.564,212231965.00,106115982.00,371405939.00,4284786781.00,2142393391.00,7498376867.00,0.0602,176.86
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2095,0.57,222492176.00,111246088.00,389361309.00,4507278958.00,2253639479.00,7887738176.00,0.0577,185.41
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2096,0.576,233241077.00,116620538.00,408171884.00,4740520034.00,2370260017.00,8295910060.00,0.0554,194.368
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2097,0.582,244501668.00,122250834.00,427877920.00,4985021703.00,2492510851.00,8723787980.00,0.0531,203.751
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2098,0.588,256298026.00,128149013.00,448521545.00,5241319729.00,2620659864.00,9172309525.00,0.0509,213.582
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2099,0.594,268655346.00,134327673.00,470146856.00,5509975075.00,2754987537.00,9642456381.00,0.0489,223.879
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2100,0.6,438000000.00,219000000.00,766500000.00,5947975075.00,2973987537.00,10408956381.00,0.0469,365.0
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2025,0.125,5946036.00,2973018.00,10405562.00,5946036.00,2973018.00,10405562.00,1.2613,4.955
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2026,0.15,7353911.00,3676955.00,12869343.00,13299946.00,6649973.00,23274906.00,1.0607,6.128
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2027,0.175,9081681.00,4540841.00,15892942.00,22381627.00,11190814.00,39167848.00,0.8919,7.568
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2028,0.2,11200000.00,5600000.00,19600000.00,33581627.00,16790814.00,58767848.00,0.75,9.333
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2029,0.225,13794803.00,6897401.00,24140904.00,47376430.00,23688215.00,82908752.00,0.6307,11.496
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2030,0.25,16970563.00,8485281.00,29698485.00,64346993.00,32173496.00,112607237.00,0.5303,14.142
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2031,0.26,18431113.00,9215557.00,32254449.00,82778106.00,41389053.00,144861686.00,0.4948,15.359
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2032,0.27,20013899.00,10006950.00,35024323.00,102792005.00,51396003.00,179886009.00,0.4617,16.678
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2033,0.28,21728942.00,10864471.00,38025649.00,124520947.00,62260474.00,217911658.00,0.4308,18.107
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2034,0.29,23587074.00,11793537.00,41277380.00,148108021.00,74054011.00,259189037.00,0.4019,19.656
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2035,0.3,25600000.00,12800000.00,44800000.00,173708021.00,86854011.00,303989037.00,0.375,21.333
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2036,0.31,27780368.00,13890184.00,48615644.00,201488389.00,100744195.00,352604681.00,0.3499,23.15
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2037,0.32,30141845.00,15070922.00,52748228.00,231630234.00,115815117.00,405352910.00,0.3265,25.118
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2038,0.33,32699196.00,16349598.00,57223592.00,264329430.00,132164715.00,462576502.00,0.3046,27.249
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2039,0.34,35468373.00,17734186.00,62069652.00,299797802.00,149898901.00,524646154.00,0.2842,29.557
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2040,0.35,38466609.00,19233304.00,67316566.00,338264411.00,169132206.00,591962720.00,0.2652,32.056
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2041,0.36,41712520.00,20856260.00,72996910.00,379976931.00,189988466.00,664959630.00,0.2474,34.76
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2042,0.37,45226213.00,22613107.00,79145874.00,425203145.00,212601572.00,744105503.00,0.2308,37.689
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2043,0.38,49029408.00,24514704.00,85801464.00,474232552.00,237116276.00,829906967.00,0.2154,40.858
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2044,0.39,53145559.00,26572780.00,93004729.00,527378112.00,263689056.00,922911695.00,0.201,44.288
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2045,0.4,57600000.00,28800000.00,100800000.00,584978112.00,292489056.00,1023711695.00,0.1875,48.0
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2046,0.41,62420086.00,31210043.00,109235151.00,647398198.00,323699099.00,1132946847.00,0.1749,52.017
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2047,0.42,67635359.00,33817680.00,118361878.00,715033557.00,357516779.00,1251308725.00,0.1632,56.363
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2048,0.43,73277715.00,36638858.00,128236002.00,788311273.00,394155636.00,1379544727.00,0.1523,61.065
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2049,0.44,79381596.00,39690798.00,138917793.00,867692869.00,433846434.00,1518462520.00,0.1421,66.151
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2050,0.45,85984185.00,42992092.00,150472323.00,953677053.00,476838527.00,1668934843.00,0.1326,71.653
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2051,0.456,90201688.00,45100844.00,157852954.00,1043878741.00,521939371.00,1826787797.00,0.1272,75.168
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2052,0.462,94622331.00,47311166.00,165589080.00,1138501072.00,569250536.00,1992376876.00,0.122,78.852
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2053,0.468,99255762.00,49627881.00,173697584.00,1237756834.00,618878417.00,2166074460.00,0.117,82.713
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2054,0.474,104112081.00,52056041.00,182196142.00,1341868915.00,670934458.00,2348270602.00,0.1123,86.76
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2055,0.48,109201863.00,54600931.00,191103260.00,1451070778.00,725535389.00,2539373862.00,0.1077,91.002
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2056,0.486,114536178.00,57268089.00,200438311.00,1565606956.00,782803478.00,2739812172.00,0.1033,95.447
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2057,0.492,120126616.00,60063308.00,210221578.00,1685733571.00,842866786.00,2950033750.00,0.0991,100.106
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2058,0.498,125985311.00,62992655.00,220474294.00,1811718882.00,905859441.00,3170508043.00,0.0951,104.988
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2059,0.504,132124964.00,66062482.00,231218687.00,1943843846.00,971921923.00,3401726731.00,0.0912,110.104
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2060,0.51,138558873.00,69279437.00,242478028.00,2082402719.00,1041201360.00,3644204759.00,0.0875,115.466
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2061,0.516,145300958.00,72650479.00,254276676.00,2227703677.00,1113851839.00,3898481435.00,0.0839,121.084
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2062,0.522,152365789.00,76182894.00,266640130.00,2380069466.00,1190034733.00,4165121565.00,0.0805,126.971
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2063,0.528,159768620.00,79884310.00,279595084.00,2539838086.00,1269919043.00,4444716650.00,0.0772,133.141
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2064,0.534,167525417.00,83762708.00,293169479.00,2707363502.00,1353681751.00,4737886129.00,0.0741,139.605
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2065,0.54,175652893.00,87826447.00,307392563.00,2883016395.00,1441508198.00,5045278692.00,0.071,146.377
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2066,0.546,184168543.00,92084271.00,322294950.00,3067184938.00,1533592469.00,5367573642.00,0.0682,153.474
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2067,0.552,193090678.00,96545339.00,337908686.00,3260275616.00,1630137808.00,5705482328.00,0.0654,160.909
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2068,0.558,202438465.00,101219232.00,354267313.00,3462714081.00,1731357040.00,6059749641.00,0.0627,168.699
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2069,0.564,212231965.00,106115982.00,371405939.00,3674946046.00,1837473023.00,6431155580.00,0.0602,176.86
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2070,0.57,222492176.00,111246088.00,389361309.00,3897438222.00,1948719111.00,6820516889.00,0.0577,185.41
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2071,0.576,233241077.00,116620538.00,408171884.00,4130679299.00,2065339649.00,7228688773.00,0.0554,194.368
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2072,0.582,244501668.00,122250834.00,427877920.00,4375180967.00,2187590484.00,7656566693.00,0.0531,203.751
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2073,0.588,256298026.00,128149013.00,448521545.00,4631478993.00,2315739497.00,8105088238.00,0.0509,213.582
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2074,0.594,268655346.00,134327673.00,470146856.00,4900134339.00,2450067170.00,8575235094.00,0.0489,223.879
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2075,0.6,438000000.00,219000000.00,766500000.00,5338134339.00,2669067170.00,9341735094.00,0.0469,365.0
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2076,0.606,438000000.00,219000000.00,766500000.00,5776134339.00,2888067170.00,10108235094.00,0.045,365.0
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2077,0.612,438000000.00,219000000.00,766500000.00,6214134339.00,3107067170.00,10874735094.00,0.0431,365.0
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2078,0.618,438000000.00,219000000.00,766500000.00,6652134339.00,3326067170.00,11641235094.00,0.0414,365.0
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2079,0.624,438000000.00,219000000.00,766500000.00,7090134339.00,3545067170.00,12407735094.00,0.0397,365.0
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2080,0.63,438000000.00,219000000.00,766500000.00,7528134339.00,3764067170.00,13174235094.00,0.0381,365.0
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2081,0.636,438000000.00,219000000.00,766500000.00,7966134339.00,3983067170.00,13940735094.00,0.0365,365.0
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2082,0.642,438000000.00,219000000.00,766500000.00,8404134339.00,4202067170.00,14707235094.00,0.035,365.0
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2083,0.648,438000000.00,219000000.00,766500000.00,8842134339.00,4421067170.00,15473735094.00,0.0336,365.0
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2084,0.654,438000000.00,219000000.00,766500000.00,9280134339.00,4640067170.00,16240235094.00,0.0322,365.0
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2085,0.66,438000000.00,219000000.00,766500000.00,9718134339.00,4859067170.00,17006735094.00,0.0309,365.0
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2086,0.666,438000000.00,219000000.00,766500000.00,10156134339.00,5078067170.00,17773235094.00,0.0297,365.0
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2087,0.672,438000000.00,219000000.00,766500000.00,10594134339.00,5297067170.00,18539735094.00,0.0285,365.0
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2088,0.678,438000000.00,219000000.00,766500000.00,11032134339.00,5516067170.00,19306235094.00,0.0273,365.0
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2089,0.684,438000000.00,219000000.00,766500000.00,11470134339.00,5735067170.00,20072735094.00,0.0262,365.0
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2090,0.69,438000000.00,219000000.00,766500000.00,11908134339.00,5954067170.00,20839235094.00,0.0251,365.0
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2091,0.696,438000000.00,219000000.00,766500000.00,12346134339.00,6173067170.00,21605735094.00,0.0241,365.0
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2092,0.702,438000000.00,219000000.00,766500000.00,12784134339.00,6392067170.00,22372235094.00,0.0231,365.0
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2093,0.708,438000000.00,219000000.00,766500000.00,13222134339.00,6611067170.00,23138735094.00,0.0222,365.0
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2094,0.714,438000000.00,219000000.00,766500000.00,13660134339.00,6830067170.00,23905235094.00,0.0213,365.0
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2095,0.72,438000000.00,219000000.00,766500000.00,14098134339.00,7049067170.00,24671735094.00,0.0204,365.0
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2096,0.726,438000000.00,219000000.00,766500000.00,14536134339.00,7268067170.00,25438235094.00,0.0196,365.0
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2097,0.732,438000000.00,219000000.00,766500000.00,14974134339.00,7487067170.00,26204735094.00,0.0188,365.0
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2098,0.738,438000000.00,219000000.00,766500000.00,15412134339.00,7706067170.00,26971235094.00,0.018,365.0
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2099,0.744,438000000.00,219000000.00,766500000.00,15850134339.00,7925067170.00,27737735094.00,0.0173,365.0
Aveiro Ria (railway),Railway,SSP2-4.5,+Geoid,2100,0.75,438000000.00,219000000.00,766500000.00,16288134339.00,8144067170.00,28504235094.00,0.0166,365.0
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2025,0.065,3546320.00,1773160.00,6206060.00,3546320.00,1773160.00,6206060.00,1.9118,2.955
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2026,0.078,3970007.00,1985003.00,6947512.00,7516327.00,3758163.00,13153572.00,1.7471,3.308
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2027,0.091,4442064.00,2221032.00,7773611.00,11958390.00,5979195.00,20927183.00,1.5966,3.702
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2028,0.104,4967846.00,2483923.00,8693731.00,16926236.00,8463118.00,29620913.00,1.459,4.14
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2029,0.117,5553289.00,2776644.00,9718255.00,22479525.00,11239762.00,39339169.00,1.3333,4.628
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2030,0.13,6204968.00,3102484.00,10858694.00,28684493.00,14342246.00,50197862.00,1.2184,5.171
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2031,0.1435,6959637.00,3479818.00,12179365.00,35644130.00,17822065.00,62377227.00,1.1095,5.8
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2032,0.157,7802656.00,3901328.00,13654648.00,43446786.00,21723393.00,76031875.00,1.0104,6.502
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2033,0.1705,8744096.00,4372048.00,15302168.00,52190882.00,26095441.00,91334043.00,0.9202,7.287
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2034,0.184,9795154.00,4897577.00,17141520.00,61986036.00,30993018.00,108475563.00,0.838,8.163
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2035,0.1975,10968278.00,5484139.00,19194486.00,72954314.00,36477157.00,127670049.00,0.7631,9.14
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2036,0.211,12277300.00,6138650.00,21485276.00,85231614.00,42615807.00,149155325.00,0.6949,10.231
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2037,0.2245,13737595.00,6868798.00,24040792.00,98969210.00,49484605.00,173196117.00,0.6329,11.448
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2038,0.238,15366245.00,7683122.00,26890928.00,114335454.00,57167727.00,200087045.00,0.5763,12.805
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2039,0.2515,17182226.00,8591113.00,30068895.00,131517680.00,65758840.00,230155940.00,0.5248,14.319
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2040,0.265,19206619.00,9603309.00,33611583.00,150724299.00,75362149.00,263767523.00,0.478,16.006
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2041,0.2785,21462838.00,10731419.00,37559966.00,172187137.00,86093568.00,301327489.00,0.4353,17.886
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2042,0.292,23976885.00,11988442.00,41959549.00,196164022.00,98082011.00,343287038.00,0.3964,19.981
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2043,0.3055,26777632.00,13388816.00,46860856.00,222941654.00,111470827.00,390147894.00,0.361,22.315
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2044,0.319,29897135.00,14948568.00,52319987.00,252838789.00,126419395.00,442467881.00,0.3287,24.914
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2045,0.3325,33370981.00,16685490.00,58399216.00,286209770.00,143104885.00,500867097.00,0.2994,27.809
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2046,0.346,37238668.00,18619334.00,65167669.00,323448438.00,161724219.00,566034766.00,0.2726,31.032
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2047,0.3595,41544038.00,20772019.00,72702066.00,364992476.00,182496238.00,638736833.00,0.2483,34.62
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2048,0.373,46335742.00,23167871.00,81087548.00,411328218.00,205664109.00,719824381.00,0.2261,38.613
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2049,0.3865,51667764.00,25833882.00,90418586.00,462995981.00,231497991.00,810242967.00,0.2059,43.056
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2050,0.4,57600000.00,28800000.00,100800000.00,520595981.00,260297991.00,911042967.00,0.1875,48.0
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2051,0.412,63430540.00,31715270.00,111003446.00,584026522.00,292013261.00,1022046413.00,0.1725,52.859
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2052,0.424,69839182.00,34919591.00,122218569.00,653865704.00,326932852.00,1144264982.00,0.1588,58.199
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2053,0.436,76882345.00,38441172.00,134544104.00,730748049.00,365374024.00,1278809085.00,0.1461,64.069
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2054,0.448,84621888.00,42310944.00,148088304.00,815369936.00,407684968.00,1426897389.00,0.1344,70.518
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2055,0.46,93125626.00,46562813.00,162969845.00,908495562.00,454247781.00,1589867234.00,0.1237,77.605
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2056,0.472,102467900.00,51233950.00,179318825.00,1010963462.00,505481731.00,1769186059.00,0.1138,85.39
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2057,0.484,112730198.00,56365099.00,197277846.00,1123693660.00,561846830.00,1966463905.00,0.1047,93.942
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2058,0.496,124001834.00,62000917.00,217003209.00,1247695494.00,623847747.00,2183467115.00,0.0964,103.335
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2059,0.508,136380696.00,68190348.00,238666217.00,1384076190.00,692038095.00,2422133332.00,0.0887,113.651
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2060,0.52,149974057.00,74987029.00,262454600.00,1534050247.00,767025123.00,2684587932.00,0.0816,124.978
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2061,0.532,164899472.00,82449736.00,288574076.00,1698949719.00,849474860.00,2973162008.00,0.0751,137.416
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2062,0.544,181285749.00,90642875.00,317250062.00,1880235469.00,940117734.00,3290412070.00,0.0691,151.071
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2063,0.556,199274022.00,99637011.00,348729538.00,2079509490.00,1039754745.00,3639141608.00,0.0636,166.062
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2064,0.568,219018913.00,109509457.00,383283098.00,2298528403.00,1149264202.00,4022424706.00,0.0585,182.516
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2065,0.58,240689820.00,120344910.00,421207185.00,2539218223.00,1269609111.00,4443631890.00,0.0538,200.575
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2066,0.592,264472307.00,132236154.00,462826538.00,2803690530.00,1401845265.00,4906458428.00,0.0495,220.394
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2067,0.604,438000000.00,219000000.00,766500000.00,3241690530.00,1620845265.00,5672958428.00,0.0456,365.0
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2068,0.616,438000000.00,219000000.00,766500000.00,3679690530.00,1839845265.00,6439458428.00,0.042,365.0
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2069,0.628,438000000.00,219000000.00,766500000.00,4117690530.00,2058845265.00,7205958428.00,0.0386,365.0
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2070,0.64,438000000.00,219000000.00,766500000.00,4555690530.00,2277845265.00,7972458428.00,0.0355,365.0
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2071,0.652,438000000.00,219000000.00,766500000.00,4993690530.00,2496845265.00,8738958428.00,0.0327,365.0
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2072,0.664,438000000.00,219000000.00,766500000.00,5431690530.00,2715845265.00,9505458428.00,0.0301,365.0
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2073,0.676,438000000.00,219000000.00,766500000.00,5869690530.00,2934845265.00,10271958428.00,0.0277,365.0
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2074,0.688,438000000.00,219000000.00,766500000.00,6307690530.00,3153845265.00,11038458428.00,0.0255,365.0
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2075,0.7,438000000.00,219000000.00,766500000.00,6745690530.00,3372845265.00,11804958428.00,0.0234,365.0
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2076,0.712,438000000.00,219000000.00,766500000.00,7183690530.00,3591845265.00,12571458428.00,0.0216,365.0
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2077,0.724,438000000.00,219000000.00,766500000.00,7621690530.00,3810845265.00,13337958428.00,0.0198,365.0
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2078,0.736,438000000.00,219000000.00,766500000.00,8059690530.00,4029845265.00,14104458428.00,0.0183,365.0
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2079,0.748,438000000.00,219000000.00,766500000.00,8497690530.00,4248845265.00,14870958428.00,0.0168,365.0
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2080,0.76,438000000.00,219000000.00,766500000.00,8935690530.00,4467845265.00,15637458428.00,0.0155,365.0
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2081,0.772,438000000.00,219000000.00,766500000.00,9373690530.00,4686845265.00,16403958428.00,0.0142,365.0
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2082,0.784,438000000.00,219000000.00,766500000.00,9811690530.00,4905845265.00,17170458428.00,0.0131,365.0
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2083,0.796,438000000.00,219000000.00,766500000.00,10249690530.00,5124845265.00,17936958428.00,0.012,365.0
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2084,0.808,438000000.00,219000000.00,766500000.00,10687690530.00,5343845265.00,18703458428.00,0.0111,365.0
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2085,0.82,438000000.00,219000000.00,766500000.00,11125690530.00,5562845265.00,19469958428.00,0.0102,365.0
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2086,0.832,438000000.00,219000000.00,766500000.00,11563690530.00,5781845265.00,20236458428.00,0.0094,365.0
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2087,0.844,438000000.00,219000000.00,766500000.00,12001690530.00,6000845265.00,21002958428.00,0.0086,365.0
Aveiro Ria (railway),Railway,SSP5-8.5,Baseline,2088,0.856,438000000.00,219000000.00,766500000.00,12439690530.00,6219845265.00,21769458428.00,0.0079,365.0
