idx,lat,lon,elev_m,below_threshold,flood_zone,note
207,38.718429,-8.928755,33.958,False,"Alcochete / Samouco marshes (2010, 2026)",
208,38.718233,-8.929274,35.016,False,"Alcochete / Samouco marshes (2010, 2026)",
209,38.718038,-8.929793,36.333,False,"Alcochete / Samouco marshes (2010, 2026)",
210,38.717862,-8.930323,37.675,False,"Alcochete / Samouco marshes (2010, 2026)",
211,38.717698,-8.93086,37.79,False,"Alcochete / Samouco marshes (2010, 2026)",
212,38.717534,-8.931396,37.473,False,"Alcochete / Samouco marshes (2010, 2026)",
213,38.71744,-8.931959,37.959,False,"Alcochete / Samouco marshes (2010, 2026)",
214,38.717349,-8.932524,39.3,False,"Alcochete / Samouco marshes (2010, 2026)",
215,38.717258,-8.933088,40.492,False,"Alcochete / Samouco marshes (2010, 2026)",
216,38.717194,-8.933659,41.208,False,"Alcochete / Samouco marshes (2010, 2026)",
217,38.717153,-8.934232,41.077,False,"Alcochete / Samouco marshes (2010, 2026)",
218,38.717362,-8.934699,40.018,False,"Alcochete / Samouco marshes (2010, 2026)",
219,38.717666,-8.935123,39.983,False,"Alcochete / Samouco marshes (2010, 2026)",
220,38.717971,-8.935547,40.643,False,"Alcochete / Samouco marshes (2010, 2026)",
221,38.718275,-8.935971,40.31,False,"Alcochete / Samouco marshes (2010, 2026)",
222,38.71858,-8.936395,39.744,False,"Alcochete / Samouco marshes (2010, 2026)",
223,38.718884,-8.936819,40.133,False,"Alcochete / Samouco marshes (2010, 2026)",
224,38.719188,-8.937243,40.299,False,"Alcochete / Samouco marshes (2010, 2026)",
225,38.719493,-8.937668,40.471,False,"Alcochete / Samouco marshes (2010, 2026)",
226,38.719797,-8.938092,40.719,False,"Alcochete / Samouco marshes (2010, 2026)",
227,38.720102,-8.938516,40.2,False,"Alcochete / Samouco marshes (2010, 2026)",
228,38.720406,-8.93894,39.628,False,"Alcochete / Samouco marshes (2010, 2026)",
229,38.720711,-8.939364,39.368,False,"Alcochete / Samouco marshes (2010, 2026)",
230,38.721015,-8.939788,39.511,False,"Alcochete / Samouco marshes (2010, 2026)",
231,38.72132,-8.940212,41.282,False,"Alcochete / Samouco marshes (2010, 2026)",
232,38.721696,-8.940233,41.544,False,"Alcochete / Samouco marshes (2010, 2026)",
233,38.722118,-8.940034,41.327,False,"Alcochete / Samouco marshes (2010, 2026)",
234,38.722541,-8.939837,40.469,False,"Alcochete / Samouco marshes (2010, 2026)",
235,38.722963,-8.939639,39.429,False,"Alcochete / Samouco marshes (2010, 2026)",
236,38.723385,-8.939442,37.986,False,"Alcochete / Samouco marshes (2010, 2026)",
237,38.723808,-8.939244,36.841,False,"Alcochete / Samouco marshes (2010, 2026)",
238,38.72423,-8.939047,36.245,False,"Alcochete / Samouco marshes (2010, 2026)",
239,38.724653,-8.938849,36.175,False,"Alcochete / Samouco marshes (2010, 2026)",
240,38.725075,-8.938651,36.023,False,"Alcochete / Samouco marshes (2010, 2026)",
241,38.725498,-8.938454,34.859,False,"Alcochete / Samouco marshes (2010, 2026)",
242,38.72592,-8.938256,34.078,False,"Alcochete / Samouco marshes (2010, 2026)",
243,38.726342,-8.938059,34.348,False,"Alcochete / Samouco marshes (2010, 2026)",
244,38.726765,-8.937861,35.286,False,"Alcochete / Samouco marshes (2010, 2026)",
245,38.727187,-8.937664,35.516,False,"Alcochete / Samouco marshes (2010, 2026)",
246,38.72761,-8.937466,34.964,False,"Alcochete / Samouco marshes (2010, 2026)",
247,38.728032,-8.937268,34.322,False,"Alcochete / Samouco marshes (2010, 2026)",
248,38.728455,-8.937071,33.452,False,"Alcochete / Samouco marshes (2010, 2026)",
249,38.728877,-8.936873,32.708,False,"Alcochete / Samouco marshes (2010, 2026)",
250,38.729299,-8.936676,31.793,False,"Alcochete / Samouco marshes (2010, 2026)",
251,38.729722,-8.936478,30.633,False,"Alcochete / Samouco marshes (2010, 2026)",
252,38.730144,-8.936281,30.186,False,"Alcochete / Samouco marshes (2010, 2026)",
253,38.730567,-8.936083,30.547,False,"Alcochete / Samouco marshes (2010, 2026)",
254,38.730989,-8.935885,30.211,False,"Alcochete / Samouco marshes (2010, 2026)",
