section,section_type,scenario,variant,year,slr_m,return_period_yr,closure_days_yr,barrier_breached,annual_cost_mid_eur,annual_cost_low_eur,annual_cost_high_eur,cumulative_cost_mid_eur,cumulative_cost_low_eur,cumulative_cost_high_eur
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2088,0.502,0.0925,108.372,False,130046387.0,65023194.0,227581177.0,3448505995.0,1724252998.0,6034885492.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2089,0.506,0.0899,111.864,False,134236231.0,67118116.0,234913404.0,3582742226.0,1791371113.0,6269798896.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2090,0.51,0.0875,115.466,False,138558873.0,69279437.0,242478028.0,3721301100.0,1860650550.0,6512276924.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2091,0.514,0.0851,119.182,False,143018469.0,71509234.0,250282320.0,3864319568.0,1932159784.0,6762559245.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2092,0.518,0.0828,123.016,False,147619302.0,73809651.0,258333778.0,4011938870.0,2005969435.0,7020893023.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2093,0.522,0.0805,126.971,False,152365789.0,76182894.0,266640130.0,4164304659.0,2082152330.0,7287533153.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2094,0.526,0.0783,131.052,False,157262483.0,78631242.0,275209346.0,4321567142.0,2160783571.0,7562742499.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2095,0.53,0.0761,135.262,False,162314079.0,81157040.0,284049639.0,4483881222.0,2241940611.0,7846792138.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2096,0.534,0.0741,139.605,False,167525417.0,83762708.0,293169479.0,4651406639.0,2325703319.0,8139961617.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2097,0.538,0.072,144.085,False,172901484.0,86450742.0,302577597.0,4824308123.0,2412154061.0,8442539215.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2098,0.542,0.0701,148.706,False,178447426.0,89223713.0,312282995.0,5002755548.0,2501377774.0,8754822210.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2099,0.546,0.0682,153.474,False,184168543.0,92084271.0,322294950.0,5186924091.0,2593462046.0,9077117160.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2100,0.55,0.0663,158.392,False,190070303.0,95035151.0,332623030.0,5376994394.0,2688497197.0,9409740190.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP2-4.5,Baseline,2025,0.05,2.1213,2.593,False,3111270.0,1555635.0,5444722.0,3111270.0,1555635.0,5444722.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP2-4.5,Baseline,2026,0.06,1.9793,2.829,False,3395205.0,1697603.0,5941609.0,6506475.0,3253237.0,11386331.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP2-4.5,Baseline,2027,0.07,1.8467,3.087,False,3703871.0,1851935.0,6481774.0,10210346.0,5105173.0,17868105.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP2-4.5,Baseline,2028,0.08,1.723,3.366,False,4039355.0,2019677.0,7068871.0,14249700.0,7124850.0,24936976.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP2-4.5,Baseline,2029,0.09,1.6077,3.67,False,4403916.0,2201958.0,7706853.0,18653616.0,9326808.0,32643828.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP2-4.5,Baseline,2030,0.1,1.5,4.0,False,4800000.0,2400000.0,8400000.0,23453616.0,11726808.0,41043828.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP2-4.5,Baseline,2031,0.11,1.3995,4.359,False,5230254.0,2615127.0,9152945.0,28683871.0,14341935.0,50196774.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP2-4.5,Baseline,2032,0.12,1.3058,4.748,False,5697544.0,2848772.0,9970702.0,34381415.0,17190707.0,60167475.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP2-4.5,Baseline,2033,0.13,1.2184,5.171,False,6204968.0,3102484.0,10858694.0,40586382.0,20293191.0,71026169.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP2-4.5,Baseline,2034,0.14,1.1368,5.63,False,6755881.0,3377940.0,11822791.0,47342263.0,23671131.0,82848960.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP2-4.5,Baseline,2035,0.15,1.0607,6.128,False,7353911.0,3676955.0,12869343.0,54696173.0,27348087.0,95718303.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP2-4.5,Baseline,2036,0.16,0.9896,6.669,False,8002983.0,4001492.0,14005221.0,62699157.0,31349578.0,109723525.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP2-4.5,Baseline,2037,0.17,0.9234,7.256,False,8707346.0,4353673.0,15237855.0,71406503.0,35703251.0,124961380.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP2-4.5,Baseline,2038,0.18,0.8615,7.893,False,9471590.0,4735795.0,16575283.0,80878093.0,40439046.0,141536662.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP2-4.5,Baseline,2039,0.19,0.8038,8.584,False,10300684.0,5150342.0,18026197.0,91178777.0,45589388.0,159562860.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP2-4.5,Baseline,2040,0.2,0.75,9.333,False,11200000.0,5600000.0,19600000.0,102378777.0,51189388.0,179162860.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP2-4.5,Baseline,2041,0.21,0.6998,10.146,False,12175347.0,6087673.0,21306856.0,114554123.0,57277062.0,200469716.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP2-4.5,Baseline,2042,0.22,0.6529,11.028,False,13233005.0,6616503.0,23157759.0,127787129.0,63893564.0,223627475.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP2-4.5,Baseline,2043,0.23,0.6092,11.983,False,14379767.0,7189883.0,25164592.0,142166895.0,71083448.0,248792067.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP2-4.5,Baseline,2044,0.24,0.5684,13.019,False,15622974.0,7811487.0,27340204.0,157789869.0,78894934.0,276132271.0
