idx,lat,lon,elev_m,below_threshold
224,39.412382,-8.523849,17.196,False
225,39.410909,-8.525183,18.477,False
226,39.409436,-8.526517,20.426,False
227,39.407963,-8.527852,17.138,False
228,39.40649,-8.529186,12.843,False
229,39.405018,-8.53052,12.744,False
230,39.403545,-8.531855,12.921,False
231,39.402072,-8.533189,13.838,False
232,39.400599,-8.534523,13.262,False
233,39.399126,-8.535858,14.35,False
234,39.397653,-8.537192,17.802,False
235,39.39618,-8.538526,22.37,False
236,39.394707,-8.53986,22.676,False
237,39.393235,-8.541195,22.307,False
238,39.391762,-8.542529,18.891,False
239,39.390289,-8.543863,17.2,False
240,39.388816,-8.545198,18.552,False
241,39.387343,-8.546532,17.461,False
242,39.38587,-8.547866,17.845,False
243,39.384397,-8.549201,16.712,False
244,39.382925,-8.550535,17.25,False
245,39.381452,-8.551869,19.45,False
246,39.379979,-8.553204,21.981,False
247,39.378506,-8.554538,27.662,False
248,39.377033,-8.555872,33.294,False
249,39.37556,-8.557206,31.445,False
250,39.374087,-8.558541,35.763,False
251,39.372614,-8.559875,42.019,False
252,39.371142,-8.561209,35.445,False
253,39.369669,-8.562544,26.111,False
254,39.368196,-8.563878,35.51,False
255,39.366723,-8.565212,42.145,False
256,39.36525,-8.566547,47.168,False
257,39.363777,-8.567881,49.811,False
258,39.362304,-8.569215,37.705,False
259,39.360831,-8.57055,43.11,False
260,39.359359,-8.571884,40.106,False
261,39.357886,-8.573218,27.595,False
262,39.356413,-8.574552,41.107,False
263,39.35494,-8.575887,55.05,False
264,39.353467,-8.577221,54.763,False
265,39.351994,-8.578555,42.424,False
266,39.350521,-8.57989,34.288,False
267,39.349048,-8.581224,30.509,False
268,39.347576,-8.582558,32.498,False
269,39.346103,-8.583893,25.636,False
270,39.34463,-8.585227,19.441,False
271,39.343157,-8.586561,12.837,False
272,39.341684,-8.587896,9.825,False
273,39.340211,-8.58923,8.773,False
274,39.338738,-8.590564,8.69,False
275,39.337266,-8.591898,31.424,False
276,39.335793,-8.593233,70.335,False
277,39.33432,-8.594567,67.569,False
278,39.332847,-8.595901,83.771,False
279,39.331374,-8.597236,92.204,False
280,39.329901,-8.59857,91.631,False
281,39.328428,-8.599904,96.472,False
282,39.326955,-8.601239,90.843,False
283,39.325483,-8.602573,88.073,False
284,39.32401,-8.603907,70.285,False
285,39.322537,-8.605242,42.541,False
286,39.321064,-8.606576,21.587,False
287,39.319591,-8.60791,40.115,False
288,39.318118,-8.609244,30.628,False
289,39.316645,-8.610579,21.341,False
290,39.315172,-8.611913,37.868,False
291,39.3137,-8.613247,44.551,False
292,39.312227,-8.614582,47.71,False
293,39.310754,-8.615916,59.035,False
294,39.309281,-8.61725,57.9,False
295,39.307808,-8.618585,64.112,False
296,39.306335,-8.619919,50.921,False
297,39.304862,-8.621253,41.503,False
298,39.303389,-8.622587,38.315,False
299,39.301917,-8.623922,32.894,False
300,39.300444,-8.625256,35.448,False
301,39.298971,-8.62659,38.446,False
302,39.297498,-8.627925,32.323,False
303,39.296025,-8.629259,26.027,False
304,39.294552,-8.630593,31.45,False
305,39.293079,-8.631928,27.242,False
306,39.291607,-8.633262,27.409,False
307,39.290134,-8.634596,35.084,False
308,39.288661,-8.635931,45.412,False
309,39.287188,-8.637265,37.234,False
310,39.285715,-8.638599,39.01,False
311,39.284242,-8.639933,37.556,False
312,39.282769,-8.641268,30.979,False
313,39.281296,-8.642602,25.516,False
314,39.279824,-8.643936,17.552,False
315,39.278351,-8.645271,11.565,False
316,39.276878,-8.646605,9.984,False
317,39.275405,-8.647939,14.007,False
318,39.273932,-8.649274,27.764,False
319,39.272459,-8.650608,14.94,False
320,39.270986,-8.651942,11.691,False
321,39.269513,-8.653277,12.146,False
322,39.268041,-8.654611,9.721,False
323,39.266568,-8.655945,9.218,False
324,39.265095,-8.657279,9.133,False
325,39.263622,-8.658614,9.078,False
326,39.262149,-8.659948,9.313,False
327,39.260676,-8.661282,7.842,False
328,39.259203,-8.662617,7.92,False
329,39.25773,-8.663951,7.877,False
330,39.256258,-8.665285,6.986,False
331,39.254785,-8.66662,8.554,False
332,39.253312,-8.667954,6.087,False
333,39.251839,-8.669288,6.194,False
334,39.250366,-8.670623,7.042,False
335,39.248893,-8.671957,7.411,False
336,39.24742,-8.673291,8.607,False
337,39.245948,-8.674625,15.611,False
338,39.244475,-8.67596,25.628,False
339,39.243002,-8.677294,40.111,False
340,39.241529,-8.678628,95.041,False
341,39.240056,-8.679963,97.485,False
342,39.238583,-8.681297,74.321,False
343,39.23711,-8.682631,96.684,False
344,39.235637,-8.683966,112.554,False
345,39.234165,-8.6853,108.476,False
346,39.232692,-8.686634,109.071,False
347,39.231219,-8.687968,102.533,False
348,39.229746,-8.689303,102.723,False
349,39.228273,-8.690637,94.313,False
350,39.2268,-8.691971,72.003,False
351,39.225327,-8.693306,95.929,False
352,39.223854,-8.69464,72.889,False
353,39.222382,-8.695974,41.051,False
354,39.220909,-8.697309,33.049,False
355,39.219436,-8.698643,27.783,False
356,39.217963,-8.699977,20.67,False
357,39.21649,-8.701312,21.933,False
358,39.215017,-8.702646,18.723,False
359,39.213544,-8.70398,22.201,False
360,39.212071,-8.705314,14.973,False
361,39.210599,-8.706649,14.196,False
362,39.209126,-8.707983,13.703,False
363,39.207653,-8.709317,7.851,False
364,39.20618,-8.710652,6.541,False
365,39.204707,-8.711986,5.783,False
366,39.203234,-8.71332,5.335,False
367,39.202258,-8.713977,7.921,False
368,39.203192,-8.711994,6.982,False
369,39.204026,-8.709937,7.132,False
370,39.20475,-8.707813,7.287,False
371,39.205408,-8.705653,9.415,False
372,39.206067,-8.703493,9.35,False
373,39.206725,-8.701333,10.403,False
374,39.207389,-8.699176,16.589,False
