scenario,variant,option,year,slr_m,closure_days_yr,annual_cost_low_M,annual_cost_mid_M,annual_cost_hi_M,cum_cost_low_bn,cum_cost_mid_bn,cum_cost_hi_bn
SSP1-2.6,baseline,1a,2057,0.228,2.8286,0.5104,0.8873,1.5585,0.0089,0.0154,0.0271
SSP1-2.6,baseline,1a,2058,0.232,2.9241,0.5276,0.9173,1.6111,0.0094,0.0163,0.0287
SSP1-2.6,baseline,1a,2059,0.236,3.0227,0.5454,0.9482,1.6655,0.0099,0.0173,0.0304
SSP1-2.6,baseline,1a,2060,0.24,3.1246,0.5638,0.9802,1.7216,0.0105,0.0183,0.0321
SSP1-2.6,baseline,1a,2061,0.244,3.2298,0.5828,1.0132,1.7796,0.0111,0.0193,0.0339
SSP1-2.6,baseline,1a,2062,0.248,3.3385,0.6024,1.0473,1.8394,0.0117,0.0203,0.0357
SSP1-2.6,baseline,1a,2063,0.252,3.4507,0.6226,1.0825,1.9013,0.0123,0.0214,0.0376
SSP1-2.6,baseline,1a,2064,0.256,3.5666,0.6436,1.1188,1.9651,0.013,0.0225,0.0396
SSP1-2.6,baseline,1a,2065,0.26,3.6862,0.6651,1.1564,2.0311,0.0136,0.0237,0.0416
SSP1-2.6,baseline,1a,2066,0.264,3.8098,0.6874,1.1951,2.0992,0.0143,0.0249,0.0437
SSP1-2.6,baseline,1a,2067,0.268,3.9374,0.7105,1.2352,2.1695,0.015,0.0261,0.0459
SSP1-2.6,baseline,1a,2068,0.272,4.0692,0.7342,1.2765,2.2421,0.0158,0.0274,0.0481
SSP1-2.6,baseline,1a,2069,0.276,4.2053,0.7588,1.3192,2.3171,0.0165,0.0287,0.0504
SSP1-2.6,baseline,1a,2070,0.28,4.3458,0.7842,1.3633,2.3945,0.0173,0.0301,0.0528
SSP1-2.6,baseline,1a,2071,0.284,4.4909,0.8103,1.4088,2.4744,0.0181,0.0315,0.0553
SSP1-2.6,baseline,1a,2072,0.288,4.6407,0.8374,1.4558,2.557,0.019,0.0329,0.0579
SSP1-2.6,baseline,1a,2073,0.292,4.7954,0.8653,1.5043,2.6422,0.0198,0.0345,0.0605
SSP1-2.6,baseline,1a,2074,0.296,4.9551,0.8941,1.5544,2.7302,0.0207,0.036,0.0632
SSP1-2.6,baseline,1a,2075,0.3,5.12,0.9239,1.6061,2.8211,0.0216,0.0376,0.0661
SSP1-2.6,baseline,1a,2076,0.304,5.2903,0.9546,1.6595,2.9149,0.0226,0.0393,0.069
SSP1-2.6,baseline,1a,2077,0.308,5.4661,0.9863,1.7147,3.0117,0.0236,0.041,0.072
SSP1-2.6,baseline,1a,2078,0.312,5.6475,1.019,1.7716,3.1117,0.0246,0.0428,0.0751
SSP1-2.6,baseline,1a,2079,0.316,5.8349,1.0529,1.8304,3.215,0.0256,0.0446,0.0783
SSP1-2.6,baseline,1a,2080,0.32,6.0284,1.0878,1.8911,3.3216,0.0267,0.0465,0.0816
SSP1-2.6,baseline,1a,2081,0.324,6.2281,1.1238,1.9537,3.4316,0.0279,0.0484,0.0851
SSP1-2.6,baseline,1a,2082,0.328,6.4343,1.161,2.0184,3.5452,0.029,0.0505,0.0886
SSP1-2.6,baseline,1a,2083,0.332,6.6471,1.1994,2.0852,3.6625,0.0302,0.0525,0.0923
SSP1-2.6,baseline,1a,2084,0.336,6.8668,1.2391,2.1541,3.7835,0.0315,0.0547,0.0961
SSP1-2.6,baseline,1a,2085,0.34,7.0937,1.28,2.2253,3.9085,0.0327,0.0569,0.1
SSP1-2.6,baseline,1a,2086,0.344,7.3278,1.3222,2.2987,4.0375,0.0341,0.0592,0.104
SSP1-2.6,baseline,1a,2087,0.348,7.5696,1.3659,2.3745,4.1707,0.0354,0.0616,0.1082
SSP1-2.6,baseline,1a,2088,0.352,7.8191,1.4109,2.4528,4.3082,0.0368,0.064,0.1125
SSP1-2.6,baseline,1a,2089,0.356,8.0766,1.4574,2.5336,4.4501,0.0383,0.0666,0.1169
SSP1-2.6,baseline,1a,2090,0.36,8.3425,1.5053,2.617,4.5966,0.0398,0.0692,0.1215
SSP1-2.6,baseline,1a,2091,0.364,8.6169,1.5548,2.7031,4.7478,0.0414,0.0719,0.1263
SSP1-2.6,baseline,1a,2092,0.368,8.9002,1.606,2.792,4.9039,0.043,0.0747,0.1312
SSP1-2.6,baseline,1a,2093,0.372,9.1926,1.6587,2.8837,5.065,0.0446,0.0776,0.1362
SSP1-2.6,baseline,1a,2094,0.376,9.4944,1.7132,2.9783,5.2313,0.0463,0.0805,0.1415
SSP1-2.6,baseline,1a,2095,0.38,9.8059,1.7694,3.0761,5.4029,0.0481,0.0836,0.1469
SSP1-2.6,baseline,1a,2096,0.384,10.1274,1.8274,3.1769,5.5801,0.0499,0.0868,0.1525
SSP1-2.6,baseline,1a,2097,0.388,10.4592,1.8873,3.281,5.7629,0.0518,0.0901,0.1582
SSP1-2.6,baseline,1a,2098,0.392,10.8017,1.9491,3.3884,5.9516,0.0538,0.0935,0.1642
SSP1-2.6,baseline,1a,2099,0.396,11.1552,2.0128,3.4993,6.1464,0.0558,0.097,0.1703
SSP1-2.6,baseline,1a,2100,0.4,11.52,2.0787,3.6138,6.3474,0.0579,0.1006,0.1767
SSP1-2.6,baseline,1b,2025,0.035,0.5455,0.0984,0.1711,0.3006,0.0001,0.0002,0.0003
SSP1-2.6,baseline,1b,2026,0.042,0.5801,0.1047,0.182,0.3196,0.0002,0.0004,0.0006
SSP1-2.6,baseline,1b,2027,0.049,0.6168,0.1113,0.1935,0.3399,0.0003,0.0005,0.001
SSP1-2.6,baseline,1b,2028,0.056,0.6558,0.1183,0.2057,0.3613,0.0004,0.0008,0.0013
SSP1-2.6,baseline,1b,2029,0.063,0.697,0.1258,0.2187,0.3841,0.0006,0.001,0.0017
SSP1-2.6,baseline,1b,2030,0.07,0.7408,0.1337,0.2324,0.4082,0.0007,0.0012,0.0021
SSP1-2.6,baseline,1b,2031,0.076,0.7804,0.1408,0.2448,0.43,0.0008,0.0014,0.0025
SSP1-2.6,baseline,1b,2032,0.082,0.822,0.1483,0.2578,0.4529,0.001,0.0017,0.003
SSP1-2.6,baseline,1b,2033,0.088,0.8657,0.1562,0.2716,0.477,0.0011,0.002,0.0035
SSP1-2.6,baseline,1b,2034,0.094,0.9117,0.1645,0.286,0.5023,0.0013,0.0023,0.004
SSP1-2.6,baseline,1b,2035,0.1,0.96,0.1732,0.3011,0.5289,0.0015,0.0026,0.0045
SSP1-2.6,baseline,1b,2036,0.106,1.0108,0.1824,0.3171,0.5569,0.0017,0.0029,0.0051
SSP1-2.6,baseline,1b,2037,0.112,1.0641,0.192,0.3338,0.5863,0.0018,0.0032,0.0056
SSP1-2.6,baseline,1b,2038,0.118,1.1202,0.2021,0.3514,0.6172,0.0021,0.0036,0.0063
SSP1-2.6,baseline,1b,2039,0.124,1.1791,0.2128,0.3699,0.6497,0.0023,0.0039,0.0069
SSP1-2.6,baseline,1b,2040,0.13,1.241,0.2239,0.3893,0.6838,0.0025,0.0043,0.0076
SSP1-2.6,baseline,1b,2041,0.137,1.3172,0.2377,0.4132,0.7257,0.0027,0.0047,0.0083
SSP1-2.6,baseline,1b,2042,0.144,1.3978,0.2522,0.4385,0.7702,0.003,0.0052,0.0091
SSP1-2.6,baseline,1b,2043,0.151,1.4833,0.2676,0.4653,0.8173,0.0032,0.0056,0.0099
SSP1-2.6,baseline,1b,2044,0.158,1.5738,0.284,0.4937,0.8671,0.0035,0.0061,0.0108
SSP1-2.6,baseline,1b,2045,0.165,1.6696,0.3013,0.5237,0.9199,0.0038,0.0067,0.0117
SSP1-2.6,baseline,1b,2046,0.172,1.7711,0.3196,0.5556,0.9758,0.0042,0.0072,0.0127
SSP1-2.6,baseline,1b,2047,0.179,1.8785,0.339,0.5893,1.035,0.0045,0.0078,0.0137
SSP1-2.6,baseline,1b,2048,0.186,1.9922,0.3595,0.6249,1.0977,0.0048,0.0084,0.0148
SSP1-2.6,baseline,1b,2049,0.193,2.1126,0.3812,0.6627,1.164,0.0052,0.0091,0.016
SSP1-2.6,baseline,1b,2050,0.2,2.24,0.4042,0.7027,1.2342,0.0056,0.0098,0.0172
SSP1-2.6,baseline,1b,2051,0.204,2.3161,0.4179,0.7266,1.2762,0.0061,0.0105,0.0185
SSP1-2.6,baseline,1b,2052,0.208,2.3948,0.4321,0.7512,1.3195,0.0065,0.0113,0.0198
SSP1-2.6,baseline,1b,2053,0.212,2.476,0.4468,0.7767,1.3643,0.0069,0.0121,0.0212
SSP1-2.6,baseline,1b,2054,0.216,2.5599,0.4619,0.803,1.4105,0.0074,0.0129,0.0226
SSP1-2.6,baseline,1b,2055,0.22,2.6466,0.4776,0.8302,1.4582,0.0079,0.0137,0.024
SSP1-2.6,baseline,1b,2056,0.224,2.7361,0.4937,0.8583,1.5076,0.0084,0.0145,0.0255
SSP1-2.6,baseline,1b,2057,0.228,2.8286,0.5104,0.8873,1.5585,0.0089,0.0154,0.0271
SSP1-2.6,baseline,1b,2058,0.232,2.9241,0.5276,0.9173,1.6111,0.0094,0.0163,0.0287
SSP1-2.6,baseline,1b,2059,0.236,3.0227,0.5454,0.9482,1.6655,0.0099,0.0173,0.0304
SSP1-2.6,baseline,1b,2060,0.24,3.1246,0.5638,0.9802,1.7216,0.0105,0.0183,0.0321
SSP1-2.6,baseline,1b,2061,0.244,3.2298,0.5828,1.0132,1.7796,0.0111,0.0193,0.0339
SSP1-2.6,baseline,1b,2062,0.248,3.3385,0.6024,1.0473,1.8394,0.0117,0.0203,0.0357
SSP1-2.6,baseline,1b,2063,0.252,3.4507,0.6226,1.0825,1.9013,0.0123,0.0214,0.0376
SSP1-2.6,baseline,1b,2064,0.256,3.5666,0.6436,1.1188,1.9651,0.013,0.0225,0.0396
SSP1-2.6,baseline,1b,2065,0.26,3.6862,0.6651,1.1564,2.0311,0.0136,0.0237,0.0416
SSP1-2.6,baseline,1b,2066,0.264,3.8098,0.6874,1.1951,2.0992,0.0143,0.0249,0.0437
SSP1-2.6,baseline,1b,2067,0.268,3.9374,0.7105,1.2352,2.1695,0.015,0.0261,0.0459
SSP1-2.6,baseline,1b,2068,0.272,4.0692,0.7342,1.2765,2.2421,0.0158,0.0274,0.0481
SSP1-2.6,baseline,1b,2069,0.276,4.2053,0.7588,1.3192,2.3171,0.0165,0.0287,0.0504
SSP1-2.6,baseline,1b,2070,0.28,4.3458,0.7842,1.3633,2.3945,0.0173,0.0301,0.0528
SSP1-2.6,baseline,1b,2071,0.284,4.4909,0.8103,1.4088,2.4744,0.0181,0.0315,0.0553
SSP1-2.6,baseline,1b,2072,0.288,4.6407,0.8374,1.4558,2.557,0.019,0.0329,0.0579
SSP1-2.6,baseline,1b,2073,0.292,4.7954,0.8653,1.5043,2.6422,0.0198,0.0345,0.0605
SSP1-2.6,baseline,1b,2074,0.296,4.9551,0.8941,1.5544,2.7302,0.0207,0.036,0.0632
SSP1-2.6,baseline,1b,2075,0.3,5.12,0.9239,1.6061,2.8211,0.0216,0.0376,0.0661
SSP1-2.6,baseline,1b,2076,0.304,5.2903,0.9546,1.6595,2.9149,0.0226,0.0393,0.069
SSP1-2.6,baseline,1b,2077,0.308,5.4661,0.9863,1.7147,3.0117,0.0236,0.041,0.072
SSP1-2.6,baseline,1b,2078,0.312,5.6475,1.019,1.7716,3.1117,0.0246,0.0428,0.0751
SSP1-2.6,baseline,1b,2079,0.316,5.8349,1.0529,1.8304,3.215,0.0256,0.0446,0.0783
SSP1-2.6,baseline,1b,2080,0.32,6.0284,1.0878,1.8911,3.3216,0.0267,0.0465,0.0816
SSP1-2.6,baseline,1b,2081,0.324,6.2281,1.1238,1.9537,3.4316,0.0279,0.0484,0.0851
SSP1-2.6,baseline,1b,2082,0.328,6.4343,1.161,2.0184,3.5452,0.029,0.0505,0.0886
SSP1-2.6,baseline,1b,2083,0.332,6.6471,1.1994,2.0852,3.6625,0.0302,0.0525,0.0923
SSP1-2.6,baseline,1b,2084,0.336,6.8668,1.2391,2.1541,3.7835,0.0315,0.0547,0.0961
SSP1-2.6,baseline,1b,2085,0.34,7.0937,1.28,2.2253,3.9085,0.0327,0.0569,0.1
SSP1-2.6,baseline,1b,2086,0.344,7.3278,1.3222,2.2987,4.0375,0.0341,0.0592,0.104
SSP1-2.6,baseline,1b,2087,0.348,7.5696,1.3659,2.3745,4.1707,0.0354,0.0616,0.1082
SSP1-2.6,baseline,1b,2088,0.352,7.8191,1.4109,2.4528,4.3082,0.0368,0.064,0.1125
SSP1-2.6,baseline,1b,2089,0.356,8.0766,1.4574,2.5336,4.4501,0.0383,0.0666,0.1169
SSP1-2.6,baseline,1b,2090,0.36,8.3425,1.5053,2.617,4.5966,0.0398,0.0692,0.1215
SSP1-2.6,baseline,1b,2091,0.364,8.6169,1.5548,2.7031,4.7478,0.0414,0.0719,0.1263
SSP1-2.6,baseline,1b,2092,0.368,8.9002,1.606,2.792,4.9039,0.043,0.0747,0.1312
SSP1-2.6,baseline,1b,2093,0.372,9.1926,1.6587,2.8837,5.065,0.0446,0.0776,0.1362
SSP1-2.6,baseline,1b,2094,0.376,9.4944,1.7132,2.9783,5.2313,0.0463,0.0805,0.1415
SSP1-2.6,baseline,1b,2095,0.38,9.8059,1.7694,3.0761,5.4029,0.0481,0.0836,0.1469
SSP1-2.6,baseline,1b,2096,0.384,10.1274,1.8274,3.1769,5.5801,0.0499,0.0868,0.1525
SSP1-2.6,baseline,1b,2097,0.388,10.4592,1.8873,3.281,5.7629,0.0518,0.0901,0.1582
SSP1-2.6,baseline,1b,2098,0.392,10.8017,1.9491,3.3884,5.9516,0.0538,0.0935,0.1642
SSP1-2.6,baseline,1b,2099,0.396,11.1552,2.0128,3.4993,6.1464,0.0558,0.097,0.1703
SSP1-2.6,baseline,1b,2100,0.4,11.52,2.0787,3.6138,6.3474,0.0579,0.1006,0.1767
SSP1-2.6,baseline,2,2025,0.035,0.6061,0.1094,0.1901,0.334,0.0001,0.0002,0.0003
SSP1-2.6,baseline,2,2026,0.042,0.6446,0.1163,0.2022,0.3552,0.0002,0.0004,0.0007
SSP1-2.6,baseline,2,2027,0.049,0.6854,0.1237,0.215,0.3776,0.0003,0.0006,0.0011
SSP1-2.6,baseline,2,2028,0.056,0.7286,0.1315,0.2286,0.4015,0.0005,0.0008,0.0015
SSP1-2.6,baseline,2,2029,0.063,0.7745,0.1397,0.2429,0.4267,0.0006,0.0011,0.0019
SSP1-2.6,baseline,2,2030,0.07,0.8231,0.1485,0.2582,0.4535,0.0008,0.0013,0.0023
SSP1-2.6,baseline,2,2031,0.076,0.8671,0.1565,0.272,0.4777,0.0009,0.0016,0.0028
SSP1-2.6,baseline,2,2032,0.082,0.9133,0.1648,0.2865,0.5032,0.0011,0.0019,0.0033
SSP1-2.6,baseline,2,2033,0.088,0.9619,0.1736,0.3017,0.53,0.0013,0.0022,0.0039
SSP1-2.6,baseline,2,2034,0.094,1.013,0.1828,0.3178,0.5581,0.0014,0.0025,0.0044
SSP1-2.6,baseline,2,2035,0.1,1.0667,0.1925,0.3346,0.5877,0.0016,0.0028,0.005
SSP1-2.6,baseline,2,2036,0.106,1.1231,0.2026,0.3523,0.6188,0.0018,0.0032,0.0056
SSP1-2.6,baseline,2,2037,0.112,1.1824,0.2133,0.3709,0.6515,0.0021,0.0036,0.0063
SSP1-2.6,baseline,2,2038,0.118,1.2447,0.2246,0.3904,0.6858,0.0023,0.004,0.007
SSP1-2.6,baseline,2,2039,0.124,1.3101,0.2364,0.411,0.7219,0.0025,0.0044,0.0077
SSP1-2.6,baseline,2,2040,0.13,1.3789,0.2488,0.4325,0.7597,0.0028,0.0048,0.0084
SSP1-2.6,baseline,2,2041,0.137,1.4635,0.2641,0.4591,0.8064,0.003,0.0053,0.0092
SSP1-2.6,baseline,2,2042,0.144,1.5532,0.2803,0.4872,0.8558,0.0033,0.0058,0.0101
SSP1-2.6,baseline,2,2043,0.151,1.6481,0.2974,0.517,0.9081,0.0036,0.0063,0.011
SSP1-2.6,baseline,2,2044,0.158,1.7486,0.3155,0.5485,0.9635,0.0039,0.0068,0.012
SSP1-2.6,baseline,2,2045,0.165,1.8551,0.3347,0.5819,1.0221,0.0043,0.0074,0.013
SSP1-2.6,baseline,2,2046,0.172,1.9678,0.3551,0.6173,1.0843,0.0046,0.008,0.0141
SSP1-2.6,baseline,2,2047,0.179,2.0872,0.3766,0.6547,1.15,0.005,0.0087,0.0152
SSP1-2.6,baseline,2,2048,0.186,2.2135,0.3994,0.6944,1.2196,0.0054,0.0094,0.0165
SSP1-2.6,baseline,2,2049,0.193,2.3473,0.4235,0.7363,1.2933,0.0058,0.0101,0.0177
SSP1-2.6,baseline,2,2050,0.2,2.4889,0.4491,0.7808,1.3713,0.0063,0.0109,0.0191
SSP1-2.6,baseline,2,2051,0.204,2.5735,0.4644,0.8073,1.418,0.0067,0.0117,0.0205
SSP1-2.6,baseline,2,2052,0.208,2.6609,0.4801,0.8347,1.4661,0.0072,0.0125,0.022
SSP1-2.6,baseline,2,2053,0.212,2.7511,0.4964,0.863,1.5158,0.0077,0.0134,0.0235
SSP1-2.6,baseline,2,2054,0.216,2.8444,0.5132,0.8923,1.5672,0.0082,0.0143,0.0251
SSP1-2.6,baseline,2,2055,0.22,2.9407,0.5306,0.9225,1.6203,0.0087,0.0152,0.0267
SSP1-2.6,baseline,2,2056,0.224,3.0401,0.5486,0.9537,1.6751,0.0093,0.0162,0.0284
SSP1-2.6,baseline,2,2057,0.228,3.1429,0.5671,0.9859,1.7317,0.0099,0.0171,0.0301
SSP1-2.6,baseline,2,2058,0.232,3.249,0.5862,1.0192,1.7902,0.0104,0.0182,0.0319
SSP1-2.6,baseline,2,2059,0.236,3.3586,0.606,1.0536,1.8505,0.0111,0.0192,0.0338
SSP1-2.6,baseline,2,2060,0.24,3.4718,0.6264,1.0891,1.9129,0.0117,0.0203,0.0357
SSP1-2.6,baseline,2,2061,0.244,3.5887,0.6475,1.1258,1.9773,0.0123,0.0214,0.0376
SSP1-2.6,baseline,2,2062,0.248,3.7094,0.6693,1.1636,2.0438,0.013,0.0226,0.0397
SSP1-2.6,baseline,2,2063,0.252,3.8341,0.6918,1.2027,2.1125,0.0137,0.0238,0.0418
SSP1-2.6,baseline,2,2064,0.256,3.9628,0.7151,1.2431,2.1835,0.0144,0.025,0.044
SSP1-2.6,baseline,2,2065,0.26,4.0958,0.739,1.2848,2.2567,0.0151,0.0263,0.0462
SSP1-2.6,baseline,2,2066,0.264,4.2331,0.7638,1.3279,2.3324,0.0159,0.0277,0.0486
SSP1-2.6,baseline,2,2067,0.268,4.3749,0.7894,1.3724,2.4105,0.0167,0.029,0.051
SSP1-2.6,baseline,2,2068,0.272,4.5213,0.8158,1.4183,2.4912,0.0175,0.0304,0.0535
SSP1-2.6,baseline,2,2069,0.276,4.6725,0.8431,1.4658,2.5745,0.0184,0.0319,0.056
SSP1-2.6,baseline,2,2070,0.28,4.8287,0.8713,1.5147,2.6605,0.0192,0.0334,0.0587
SSP1-2.6,baseline,2,2071,0.284,4.9899,0.9004,1.5653,2.7494,0.0201,0.035,0.0615
SSP1-2.6,baseline,2,2072,0.288,5.1563,0.9304,1.6175,2.8411,0.0211,0.0366,0.0643
SSP1-2.6,baseline,2,2073,0.292,5.3282,0.9614,1.6714,2.9358,0.022,0.0383,0.0672
SSP1-2.6,baseline,2,2074,0.296,5.5057,0.9934,1.7271,3.0335,0.023,0.04,0.0703
SSP1-2.6,baseline,2,2075,0.3,5.6889,1.0265,1.7846,3.1345,0.024,0.0418,0.0734
SSP1-2.6,baseline,2,2076,0.304,5.8781,1.0606,1.8439,3.2387,0.0251,0.0436,0.0766
SSP1-2.6,baseline,2,2077,0.308,6.0734,1.0959,1.9052,3.3464,0.0262,0.0455,0.08
SSP1-2.6,baseline,2,2078,0.312,6.275,1.1323,1.9685,3.4575,0.0273,0.0475,0.0834
SSP1-2.6,baseline,2,2079,0.316,6.4832,1.1698,2.0338,3.5722,0.0285,0.0495,0.087
SSP1-2.6,baseline,2,2080,0.32,6.6982,1.2086,2.1012,3.6906,0.0297,0.0516,0.0907
SSP1-2.6,baseline,2,2081,0.324,6.9201,1.2487,2.1708,3.8129,0.031,0.0538,0.0945
SSP1-2.6,baseline,2,2082,0.328,7.1492,1.29,2.2427,3.9391,0.0322,0.0561,0.0985
SSP1-2.6,baseline,2,2083,0.332,7.3857,1.3327,2.3169,4.0694,0.0336,0.0584,0.1025
SSP1-2.6,baseline,2,2084,0.336,7.6298,1.3767,2.3934,4.2039,0.035,0.0608,0.1067
SSP1-2.6,baseline,2,2085,0.34,7.8819,1.4222,2.4725,4.3428,0.0364,0.0632,0.1111
SSP1-2.6,baseline,2,2086,0.344,8.142,1.4692,2.5541,4.4862,0.0378,0.0658,0.1156
SSP1-2.6,baseline,2,2087,0.348,8.4106,1.5176,2.6384,4.6341,0.0394,0.0684,0.1202
SSP1-2.6,baseline,2,2088,0.352,8.6879,1.5676,2.7253,4.7869,0.0409,0.0712,0.125
SSP1-2.6,baseline,2,2089,0.356,8.974,1.6193,2.8151,4.9446,0.0425,0.074,0.1299
SSP1-2.6,baseline,2,2090,0.36,9.2694,1.6726,2.9078,5.1074,0.0442,0.0769,0.135
SSP1-2.6,baseline,2,2091,0.364,9.5744,1.7276,3.0034,5.2754,0.0459,0.0799,0.1403
SSP1-2.6,baseline,2,2092,0.368,9.8891,1.7844,3.1022,5.4488,0.0477,0.083,0.1458
SSP1-2.6,baseline,2,2093,0.372,10.214,1.843,3.2041,5.6278,0.0496,0.0862,0.1514
SSP1-2.6,baseline,2,2094,0.376,10.5493,1.9035,3.3093,5.8125,0.0515,0.0895,0.1572
SSP1-2.6,baseline,2,2095,0.38,10.8954,1.966,3.4178,6.0032,0.0534,0.0929,0.1632
SSP1-2.6,baseline,2,2096,0.384,11.2527,2.0304,3.5299,6.2001,0.0555,0.0964,0.1694
SSP1-2.6,baseline,2,2097,0.388,11.6214,2.097,3.6456,6.4032,0.0576,0.1001,0.1758
SSP1-2.6,baseline,2,2098,0.392,12.0019,2.1656,3.7649,6.6129,0.0597,0.1039,0.1824
SSP1-2.6,baseline,2,2099,0.396,12.3947,2.2365,3.8881,6.8293,0.062,0.1077,0.1892
SSP1-2.6,baseline,2,2100,0.4,12.8,2.3096,4.0153,7.0526,0.0643,0.1118,0.1963
SSP1-2.6,baseline,3,2025,0.035,0.5455,0.0984,0.1711,0.3006,0.0001,0.0002,0.0003
SSP1-2.6,baseline,3,2026,0.042,0.5801,0.1047,0.182,0.3196,0.0002,0.0004,0.0006
SSP1-2.6,baseline,3,2027,0.049,0.6168,0.1113,0.1935,0.3399,0.0003,0.0005,0.001
SSP1-2.6,baseline,3,2028,0.056,0.6558,0.1183,0.2057,0.3613,0.0004,0.0008,0.0013
SSP1-2.6,baseline,3,2029,0.063,0.697,0.1258,0.2187,0.3841,0.0006,0.001,0.0017
SSP1-2.6,baseline,3,2030,0.07,0.7408,0.1337,0.2324,0.4082,0.0007,0.0012,0.0021
SSP1-2.6,baseline,3,2031,0.076,0.7804,0.1408,0.2448,0.43,0.0008,0.0014,0.0025
SSP1-2.6,baseline,3,2032,0.082,0.822,0.1483,0.2578,0.4529,0.001,0.0017,0.003
SSP1-2.6,baseline,3,2033,0.088,0.8657,0.1562,0.2716,0.477,0.0011,0.002,0.0035
SSP1-2.6,baseline,3,2034,0.094,0.9117,0.1645,0.286,0.5023,0.0013,0.0023,0.004
SSP1-2.6,baseline,3,2035,0.1,0.96,0.1732,0.3011,0.5289,0.0015,0.0026,0.0045
SSP1-2.6,baseline,3,2036,0.106,1.0108,0.1824,0.3171,0.5569,0.0017,0.0029,0.0051
SSP1-2.6,baseline,3,2037,0.112,1.0641,0.192,0.3338,0.5863,0.0018,0.0032,0.0056
SSP1-2.6,baseline,3,2038,0.118,1.1202,0.2021,0.3514,0.6172,0.0021,0.0036,0.0063
