port,scenario,variant,year,slr_m,return_period_yr,closure_days_yr,annual_cost_low_eur,annual_cost_mid_eur,annual_cost_high_eur,cumulative_cost_mid_eur
Lisbon,SSP1-2.6,+Geoid,2031,0.2265,2.0805,2.095,4190345.0,7333104.0,11523449.0,34924294.0
Lisbon,SSP1-2.6,+Geoid,2032,0.233,1.9888,2.211,4422676.0,7739683.0,12162359.0,42663977.0
Lisbon,SSP1-2.6,+Geoid,2033,0.2395,1.9012,2.334,4667521.0,8168161.0,12835682.0,50832138.0
Lisbon,SSP1-2.6,+Geoid,2034,0.246,1.8175,2.463,4925540.0,8619695.0,13545235.0,59451833.0
Lisbon,SSP1-2.6,+Geoid,2035,0.2525,1.7374,2.599,5197428.0,9095499.0,14292927.0,68547333.0
Lisbon,SSP1-2.6,+Geoid,2036,0.259,1.6609,2.742,5483915.0,9596851.0,15080766.0,78144184.0
Lisbon,SSP1-2.6,+Geoid,2037,0.2655,1.5877,2.893,5785769.0,10125096.0,15910864.0,88269279.0
Lisbon,SSP1-2.6,+Geoid,2038,0.272,1.5177,3.052,6103798.0,10681646.0,16785444.0,98950925.0
Lisbon,SSP1-2.6,+Geoid,2039,0.2785,1.4509,3.219,6438851.0,11267990.0,17706841.0,110218915.0
Lisbon,SSP1-2.6,+Geoid,2040,0.285,1.387,3.396,6791823.0,11885691.0,18677515.0,122104606.0
Lisbon,SSP1-2.6,+Geoid,2041,0.2915,1.3259,3.582,7163654.0,12536395.0,19700049.0,134641001.0
Lisbon,SSP1-2.6,+Geoid,2042,0.298,1.2674,3.778,7555332.0,13221830.0,20777162.0,147862831.0
Lisbon,SSP1-2.6,+Geoid,2043,0.3045,1.2116,3.984,7967896.0,13943817.0,21911713.0,161806648.0
Lisbon,SSP1-2.6,+Geoid,2044,0.311,1.1582,4.201,8402439.0,14704269.0,23106708.0,176510917.0
Lisbon,SSP1-2.6,+Geoid,2045,0.3175,1.1072,4.43,8860113.0,15505197.0,24365310.0,192016114.0
Lisbon,SSP1-2.6,+Geoid,2046,0.324,1.0584,4.671,9342124.0,16348718.0,25690842.0,208364832.0
Lisbon,SSP1-2.6,+Geoid,2047,0.3305,1.0118,4.925,9849746.0,17237055.0,27086801.0,225601887.0
Lisbon,SSP1-2.6,+Geoid,2048,0.337,0.9672,5.192,10384313.0,18172549.0,28556862.0,243774435.0
Lisbon,SSP1-2.6,+Geoid,2049,0.3435,0.9246,5.474,10947233.0,19157658.0,30104891.0,262932093.0
Lisbon,SSP1-2.6,+Geoid,2050,0.35,0.8839,5.77,11539983.0,20194970.0,31734952.0,283127063.0
Lisbon,SSP1-2.6,+Geoid,2051,0.354,0.8597,5.96,11920248.0,20860435.0,32780683.0,303987497.0
Lisbon,SSP1-2.6,+Geoid,2052,0.358,0.8362,6.156,12312774.0,21547355.0,33860129.0,325534852.0
Lisbon,SSP1-2.6,+Geoid,2053,0.362,0.8133,6.359,12717950.0,22256412.0,34974361.0,347791264.0
Lisbon,SSP1-2.6,+Geoid,2054,0.366,0.7911,6.568,13136175.0,22988306.0,36124481.0,370779570.0
Lisbon,SSP1-2.6,+Geoid,2055,0.37,0.7695,6.784,13567864.0,23743762.0,37311626.0,394523332.0
Lisbon,SSP1-2.6,+Geoid,2056,0.374,0.7484,7.007,14013443.0,24523526.0,38536969.0,419046858.0
Lisbon,SSP1-2.6,+Geoid,2057,0.378,0.728,7.237,14473353.0,25328367.0,39801720.0,444375225.0
Lisbon,SSP1-2.6,+Geoid,2058,0.382,0.7081,7.474,14948046.0,26159080.0,41107125.0,470534305.0
Lisbon,SSP1-2.6,+Geoid,2059,0.386,0.6887,7.719,15437990.0,27016482.0,42454472.0,497550787.0
Lisbon,SSP1-2.6,+Geoid,2060,0.39,0.6699,7.972,15943668.0,27901419.0,43845086.0,525452206.0
Lisbon,SSP1-2.6,+Geoid,2061,0.394,0.6515,8.233,16465577.0,28814759.0,45280336.0,554266965.0
Lisbon,SSP1-2.6,+Geoid,2062,0.398,0.6337,8.502,17004230.0,29757402.0,46761632.0,584024367.0
Lisbon,SSP1-2.6,+Geoid,2063,0.402,0.6164,8.78,17560156.0,30730273.0,48290429.0,614754640.0
Lisbon,SSP1-2.6,+Geoid,2064,0.406,0.5995,9.067,18133900.0,31734326.0,49868226.0,646488966.0
Lisbon,SSP1-2.6,+Geoid,2065,0.41,0.5831,9.363,18726026.0,32770545.0,51496571.0,679259511.0
Lisbon,SSP1-2.6,+Geoid,2066,0.414,0.5672,9.669,19337112.0,33839947.0,53177059.0,713099458.0
Lisbon,SSP1-2.6,+Geoid,2067,0.418,0.5517,9.984,19967758.0,34943577.0,54911335.0,748043035.0
Lisbon,SSP1-2.6,+Geoid,2068,0.422,0.5366,10.309,20618580.0,36082515.0,56701095.0,784125550.0
Lisbon,SSP1-2.6,+Geoid,2069,0.426,0.5219,10.645,21290213.0,37257873.0,58548087.0,821383423.0
Lisbon,SSP1-2.6,+Geoid,2070,0.43,0.5077,10.992,21983315.0,38470801.0,60454115.0,859854224.0
Lisbon,SSP1-2.6,+Geoid,2071,0.434,0.4938,11.349,22698560.0,39722480.0,62421040.0,899576704.0
Lisbon,SSP1-2.6,+Geoid,2072,0.438,0.4803,11.718,23436646.0,41014131.0,64450777.0,940590835.0
Lisbon,SSP1-2.6,+Geoid,2073,0.442,0.4671,12.099,24198293.0,42347013.0,66545306.0,982937847.0
Lisbon,SSP1-2.6,+Geoid,2074,0.446,0.4544,12.492,24984241.0,43722422.0,68706663.0,1026660269.0
Lisbon,SSP1-2.6,+Geoid,2075,0.45,0.4419,12.898,25795255.0,45141697.0,70936952.0,1071801966.0
Lisbon,SSP1-2.6,+Geoid,2076,0.454,0.4299,13.316,26632124.0,46606217.0,73238340.0,1118408183.0
Lisbon,SSP1-2.6,+Geoid,2077,0.458,0.4181,13.748,27495659.0,48117403.0,75613063.0,1166525586.0
Lisbon,SSP1-2.6,+Geoid,2078,0.462,0.4067,14.193,28386699.0,49676724.0,78063423.0,1216202310.0
Lisbon,SSP1-2.6,+Geoid,2079,0.466,0.3955,14.653,29306108.0,51285690.0,80591798.0,1267488000.0
Lisbon,SSP1-2.6,+Geoid,2080,0.47,0.3847,15.127,30254777.0,52945860.0,83200637.0,1320433860.0
Lisbon,SSP1-2.6,+Geoid,2081,0.474,0.3742,15.617,31233624.0,54658843.0,85892467.0,1375092703.0
Lisbon,SSP1-2.6,+Geoid,2082,0.478,0.364,16.122,32243597.0,56426294.0,88669891.0,1431518997.0
Lisbon,SSP1-2.6,+Geoid,2083,0.482,0.354,16.643,33285671.0,58249924.0,91535595.0,1489768921.0
Lisbon,SSP1-2.6,+Geoid,2084,0.486,0.3443,17.18,34360853.0,60131493.0,94492346.0,1549900414.0
Lisbon,SSP1-2.6,+Geoid,2085,0.49,0.3349,17.735,35470182.0,62072819.0,97543001.0,1611973233.0
Lisbon,SSP1-2.6,+Geoid,2086,0.494,0.3258,18.307,36614728.0,64075774.0,100690501.0,1676049006.0
Lisbon,SSP1-2.6,+Geoid,2087,0.498,0.3169,18.898,37795593.0,66142288.0,103937881.0,1742191294.0
Lisbon,SSP1-2.6,+Geoid,2088,0.502,0.3082,19.507,39013916.0,68274353.0,107288269.0,1810465648.0
Lisbon,SSP1-2.6,+Geoid,2089,0.506,0.2998,20.135,40270869.0,70474021.0,110744891.0,1880939669.0
Lisbon,SSP1-2.6,+Geoid,2090,0.51,0.2916,20.784,41567662.0,72743408.0,114311070.0,1953683077.0
Lisbon,SSP1-2.6,+Geoid,2091,0.514,0.2836,21.453,42905541.0,75084696.0,117990237.0,2028767773.0
Lisbon,SSP1-2.6,+Geoid,2092,0.518,0.2758,22.143,44285791.0,77500133.0,121785924.0,2106267907.0
Lisbon,SSP1-2.6,+Geoid,2093,0.522,0.2683,22.855,45709737.0,79992039.0,125701776.0,2186259946.0
Lisbon,SSP1-2.6,+Geoid,2094,0.526,0.261,23.589,47178745.0,82562804.0,129741549.0,2268822750.0
Lisbon,SSP1-2.6,+Geoid,2095,0.53,0.2538,24.347,48694224.0,85214892.0,133909116.0,2354037641.0
Lisbon,SSP1-2.6,+Geoid,2096,0.534,0.2469,25.129,50257625.0,87950844.0,138208469.0,2441988485.0
Lisbon,SSP1-2.6,+Geoid,2097,0.538,0.2401,25.935,51870445.0,90773279.0,142643725.0,2532761764.0
Lisbon,SSP1-2.6,+Geoid,2098,0.542,0.2336,26.767,53534228.0,93684898.0,147219126.0,2626446663.0
Lisbon,SSP1-2.6,+Geoid,2099,0.546,0.2272,27.625,55250563.0,96688485.0,151939048.0,2723135148.0
Lisbon,SSP1-2.6,+Geoid,2100,0.55,0.221,28.511,57021091.0,99786909.0,156808000.0,2822922057.0
Lisbon,SSP2-4.5,Baseline,2025,0.05,7.0711,0.467,933381.0,1633417.0,2566798.0,1633417.0
Lisbon,SSP2-4.5,Baseline,2026,0.06,6.5975,0.509,1018562.0,1782483.0,2801044.0,3415899.0
Lisbon,SSP2-4.5,Baseline,2027,0.07,6.1557,0.556,1111161.0,1944532.0,3055694.0,5360432.0
Lisbon,SSP2-4.5,Baseline,2028,0.08,5.7435,0.606,1211806.0,2120661.0,3332468.0,7481093.0
Lisbon,SSP2-4.5,Baseline,2029,0.09,5.3589,0.661,1321175.0,2312056.0,3633230.0,9793149.0
Lisbon,SSP2-4.5,Baseline,2030,0.1,5.0,0.72,1440000.0,2520000.0,3960000.0,12313149.0
Lisbon,SSP2-4.5,Baseline,2031,0.11,4.6652,0.785,1569076.0,2745884.0,4314960.0,15059032.0
Lisbon,SSP2-4.5,Baseline,2032,0.12,4.3528,0.855,1709263.0,2991211.0,4700474.0,18050243.0
Lisbon,SSP2-4.5,Baseline,2033,0.13,4.0613,0.931,1861490.0,3257608.0,5119098.0,21307851.0
Lisbon,SSP2-4.5,Baseline,2034,0.14,3.7893,1.013,2026764.0,3546837.0,5573601.0,24854688.0
Lisbon,SSP2-4.5,Baseline,2035,0.15,3.5355,1.103,2206173.0,3860803.0,6066976.0,28715491.0
Lisbon,SSP2-4.5,Baseline,2036,0.16,3.2988,1.2,2400895.0,4201566.0,6602461.0,32917057.0
Lisbon,SSP2-4.5,Baseline,2037,0.17,3.0779,1.306,2612204.0,4571356.0,7183560.0,37488414.0
Lisbon,SSP2-4.5,Baseline,2038,0.18,2.8717,1.421,2841477.0,4972585.0,7814062.0,42460999.0
Lisbon,SSP2-4.5,Baseline,2039,0.19,2.6794,1.545,3090205.0,5407859.0,8498064.0,47868858.0
Lisbon,SSP2-4.5,Baseline,2040,0.2,2.5,1.68,3360000.0,5880000.0,9240000.0,53748858.0
Lisbon,SSP2-4.5,Baseline,2041,0.21,2.3326,1.826,3652604.0,6392057.0,10044661.0,60140915.0
Lisbon,SSP2-4.5,Baseline,2042,0.22,2.1764,1.985,3969902.0,6947328.0,10917229.0,67088242.0
Lisbon,SSP2-4.5,Baseline,2043,0.23,2.0306,2.157,4313930.0,7549378.0,11863308.0,74637620.0
Lisbon,SSP2-4.5,Baseline,2044,0.24,1.8946,2.343,4686892.0,8202061.0,12888953.0,82839681.0
Lisbon,SSP2-4.5,Baseline,2045,0.25,1.7678,2.546,5091169.0,8909545.0,14000714.0,91749227.0
Lisbon,SSP2-4.5,Baseline,2046,0.26,1.6494,2.765,5529334.0,9676335.0,15205669.0,101425561.0
Lisbon,SSP2-4.5,Baseline,2047,0.27,1.5389,3.002,6004170.0,10507297.0,16511467.0,111932858.0
Lisbon,SSP2-4.5,Baseline,2048,0.28,1.4359,3.259,6518683.0,11407695.0,17926377.0,123340553.0
Lisbon,SSP2-4.5,Baseline,2049,0.29,1.3397,3.538,7076122.0,12383214.0,19459336.0,135723767.0
Lisbon,SSP2-4.5,Baseline,2050,0.3,1.25,3.84,7680000.0,13440000.0,21120000.0,149163767.0
Lisbon,SSP2-4.5,Baseline,2051,0.306,1.1991,4.033,8066183.0,14115820.0,22182003.0,163279587.0
Lisbon,SSP2-4.5,Baseline,2052,0.312,1.1502,4.236,8471316.0,14824802.0,23296118.0,178104389.0
Lisbon,SSP2-4.5,Baseline,2053,0.318,1.1034,4.448,8896311.0,15568544.0,24464854.0,193672933.0
Lisbon,SSP2-4.5,Baseline,2054,0.324,1.0584,4.671,9342124.0,16348718.0,25690842.0,210021650.0
Lisbon,SSP2-4.5,Baseline,2055,0.33,1.0153,4.905,9809759.0,17167078.0,26976836.0,227188728.0
Lisbon,SSP2-4.5,Baseline,2056,0.336,0.974,5.15,10300263.0,18025460.0,28325723.0,245214188.0
Lisbon,SSP2-4.5,Baseline,2057,0.342,0.9343,5.407,10814736.0,18925788.0,29740524.0,264139976.0
Lisbon,SSP2-4.5,Baseline,2058,0.348,0.8962,5.677,11354329.0,19870076.0,31224405.0,284010052.0
Lisbon,SSP2-4.5,Baseline,2059,0.354,0.8597,5.96,11920248.0,20860435.0,32780683.0,304870487.0
Lisbon,SSP2-4.5,Baseline,2060,0.36,0.8247,6.257,12513756.0,21899073.0,34412829.0,326769560.0
Lisbon,SSP2-4.5,Baseline,2061,0.366,0.7911,6.568,13136175.0,22988306.0,36124481.0,349757866.0
Lisbon,SSP2-4.5,Baseline,2062,0.372,0.7589,6.894,13788890.0,24130558.0,37919448.0,373888424.0
Lisbon,SSP2-4.5,Baseline,2063,0.378,0.728,7.237,14473353.0,25328367.0,39801720.0,399216791.0
Lisbon,SSP2-4.5,Baseline,2064,0.384,0.6983,7.596,15191082.0,26584393.0,41775474.0,425801184.0
Lisbon,SSP2-4.5,Baseline,2065,0.39,0.6699,7.972,15943668.0,27901419.0,43845086.0,453702602.0
Lisbon,SSP2-4.5,Baseline,2066,0.396,0.6426,8.366,16732778.0,29282361.0,46015138.0,482984963.0
Lisbon,SSP2-4.5,Baseline,2067,0.402,0.6164,8.78,17560156.0,30730273.0,48290429.0,513715236.0
Lisbon,SSP2-4.5,Baseline,2068,0.408,0.5913,9.214,18427630.0,32248352.0,50675982.0,545963588.0
Lisbon,SSP2-4.5,Baseline,2069,0.414,0.5672,9.669,19337112.0,33839947.0,53177059.0,579803535.0
Lisbon,SSP2-4.5,Baseline,2070,0.42,0.5441,10.145,20290608.0,35508564.0,55799171.0,615312098.0
Lisbon,SSP2-4.5,Baseline,2071,0.426,0.5219,10.645,21290213.0,37257873.0,58548087.0,652569972.0
Lisbon,SSP2-4.5,Baseline,2072,0.432,0.5007,11.169,22338126.0,39091721.0,61429847.0,691661692.0
Lisbon,SSP2-4.5,Baseline,2073,0.438,0.4803,11.718,23436646.0,41014131.0,64450777.0,732675823.0
Lisbon,SSP2-4.5,Baseline,2074,0.444,0.4607,12.294,24588182.0,43029319.0,67617501.0,775705142.0
Lisbon,SSP2-4.5,Baseline,2075,0.45,0.4419,12.898,25795255.0,45141697.0,70936952.0,820846839.0
Lisbon,SSP2-4.5,Baseline,2076,0.456,0.4239,13.53,27060506.0,47355886.0,74416392.0,868202725.0
Lisbon,SSP2-4.5,Baseline,2077,0.462,0.4067,14.193,28386699.0,49676724.0,78063423.0,917879449.0
Lisbon,SSP2-4.5,Baseline,2078,0.468,0.3901,14.888,29776729.0,52109275.0,81886004.0,969988724.0
Lisbon,SSP2-4.5,Baseline,2079,0.474,0.3742,15.617,31233624.0,54658843.0,85892467.0,1024647567.0
Lisbon,SSP2-4.5,Baseline,2080,0.48,0.359,16.38,32760559.0,57330978.0,90091537.0,1081978545.0
Lisbon,SSP2-4.5,Baseline,2081,0.486,0.3443,17.18,34360853.0,60131493.0,94492346.0,1142110038.0
Lisbon,SSP2-4.5,Baseline,2082,0.492,0.3303,18.019,36037985.0,63066473.0,99104458.0,1205176511.0
Lisbon,SSP2-4.5,Baseline,2083,0.498,0.3169,18.898,37795593.0,66142288.0,103937881.0,1271318799.0
Lisbon,SSP2-4.5,Baseline,2084,0.504,0.304,19.819,39637489.0,69365606.0,109003095.0,1340684405.0
Lisbon,SSP2-4.5,Baseline,2085,0.51,0.2916,20.784,41567662.0,72743408.0,114311070.0,1413427814.0
Lisbon,SSP2-4.5,Baseline,2086,0.516,0.2797,21.795,43590287.0,76283003.0,119873290.0,1489710817.0
Lisbon,SSP2-4.5,Baseline,2087,0.522,0.2683,22.855,45709737.0,79992039.0,125701776.0,1569702856.0
Lisbon,SSP2-4.5,Baseline,2088,0.528,0.2574,23.965,47930586.0,83878525.0,131809111.0,1653581381.0
Lisbon,SSP2-4.5,Baseline,2089,0.534,0.2469,25.129,50257625.0,87950844.0,138208469.0,1741532225.0
Lisbon,SSP2-4.5,Baseline,2090,0.54,0.2368,26.348,52695868.0,92217769.0,144913637.0,1833749994.0
Lisbon,SSP2-4.5,Baseline,2091,0.546,0.2272,27.625,55250563.0,96688485.0,151939048.0,1930438479.0
Lisbon,SSP2-4.5,Baseline,2092,0.552,0.2179,28.964,57927203.0,101372606.0,159299809.0,2031811085.0
Lisbon,SSP2-4.5,Baseline,2093,0.558,0.2091,30.366,60731539.0,106280194.0,167011733.0,2138091279.0
Lisbon,SSP2-4.5,Baseline,2094,0.564,0.2005,31.835,63669589.0,111421782.0,175091371.0,2249513060.0
Lisbon,SSP2-4.5,Baseline,2095,0.57,0.1924,33.374,66747653.0,116808393.0,183556046.0,2366321453.0
Lisbon,SSP2-4.5,Baseline,2096,0.576,0.1845,34.986,69972323.0,122451565.0,192423888.0,2488773018.0
Lisbon,SSP2-4.5,Baseline,2097,0.582,0.177,36.675,73350501.0,128363376.0,201713876.0,2617136394.0
Lisbon,SSP2-4.5,Baseline,2098,0.588,0.1698,38.445,76889408.0,134556464.0,211445871.0,2751692858.0
Lisbon,SSP2-4.5,Baseline,2099,0.594,0.1629,40.298,80596604.0,141044057.0,221640661.0,2892736914.0
Lisbon,SSP2-4.5,Baseline,2100,0.6,0.1563,42.24,84480000.0,147840000.0,232320000.0,3040576914.0
Lisbon,SSP2-4.5,+Geoid,2025,0.125,4.2045,0.892,1783811.0,3121669.0,4905479.0,3121669.0
Lisbon,SSP2-4.5,+Geoid,2026,0.15,3.5355,1.103,2206173.0,3860803.0,6066976.0,6982472.0
Lisbon,SSP2-4.5,+Geoid,2027,0.175,2.973,1.362,2724504.0,4767883.0,7492387.0,11750354.0
Lisbon,SSP2-4.5,+Geoid,2028,0.2,2.5,1.68,3360000.0,5880000.0,9240000.0,17630354.0
Lisbon,SSP2-4.5,+Geoid,2029,0.225,2.1022,2.069,4138441.0,7242271.0,11380712.0,24872626.0
Lisbon,SSP2-4.5,+Geoid,2030,0.25,1.7678,2.546,5091169.0,8909545.0,14000714.0,33782171.0
Lisbon,SSP2-4.5,+Geoid,2031,0.26,1.6494,2.765,5529334.0,9676335.0,15205669.0,43458506.0
Lisbon,SSP2-4.5,+Geoid,2032,0.27,1.5389,3.002,6004170.0,10507297.0,16511467.0,53965803.0
Lisbon,SSP2-4.5,+Geoid,2033,0.28,1.4359,3.259,6518683.0,11407695.0,17926377.0,65373497.0
Lisbon,SSP2-4.5,+Geoid,2034,0.29,1.3397,3.538,7076122.0,12383214.0,19459336.0,77756711.0
Lisbon,SSP2-4.5,+Geoid,2035,0.3,1.25,3.84,7680000.0,13440000.0,21120000.0,91196711.0
Lisbon,SSP2-4.5,+Geoid,2036,0.31,1.1663,4.167,8334110.0,14584693.0,22918804.0,105781404.0
Lisbon,SSP2-4.5,+Geoid,2037,0.32,1.0882,4.521,9042553.0,15824469.0,24867022.0,121605873.0
Lisbon,SSP2-4.5,+Geoid,2038,0.33,1.0153,4.905,9809759.0,17167078.0,26976836.0,138772951.0
Lisbon,SSP2-4.5,+Geoid,2039,0.34,0.9473,5.32,10640512.0,18620896.0,29261407.0,157393846.0
Lisbon,SSP2-4.5,+Geoid,2040,0.35,0.8839,5.77,11539983.0,20194970.0,31734952.0,177588816.0
Lisbon,SSP2-4.5,+Geoid,2041,0.36,0.8247,6.257,12513756.0,21899073.0,34412829.0,199487889.0
Lisbon,SSP2-4.5,+Geoid,2042,0.37,0.7695,6.784,13567864.0,23743762.0,37311626.0,223231651.0
Lisbon,SSP2-4.5,+Geoid,2043,0.38,0.7179,7.354,14708822.0,25740439.0,40449261.0,248972090.0
Lisbon,SSP2-4.5,+Geoid,2044,0.39,0.6699,7.972,15943668.0,27901419.0,43845086.0,276873509.0
Lisbon,SSP2-4.5,+Geoid,2045,0.4,0.625,8.64,17280000.0,30240000.0,47520000.0,307113509.0
Lisbon,SSP2-4.5,+Geoid,2046,0.41,0.5831,9.363,18726026.0,32770545.0,51496571.0,339884054.0
Lisbon,SSP2-4.5,+Geoid,2047,0.42,0.5441,10.145,20290608.0,35508564.0,55799171.0,375392618.0
Lisbon,SSP2-4.5,+Geoid,2048,0.43,0.5077,10.992,21983315.0,38470801.0,60454115.0,413863418.0
Lisbon,SSP2-4.5,+Geoid,2049,0.44,0.4737,11.907,23814479.0,41675338.0,65489817.0,455538756.0
Lisbon,SSP2-4.5,+Geoid,2050,0.45,0.4419,12.898,25795255.0,45141697.0,70936952.0,500680453.0
Lisbon,SSP2-4.5,+Geoid,2051,0.456,0.4239,13.53,27060506.0,47355886.0,74416392.0,548036339.0
Lisbon,SSP2-4.5,+Geoid,2052,0.462,0.4067,14.193,28386699.0,49676724.0,78063423.0,597713063.0
Lisbon,SSP2-4.5,+Geoid,2053,0.468,0.3901,14.888,29776729.0,52109275.0,81886004.0,649822338.0
Lisbon,SSP2-4.5,+Geoid,2054,0.474,0.3742,15.617,31233624.0,54658843.0,85892467.0,704481181.0
Lisbon,SSP2-4.5,+Geoid,2055,0.48,0.359,16.38,32760559.0,57330978.0,90091537.0,761812158.0
Lisbon,SSP2-4.5,+Geoid,2056,0.486,0.3443,17.18,34360853.0,60131493.0,94492346.0,821943652.0
Lisbon,SSP2-4.5,+Geoid,2057,0.492,0.3303,18.019,36037985.0,63066473.0,99104458.0,885010125.0
Lisbon,SSP2-4.5,+Geoid,2058,0.498,0.3169,18.898,37795593.0,66142288.0,103937881.0,951152413.0
Lisbon,SSP2-4.5,+Geoid,2059,0.504,0.304,19.819,39637489.0,69365606.0,109003095.0,1020518019.0
Lisbon,SSP2-4.5,+Geoid,2060,0.51,0.2916,20.784,41567662.0,72743408.0,114311070.0,1093261428.0
Lisbon,SSP2-4.5,+Geoid,2061,0.516,0.2797,21.795,43590287.0,76283003.0,119873290.0,1169544430.0
Lisbon,SSP2-4.5,+Geoid,2062,0.522,0.2683,22.855,45709737.0,79992039.0,125701776.0,1249536470.0
Lisbon,SSP2-4.5,+Geoid,2063,0.528,0.2574,23.965,47930586.0,83878525.0,131809111.0,1333414995.0
Lisbon,SSP2-4.5,+Geoid,2064,0.534,0.2469,25.129,50257625.0,87950844.0,138208469.0,1421365839.0
Lisbon,SSP2-4.5,+Geoid,2065,0.54,0.2368,26.348,52695868.0,92217769.0,144913637.0,1513583608.0
Lisbon,SSP2-4.5,+Geoid,2066,0.546,0.2272,27.625,55250563.0,96688485.0,151939048.0,1610272093.0
Lisbon,SSP2-4.5,+Geoid,2067,0.552,0.2179,28.964,57927203.0,101372606.0,159299809.0,1711644698.0
Lisbon,SSP2-4.5,+Geoid,2068,0.558,0.2091,30.366,60731539.0,106280194.0,167011733.0,1817924892.0
Lisbon,SSP2-4.5,+Geoid,2069,0.564,0.2005,31.835,63669589.0,111421782.0,175091371.0,1929346674.0
Lisbon,SSP2-4.5,+Geoid,2070,0.57,0.1924,33.374,66747653.0,116808393.0,183556046.0,2046155067.0
Lisbon,SSP2-4.5,+Geoid,2071,0.576,0.1845,34.986,69972323.0,122451565.0,192423888.0,2168606632.0
Lisbon,SSP2-4.5,+Geoid,2072,0.582,0.177,36.675,73350501.0,128363376.0,201713876.0,2296970008.0
Lisbon,SSP2-4.5,+Geoid,2073,0.588,0.1698,38.445,76889408.0,134556464.0,211445871.0,2431526471.0
Lisbon,SSP2-4.5,+Geoid,2074,0.594,0.1629,40.298,80596604.0,141044057.0,221640661.0,2572570528.0
Lisbon,SSP2-4.5,+Geoid,2075,0.6,0.1563,42.24,84480000.0,147840000.0,232320000.0,2720410528.0
Lisbon,SSP2-4.5,+Geoid,2076,0.606,0.1499,44.274,88547876.0,154958782.0,243506658.0,2875369311.0
Lisbon,SSP2-4.5,+Geoid,2077,0.612,0.1438,46.404,92808896.0,162415568.0,255224464.0,3037784879.0
Lisbon,SSP2-4.5,+Geoid,2078,0.618,0.1379,48.636,97272129.0,170226226.0,267498356.0,3208011105.0
Lisbon,SSP2-4.5,+Geoid,2079,0.624,0.1323,50.974,101947066.0,178407365.0,280354431.0,3386418470.0
Lisbon,SSP2-4.5,+Geoid,2080,0.63,0.1269,53.422,106843637.0,186976364.0,293820001.0,3573394834.0
Lisbon,SSP2-4.5,+Geoid,2081,0.636,0.1217,55.986,111972236.0,195951413.0,307923648.0,3769346247.0
Lisbon,SSP2-4.5,+Geoid,2082,0.642,0.1168,58.672,117343739.0,205351543.0,322695282.0,3974697790.0
Lisbon,SSP2-4.5,+Geoid,2083,0.648,0.112,61.485,122969528.0,215196674.0,338166202.0,4189894464.0
Lisbon,SSP2-4.5,+Geoid,2084,0.654,0.1075,64.431,128861513.0,225507648.0,354369161.0,4415402112.0
Lisbon,SSP2-4.5,+Geoid,2085,0.66,0.1031,67.516,135032157.0,236306276.0,371338433.0,4651708388.0
Lisbon,SSP2-4.5,+Geoid,2086,0.666,0.0989,70.747,141494503.0,247615380.0,389109883.0,4899323768.0
Lisbon,SSP2-4.5,+Geoid,2087,0.672,0.0949,74.131,148262196.0,259458843.0,407721039.0,5158782611.0
Lisbon,SSP2-4.5,+Geoid,2088,0.678,0.091,77.675,155349517.0,271861655.0,427211172.0,5430644265.0
Lisbon,SSP2-4.5,+Geoid,2089,0.684,0.0873,81.386,162771407.0,284849963.0,447621371.0,5715494228.0
Lisbon,SSP2-4.5,+Geoid,2090,0.69,0.0837,85.272,170543502.0,298451129.0,468994631.0,6013945357.0
Lisbon,SSP2-4.5,+Geoid,2091,0.696,0.0803,89.341,178682161.0,312693781.0,491375942.0,6326639139.0
Lisbon,SSP2-4.5,+Geoid,2092,0.702,0.077,93.602,187204500.0,327607874.0,514812374.0,6654247013.0
Lisbon,SSP2-4.5,+Geoid,2093,0.708,0.0739,98.064,196128429.0,343224751.0,539353180.0,6997471764.0
Lisbon,SSP2-4.5,+Geoid,2094,0.714,0.0709,102.736,205472688.0,359577204.0,565049891.0,7357048967.0
Lisbon,SSP2-4.5,+Geoid,2095,0.72,0.068,107.628,215256882.0,376699544.0,591956426.0,7733748511.0
Lisbon,SSP2-4.5,+Geoid,2096,0.726,0.0652,112.751,225501526.0,394627670.0,620129196.0,8128376181.0
Lisbon,SSP2-4.5,+Geoid,2097,0.732,0.0626,118.114,236228081.0,413399142.0,649627223.0,8541775323.0
Lisbon,SSP2-4.5,+Geoid,2098,0.738,0.06,123.73,247459003.0,433053255.0,680512258.0,8974828578.0
Lisbon,SSP2-4.5,+Geoid,2099,0.744,0.0576,129.609,259217784.0,453631123.0,712848907.0,9428459701.0
Lisbon,SSP2-4.5,+Geoid,2100,0.75,0.0552,135.765,271529004.0,475175757.0,746704761.0,9903635458.0
Lisbon,SSP5-8.5,Baseline,2025,0.065,6.3728,0.532,1063896.0,1861818.0,2925714.0,1861818.0
Lisbon,SSP5-8.5,Baseline,2026,0.078,5.8237,0.596,1191002.0,2084253.0,3275255.0,3946072.0
Lisbon,SSP5-8.5,Baseline,2027,0.091,5.3219,0.666,1332619.0,2332083.0,3664702.0,6278155.0
Lisbon,SSP5-8.5,Baseline,2028,0.104,4.8633,0.745,1490354.0,2608119.0,4098473.0,8886274.0
Lisbon,SSP5-8.5,Baseline,2029,0.117,4.4442,0.833,1665987.0,2915477.0,4581463.0,11801751.0
Lisbon,SSP5-8.5,Baseline,2030,0.13,4.0613,0.931,1861490.0,3257608.0,5119098.0,15059359.0
