port,scenario,variant,year,slr_m,return_period_yr,closure_days_yr,annual_cost_low_eur,annual_cost_mid_eur,annual_cost_high_eur,cumulative_cost_mid_eur
Setúbal,SSP5-8.5,Baseline,2031,0.1435,4.4382,0.87,1304932.0,2174887.0,3914796.0,11138791.0
Setúbal,SSP5-8.5,Baseline,2032,0.157,4.0417,0.975,1462998.0,2438330.0,4388994.0,13577121.0
Setúbal,SSP5-8.5,Baseline,2033,0.1705,3.6807,1.093,1639518.0,2732530.0,4918554.0,16309651.0
Setúbal,SSP5-8.5,Baseline,2034,0.184,3.3519,1.224,1836591.0,3060986.0,5509774.0,19370636.0
Setúbal,SSP5-8.5,Baseline,2035,0.1975,3.0524,1.371,2056552.0,3427587.0,6169656.0,22798223.0
Setúbal,SSP5-8.5,Baseline,2036,0.211,2.7798,1.535,2301994.0,3836656.0,6905981.0,26634879.0
Setúbal,SSP5-8.5,Baseline,2037,0.2245,2.5314,1.717,2575799.0,4292999.0,7727397.0,30927878.0
Setúbal,SSP5-8.5,Baseline,2038,0.238,2.3053,1.921,2881171.0,4801951.0,8643513.0,35729829.0
Setúbal,SSP5-8.5,Baseline,2039,0.2515,2.0994,2.148,3221667.0,5369445.0,9665002.0,41099275.0
Setúbal,SSP5-8.5,Baseline,2040,0.265,1.9118,2.401,3601241.0,6002068.0,10803723.0,47101343.0
Setúbal,SSP5-8.5,Baseline,2041,0.2785,1.7411,2.683,4024282.0,6707137.0,12072846.0,53808480.0
Setúbal,SSP5-8.5,Baseline,2042,0.292,1.5855,2.997,4495666.0,7492777.0,13486998.0,61301257.0
Setúbal,SSP5-8.5,Baseline,2043,0.3055,1.4439,3.347,5020806.0,8368010.0,15062418.0,69669267.0
Setúbal,SSP5-8.5,Baseline,2044,0.319,1.3149,3.737,5605713.0,9342855.0,16817139.0,79012122.0
Setúbal,SSP5-8.5,Baseline,2045,0.3325,1.1974,4.171,6257059.0,10428431.0,18771177.0,89440553.0
Setúbal,SSP5-8.5,Baseline,2046,0.346,1.0905,4.655,6982250.0,11637084.0,20946751.0,101077637.0
Setúbal,SSP5-8.5,Baseline,2047,0.3595,0.9931,5.193,7789507.0,12982512.0,23368521.0,114060149.0
Setúbal,SSP5-8.5,Baseline,2048,0.373,0.9044,5.792,8687952.0,14479919.0,26063855.0,128540068.0
Setúbal,SSP5-8.5,Baseline,2049,0.3865,0.8236,6.458,9687706.0,16146176.0,29063117.0,144686244.0
Setúbal,SSP5-8.5,Baseline,2050,0.4,0.75,7.2,10800000.0,18000000.0,32400000.0,162686244.0
Setúbal,SSP5-8.5,Baseline,2051,0.412,0.6901,7.929,11893226.0,19822044.0,35679679.0,182508288.0
Setúbal,SSP5-8.5,Baseline,2052,0.424,0.6351,8.73,13094847.0,21824744.0,39284540.0,204333032.0
Setúbal,SSP5-8.5,Baseline,2053,0.436,0.5844,9.61,14415440.0,24025733.0,43246319.0,228358765.0
Setúbal,SSP5-8.5,Baseline,2054,0.448,0.5377,10.578,15866604.0,26444340.0,47599812.0,254803105.0
Setúbal,SSP5-8.5,Baseline,2055,0.46,0.4948,11.641,17461055.0,29101758.0,52383165.0,283904863.0
Setúbal,SSP5-8.5,Baseline,2056,0.472,0.4553,12.808,19212731.0,32021219.0,57638194.0,315926082.0
Setúbal,SSP5-8.5,Baseline,2057,0.484,0.419,14.091,21136912.0,35228187.0,63410736.0,351154269.0
Setúbal,SSP5-8.5,Baseline,2058,0.496,0.3855,15.5,23250344.0,38750573.0,69751032.0,389904842.0
Setúbal,SSP5-8.5,Baseline,2059,0.508,0.3548,17.048,25571380.0,42618967.0,76714141.0,432523809.0
Setúbal,SSP5-8.5,Baseline,2060,0.52,0.3265,18.747,28120136.0,46866893.0,84360407.0,479390702.0
Setúbal,SSP5-8.5,Baseline,2061,0.532,0.3004,20.612,30918651.0,51531085.0,92755953.0,530921787.0
Setúbal,SSP5-8.5,Baseline,2062,0.544,0.2764,22.661,33991078.0,56651797.0,101973234.0,587573584.0
Setúbal,SSP5-8.5,Baseline,2063,0.556,0.2544,24.909,37363879.0,62273132.0,112091637.0,649846716.0
Setúbal,SSP5-8.5,Baseline,2064,0.568,0.2341,27.377,41066046.0,68443410.0,123198139.0,718290126.0
Setúbal,SSP5-8.5,Baseline,2065,0.58,0.2154,30.086,45129341.0,75215569.0,135388024.0,793505695.0
Setúbal,SSP5-8.5,Baseline,2066,0.592,0.1982,33.059,49588558.0,82647596.0,148765673.0,876153291.0
Setúbal,SSP5-8.5,Baseline,2067,0.604,0.1824,36.321,54481808.0,90803013.0,163445424.0,966956304.0
Setúbal,SSP5-8.5,Baseline,2068,0.616,0.1678,39.901,59850837.0,99751396.0,179552512.0,1066707700.0
Setúbal,SSP5-8.5,Baseline,2069,0.628,0.1544,43.828,65741368.0,109568946.0,197224103.0,1176276646.0
Setúbal,SSP5-8.5,Baseline,2070,0.64,0.1421,48.136,72203473.0,120339121.0,216610419.0,1296615767.0
Setúbal,SSP5-8.5,Baseline,2071,0.652,0.1308,52.861,79291989.0,132153316.0,237875968.0,1428769083.0
Setúbal,SSP5-8.5,Baseline,2072,0.664,0.1203,58.045,87066967.0,145111611.0,261200900.0,1573880694.0
Setúbal,SSP5-8.5,Baseline,2073,0.676,0.1107,63.729,95594159.0,159323598.0,286782476.0,1733204292.0
Setúbal,SSP5-8.5,Baseline,2074,0.688,0.1019,69.964,104945561.0,174909269.0,314836684.0,1908113561.0
Setúbal,SSP5-8.5,Baseline,2075,0.7,0.0938,76.8,115200000.0,192000000.0,345600000.0,2100113561.0
Setúbal,SSP5-8.5,Baseline,2076,0.712,0.0863,84.296,126443775.0,210739625.0,379331324.0,2310853186.0
Setúbal,SSP5-8.5,Baseline,2077,0.724,0.0794,92.514,138771362.0,231285603.0,416314085.0,2542138788.0
Setúbal,SSP5-8.5,Baseline,2078,0.736,0.073,101.524,152286183.0,253810306.0,456858550.0,2795949094.0
Setúbal,SSP5-8.5,Baseline,2079,0.748,0.0672,111.401,167101449.0,278502415.0,501304348.0,3074451509.0
Setúbal,SSP5-8.5,Baseline,2080,0.76,0.0619,122.227,183341076.0,305568460.0,550023228.0,3380019969.0
Setúbal,SSP5-8.5,Baseline,2081,0.772,0.0569,134.094,201140693.0,335234488.0,603422078.0,3715254457.0
Setúbal,SSP5-8.5,Baseline,2082,0.784,0.0524,147.099,220648741.0,367747901.0,661946222.0,4083002358.0
Setúbal,SSP5-8.5,Baseline,2083,0.796,0.0482,161.352,242027676.0,403379460.0,726083028.0,4486381818.0
Setúbal,SSP5-8.5,Baseline,2084,0.808,0.0443,176.97,265455283.0,442425471.0,796365848.0,4928807289.0
Setúbal,SSP5-8.5,Baseline,2085,0.82,0.0408,194.084,291126111.0,485210185.0,873378333.0,5414017474.0
Setúbal,SSP5-8.5,Baseline,2086,0.832,0.0376,212.835,319253048.0,532088413.0,957759144.0,5946105887.0
Setúbal,SSP5-8.5,Baseline,2087,0.844,0.0346,233.379,350069033.0,583448389.0,1050207100.0,6529554276.0
Setúbal,SSP5-8.5,Baseline,2088,0.856,0.0318,255.886,383828939.0,639714899.0,1151486818.0,7169269175.0
Setúbal,SSP5-8.5,Baseline,2089,0.868,0.0293,280.541,420811620.0,701352699.0,1262434859.0,7870621874.0
Setúbal,SSP5-8.5,Baseline,2090,0.88,0.0269,307.548,461322155.0,768870258.0,1383966464.0,8639492132.0
Setúbal,SSP5-8.5,Baseline,2091,0.892,0.0248,337.13,505694302.0,842823836.0,1517082905.0,9482315968.0
Setúbal,SSP5-8.5,Baseline,2092,0.904,0.0228,365.0,547500000.0,912500000.0,1642500000.0,10394815968.0
Setúbal,SSP5-8.5,Baseline,2093,0.916,0.021,365.0,547500000.0,912500000.0,1642500000.0,11307315968.0
Setúbal,SSP5-8.5,Baseline,2094,0.928,0.0193,365.0,547500000.0,912500000.0,1642500000.0,12219815968.0
Setúbal,SSP5-8.5,Baseline,2095,0.94,0.0178,365.0,547500000.0,912500000.0,1642500000.0,13132315968.0
Setúbal,SSP5-8.5,Baseline,2096,0.952,0.0163,365.0,547500000.0,912500000.0,1642500000.0,14044815968.0
Setúbal,SSP5-8.5,Baseline,2097,0.964,0.015,365.0,547500000.0,912500000.0,1642500000.0,14957315968.0
Setúbal,SSP5-8.5,Baseline,2098,0.976,0.0138,365.0,547500000.0,912500000.0,1642500000.0,15869815968.0
Setúbal,SSP5-8.5,Baseline,2099,0.988,0.0127,365.0,547500000.0,912500000.0,1642500000.0,16782315968.0
Setúbal,SSP5-8.5,Baseline,2100,1.0,0.0117,365.0,547500000.0,912500000.0,1642500000.0,17694815968.0
Setúbal,SSP5-8.5,+Geoid,2025,0.14,4.5471,0.844,1266728.0,2111213.0,3800183.0,2111213.0
Setúbal,SSP5-8.5,+Geoid,2026,0.168,3.745,1.07,1605344.0,2675573.0,4816032.0,4786786.0
Setúbal,SSP5-8.5,+Geoid,2027,0.196,3.0843,1.354,2030904.0,3384839.0,6092711.0,8171625.0
Setúbal,SSP5-8.5,+Geoid,2028,0.224,2.5402,1.71,2565116.0,4275193.0,7695348.0,12446819.0
Setúbal,SSP5-8.5,+Geoid,2029,0.252,2.0921,2.157,3235003.0,5391672.0,9705009.0,17838490.0
Setúbal,SSP5-8.5,+Geoid,2030,0.28,1.723,2.716,4074177.0,6790294.0,12222530.0,24628785.0
Setúbal,SSP5-8.5,+Geoid,2031,0.2935,1.5691,3.034,4551256.0,7585426.0,13653767.0,32214211.0
Setúbal,SSP5-8.5,+Geoid,2032,0.307,1.429,3.388,5082728.0,8471214.0,15248185.0,40685425.0
Setúbal,SSP5-8.5,+Geoid,2033,0.3205,1.3013,3.783,5674675.0,9457791.0,17024025.0,50143216.0
Setúbal,SSP5-8.5,+Geoid,2034,0.334,1.1851,4.223,6333846.0,10556410.0,19001538.0,60699626.0
Setúbal,SSP5-8.5,+Geoid,2035,0.3475,1.0792,4.712,7067734.0,11779557.0,21203202.0,72479183.0
Setúbal,SSP5-8.5,+Geoid,2036,0.361,0.9828,5.256,7884655.0,13141092.0,23653965.0,85620275.0
Setúbal,SSP5-8.5,+Geoid,2037,0.3745,0.895,5.863,8793837.0,14656395.0,26381511.0,100276670.0
Setúbal,SSP5-8.5,+Geoid,2038,0.388,0.8151,6.537,9805520.0,16342533.0,29416559.0,116619202.0
Setúbal,SSP5-8.5,+Geoid,2039,0.4015,0.7422,7.287,10931064.0,18218440.0,32793191.0,134837642.0
Setúbal,SSP5-8.5,+Geoid,2040,0.415,0.6759,8.122,12183073.0,20305121.0,36549218.0,155142763.0
Setúbal,SSP5-8.5,+Geoid,2041,0.4285,0.6156,9.05,13575527.0,22625879.0,40726581.0,177768642.0
Setúbal,SSP5-8.5,+Geoid,2042,0.442,0.5606,10.083,15123933.0,25206555.0,45371799.0,202975197.0
Setúbal,SSP5-8.5,+Geoid,2043,0.4555,0.5105,11.23,16845488.0,28075813.0,50536463.0,231051010.0
Setúbal,SSP5-8.5,+Geoid,2044,0.469,0.4649,12.506,18759261.0,31265435.0,56277782.0,262316444.0
Setúbal,SSP5-8.5,+Geoid,2045,0.4825,0.4234,13.924,20886398.0,34810664.0,62659194.0,297127108.0
Setúbal,SSP5-8.5,+Geoid,2046,0.496,0.3855,15.5,23250344.0,38750573.0,69751032.0,335877681.0
Setúbal,SSP5-8.5,+Geoid,2047,0.5095,0.3511,17.251,25877089.0,43128481.0,77631266.0,379006162.0
Setúbal,SSP5-8.5,+Geoid,2048,0.523,0.3197,19.197,28795444.0,47992406.0,86386331.0,426998568.0
Setúbal,SSP5-8.5,+Geoid,2049,0.5365,0.2912,21.358,32037343.0,53395572.0,96112030.0,480394140.0
Setúbal,SSP5-8.5,+Geoid,2050,0.55,0.2652,23.759,35638182.0,59396970.0,106914545.0,539791110.0
Setúbal,SSP5-8.5,+Geoid,2051,0.562,0.244,26.115,39171875.0,65286458.0,117515624.0,605077568.0
Setúbal,SSP5-8.5,+Geoid,2052,0.574,0.2245,28.7,43050452.0,71750754.0,129151357.0,676828322.0
Setúbal,SSP5-8.5,+Geoid,2053,0.586,0.2066,31.538,47307159.0,78845264.0,141921476.0,755673586.0
Setúbal,SSP5-8.5,+Geoid,2054,0.598,0.1901,34.652,51978408.0,86630681.0,155935225.0,842304267.0
Setúbal,SSP5-8.5,+Geoid,2055,0.61,0.1749,38.069,57104090.0,95173483.0,171312270.0,937477750.0
Setúbal,SSP5-8.5,+Geoid,2056,0.622,0.161,41.819,62727892.0,104546487.0,188183676.0,1042024237.0
Setúbal,SSP5-8.5,+Geoid,2057,0.634,0.1481,45.932,68897663.0,114829438.0,206692989.0,1156853675.0
Setúbal,SSP5-8.5,+Geoid,2058,0.646,0.1363,50.444,75665804.0,126109674.0,226997413.0,1282963349.0
Setúbal,SSP5-8.5,+Geoid,2059,0.658,0.1254,55.393,83089701.0,138482834.0,249269102.0,1421446183.0
Setúbal,SSP5-8.5,+Geoid,2060,0.67,0.1154,60.821,91232189.0,152053649.0,273696567.0,1573499832.0
Setúbal,SSP5-8.5,+Geoid,2061,0.682,0.1062,66.775,100162074.0,166936791.0,300486223.0,1740436623.0
Setúbal,SSP5-8.5,+Geoid,2062,0.694,0.0977,73.303,109954690.0,183257817.0,329864071.0,1923694440.0
Setúbal,SSP5-8.5,+Geoid,2063,0.706,0.0899,80.462,120692516.0,201154193.0,362077548.0,2124848633.0
Setúbal,SSP5-8.5,+Geoid,2064,0.718,0.0828,88.311,132465847.0,220776412.0,397397541.0,2345625045.0
Setúbal,SSP5-8.5,+Geoid,2065,0.73,0.0761,96.916,145373532.0,242289221.0,436120597.0,2587914265.0
Setúbal,SSP5-8.5,+Geoid,2066,0.742,0.0701,106.349,159523778.0,265872964.0,478571335.0,2853787229.0
Setúbal,SSP5-8.5,+Geoid,2067,0.754,0.0645,116.69,175035028.0,291725046.0,525105083.0,3145512275.0
Setúbal,SSP5-8.5,+Geoid,2068,0.766,0.0593,128.025,192036922.0,320061536.0,576110765.0,3465573811.0
Setúbal,SSP5-8.5,+Geoid,2069,0.778,0.0546,140.448,210671353.0,351118921.0,632014058.0,3816692732.0
Setúbal,SSP5-8.5,+Geoid,2070,0.79,0.0502,154.062,231093611.0,385156019.0,693280834.0,4201848751.0
Setúbal,SSP5-8.5,+Geoid,2071,0.802,0.0462,168.982,253473647.0,422456078.0,760420940.0,4624304829.0
Setúbal,SSP5-8.5,+Geoid,2072,0.814,0.0425,185.332,277997438.0,463329063.0,833992314.0,5087633892.0
Setúbal,SSP5-8.5,+Geoid,2073,0.826,0.0391,203.246,304868498.0,508114164.0,914605495.0,5595748056.0
Setúbal,SSP5-8.5,+Geoid,2074,0.838,0.036,222.873,334309517.0,557182529.0,1002928552.0,6152930585.0
Setúbal,SSP5-8.5,+Geoid,2075,0.85,0.0331,244.376,366564155.0,610940259.0,1099692466.0,6763870844.0
Setúbal,SSP5-8.5,+Geoid,2076,0.862,0.0305,267.933,401899007.0,669831679.0,1205697022.0,7433702523.0
Setúbal,SSP5-8.5,+Geoid,2077,0.874,0.0281,293.737,440605748.0,734342913.0,1321817243.0,8168045435.0
Setúbal,SSP5-8.5,+Geoid,2078,0.886,0.0258,322.002,483003475.0,805005792.0,1449010425.0,8973051227.0
Setúbal,SSP5-8.5,+Geoid,2079,0.898,0.0238,352.961,529441275.0,882402125.0,1588323826.0,9855453352.0
Setúbal,SSP5-8.5,+Geoid,2080,0.91,0.0219,365.0,547500000.0,912500000.0,1642500000.0,10767953352.0
Setúbal,SSP5-8.5,+Geoid,2081,0.922,0.0201,365.0,547500000.0,912500000.0,1642500000.0,11680453352.0
Setúbal,SSP5-8.5,+Geoid,2082,0.934,0.0185,365.0,547500000.0,912500000.0,1642500000.0,12592953352.0
Setúbal,SSP5-8.5,+Geoid,2083,0.946,0.017,365.0,547500000.0,912500000.0,1642500000.0,13505453352.0
Setúbal,SSP5-8.5,+Geoid,2084,0.958,0.0157,365.0,547500000.0,912500000.0,1642500000.0,14417953352.0
Setúbal,SSP5-8.5,+Geoid,2085,0.97,0.0144,365.0,547500000.0,912500000.0,1642500000.0,15330453352.0
Setúbal,SSP5-8.5,+Geoid,2086,0.982,0.0133,365.0,547500000.0,912500000.0,1642500000.0,16242953352.0
Setúbal,SSP5-8.5,+Geoid,2087,0.994,0.0122,365.0,547500000.0,912500000.0,1642500000.0,17155453352.0
Setúbal,SSP5-8.5,+Geoid,2088,1.006,0.0112,365.0,547500000.0,912500000.0,1642500000.0,18067953352.0
Setúbal,SSP5-8.5,+Geoid,2089,1.018,0.0103,365.0,547500000.0,912500000.0,1642500000.0,18980453352.0
Setúbal,SSP5-8.5,+Geoid,2090,1.03,0.0095,365.0,547500000.0,912500000.0,1642500000.0,19892953352.0
Setúbal,SSP5-8.5,+Geoid,2091,1.042,0.0088,365.0,547500000.0,912500000.0,1642500000.0,20805453352.0
Setúbal,SSP5-8.5,+Geoid,2092,1.054,0.0081,365.0,547500000.0,912500000.0,1642500000.0,21717953352.0
Setúbal,SSP5-8.5,+Geoid,2093,1.066,0.0074,365.0,547500000.0,912500000.0,1642500000.0,22630453352.0
Setúbal,SSP5-8.5,+Geoid,2094,1.078,0.0068,365.0,547500000.0,912500000.0,1642500000.0,23542953352.0
Setúbal,SSP5-8.5,+Geoid,2095,1.09,0.0063,365.0,547500000.0,912500000.0,1642500000.0,24455453352.0
Setúbal,SSP5-8.5,+Geoid,2096,1.102,0.0058,365.0,547500000.0,912500000.0,1642500000.0,25367953352.0
Setúbal,SSP5-8.5,+Geoid,2097,1.114,0.0053,365.0,547500000.0,912500000.0,1642500000.0,26280453352.0
Setúbal,SSP5-8.5,+Geoid,2098,1.126,0.0049,365.0,547500000.0,912500000.0,1642500000.0,27192953352.0
Setúbal,SSP5-8.5,+Geoid,2099,1.138,0.0045,365.0,547500000.0,912500000.0,1642500000.0,28105453352.0
Setúbal,SSP5-8.5,+Geoid,2100,1.15,0.0041,365.0,547500000.0,912500000.0,1642500000.0,29017953352.0
