option,option_id,cost_scenario,bypass_cost_meur,scenario,variant,key_year,slr_m,events_per_year,closure_days_yr,annual_cost_mid_eur,annual_cost_low_eur,annual_cost_high_eur,breakeven_year_mid,breakeven_year_low,breakeven_year_high,section,section_type,cost_low_eur,cost_mid_eur,cost_high_eur,be_year_low_capex_mid_ddr,be_year_mid_capex_mid_ddr,be_year_high_capex_mid_ddr,be_year_mid_capex_low_ddr,be_year_mid_capex_high_ddr,option_name,capex_low_M,capex_high_M,cum_no_adapt_bn,cum_adapt_bn,savings_bn,be_year_low_capex,be_year_mid_capex,be_year_hi_capex,option_type,port,be_year_low,be_year_mid,be_year_high
2,,,,SSP1-2.6,+geoid,2075,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Flood protection barriers (sheet piling),17.9,29.8,0.0031,0.0017,0.0014,>2100,>2100,>2100,,,,,
2,,,,SSP1-2.6,+geoid,2100,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Flood protection barriers (sheet piling),17.9,29.8,0.0083,0.0046,0.0037,>2100,>2100,>2100,,,,,
3,,,,SSP1-2.6,+geoid,2030,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Service resilience protocol,0.7,1.3,0.0001,0.0001,0.0001,2059,2066,2071,,,,,
3,,,,SSP1-2.6,+geoid,2050,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Service resilience protocol,0.7,1.3,0.0008,0.0004,0.0004,2059,2066,2071,,,,,
3,,,,SSP1-2.6,+geoid,2075,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Service resilience protocol,0.7,1.3,0.0031,0.0016,0.0016,2059,2066,2071,,,,,
3,,,,SSP1-2.6,+geoid,2100,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Service resilience protocol,0.7,1.3,0.0083,0.0041,0.0041,2059,2066,2071,,,,,
1a,,,,SSP2-4.5,baseline,2030,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP2-4.5 lower bound (+0.69 m),11.9,19.9,0.0,0.0,0.0,>2100,>2100,>2100,,,,,
1a,,,,SSP2-4.5,baseline,2050,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP2-4.5 lower bound (+0.69 m),11.9,19.9,0.0004,0.0002,0.0002,>2100,>2100,>2100,,,,,
1a,,,,SSP2-4.5,baseline,2075,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP2-4.5 lower bound (+0.69 m),11.9,19.9,0.0024,0.0012,0.0012,>2100,>2100,>2100,,,,,
1a,,,,SSP2-4.5,baseline,2100,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP2-4.5 lower bound (+0.69 m),11.9,19.9,0.0089,0.0044,0.0044,>2100,>2100,>2100,,,,,
1b,,,,SSP2-4.5,baseline,2030,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP5-8.5 design (+1.08 m),18.7,31.1,0.0,0.0,0.0,>2100,>2100,>2100,,,,,
1b,,,,SSP2-4.5,baseline,2050,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP5-8.5 design (+1.08 m),18.7,31.1,0.0004,0.0002,0.0002,>2100,>2100,>2100,,,,,
1b,,,,SSP2-4.5,baseline,2075,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP5-8.5 design (+1.08 m),18.7,31.1,0.0024,0.0012,0.0012,>2100,>2100,>2100,,,,,
1b,,,,SSP2-4.5,baseline,2100,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP5-8.5 design (+1.08 m),18.7,31.1,0.0089,0.0044,0.0044,>2100,>2100,>2100,,,,,
2,,,,SSP2-4.5,baseline,2030,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Flood protection barriers (sheet piling),17.9,29.8,0.0,0.0,0.0,>2100,>2100,>2100,,,,,
2,,,,SSP2-4.5,baseline,2050,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Flood protection barriers (sheet piling),17.9,29.8,0.0004,0.0002,0.0002,>2100,>2100,>2100,,,,,
2,,,,SSP2-4.5,baseline,2075,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Flood protection barriers (sheet piling),17.9,29.8,0.0024,0.0013,0.0011,>2100,>2100,>2100,,,,,
2,,,,SSP2-4.5,baseline,2100,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Flood protection barriers (sheet piling),17.9,29.8,0.0089,0.0049,0.004,>2100,>2100,>2100,,,,,
3,,,,SSP2-4.5,baseline,2030,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Service resilience protocol,0.7,1.3,0.0,0.0,0.0,2066,2072,2077,,,,,
3,,,,SSP2-4.5,baseline,2050,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Service resilience protocol,0.7,1.3,0.0004,0.0002,0.0002,2066,2072,2077,,,,,
3,,,,SSP2-4.5,baseline,2075,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Service resilience protocol,0.7,1.3,0.0024,0.0012,0.0012,2066,2072,2077,,,,,
3,,,,SSP2-4.5,baseline,2100,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Service resilience protocol,0.7,1.3,0.0089,0.0044,0.0044,2066,2072,2077,,,,,
1a,,,,SSP2-4.5,+geoid,2030,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP2-4.5 lower bound (+0.69 m),11.9,19.9,0.0001,0.0001,0.0001,2096,>2100,>2100,,,,,
1a,,,,SSP2-4.5,+geoid,2050,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP2-4.5 lower bound (+0.69 m),11.9,19.9,0.0015,0.0007,0.0007,2096,>2100,>2100,,,,,
1a,,,,SSP2-4.5,+geoid,2075,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP2-4.5 lower bound (+0.69 m),11.9,19.9,0.008,0.004,0.004,2096,>2100,>2100,,,,,
1a,,,,SSP2-4.5,+geoid,2100,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP2-4.5 lower bound (+0.69 m),11.9,19.9,0.029,0.0145,0.0145,2096,>2100,>2100,,,,,
1b,,,,SSP2-4.5,+geoid,2030,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP5-8.5 design (+1.08 m),18.7,31.1,0.0001,0.0001,0.0001,>2100,>2100,>2100,,,,,
1b,,,,SSP2-4.5,+geoid,2050,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP5-8.5 design (+1.08 m),18.7,31.1,0.0015,0.0007,0.0007,>2100,>2100,>2100,,,,,
1b,,,,SSP2-4.5,+geoid,2075,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP5-8.5 design (+1.08 m),18.7,31.1,0.008,0.004,0.004,>2100,>2100,>2100,,,,,
1b,,,,SSP2-4.5,+geoid,2100,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP5-8.5 design (+1.08 m),18.7,31.1,0.029,0.0145,0.0145,>2100,>2100,>2100,,,,,
2,,,,SSP2-4.5,+geoid,2030,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Flood protection barriers (sheet piling),17.9,29.8,0.0001,0.0001,0.0001,>2100,>2100,>2100,,,,,
2,,,,SSP2-4.5,+geoid,2050,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Flood protection barriers (sheet piling),17.9,29.8,0.0015,0.0008,0.0007,>2100,>2100,>2100,,,,,
2,,,,SSP2-4.5,+geoid,2075,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Flood protection barriers (sheet piling),17.9,29.8,0.008,0.0044,0.0035,>2100,>2100,>2100,,,,,
2,,,,SSP2-4.5,+geoid,2100,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Flood protection barriers (sheet piling),17.9,29.8,0.029,0.0161,0.0129,>2100,>2100,>2100,,,,,
3,,,,SSP2-4.5,+geoid,2030,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Service resilience protocol,0.7,1.3,0.0001,0.0001,0.0001,2050,2054,2057,,,,,
3,,,,SSP2-4.5,+geoid,2050,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Service resilience protocol,0.7,1.3,0.0015,0.0007,0.0007,2050,2054,2057,,,,,
3,,,,SSP2-4.5,+geoid,2075,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Service resilience protocol,0.7,1.3,0.008,0.004,0.004,2050,2054,2057,,,,,
3,,,,SSP2-4.5,+geoid,2100,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Service resilience protocol,0.7,1.3,0.029,0.0145,0.0145,2050,2054,2057,,,,,
1a,,,,SSP5-8.5,baseline,2030,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP2-4.5 lower bound (+0.69 m),11.9,19.9,0.0,0.0,0.0,2084,2087,2090,,,,,
1a,,,,SSP5-8.5,baseline,2050,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP2-4.5 lower bound (+0.69 m),11.9,19.9,0.0008,0.0004,0.0004,2084,2087,2090,,,,,
1a,,,,SSP5-8.5,baseline,2075,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP2-4.5 lower bound (+0.69 m),11.9,19.9,0.0103,0.0052,0.0052,2084,2087,2090,,,,,
1a,,,,SSP5-8.5,baseline,2100,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP2-4.5 lower bound (+0.69 m),11.9,19.9,0.1037,0.0536,0.0501,2084,2087,2090,,,,,
1b,,,,SSP5-8.5,baseline,2030,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP5-8.5 design (+1.08 m),18.7,31.1,0.0,0.0,0.0,2089,2092,2095,,,,,
1b,,,,SSP5-8.5,baseline,2050,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP5-8.5 design (+1.08 m),18.7,31.1,0.0008,0.0004,0.0004,2089,2092,2095,,,,,
1b,,,,SSP5-8.5,baseline,2075,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP5-8.5 design (+1.08 m),18.7,31.1,0.0103,0.0052,0.0052,2089,2092,2095,,,,,
1b,,,,SSP5-8.5,baseline,2100,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP5-8.5 design (+1.08 m),18.7,31.1,0.1037,0.0536,0.0501,2089,2092,2095,,,,,
2,,,,SSP5-8.5,baseline,2030,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Flood protection barriers (sheet piling),17.9,29.8,0.0,0.0,0.0,2090,2093,2095,,,,,
2,,,,SSP5-8.5,baseline,2050,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Flood protection barriers (sheet piling),17.9,29.8,0.0008,0.0005,0.0004,2090,2093,2095,,,,,
2,,,,SSP5-8.5,baseline,2075,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Flood protection barriers (sheet piling),17.9,29.8,0.0103,0.0057,0.0046,2090,2093,2095,,,,,
2,,,,SSP5-8.5,baseline,2100,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Flood protection barriers (sheet piling),17.9,29.8,0.1037,0.0595,0.0441,2090,2093,2095,,,,,
3,,,,SSP5-8.5,baseline,2030,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Service resilience protocol,0.7,1.3,0.0,0.0,0.0,2055,2059,2061,,,,,
3,,,,SSP5-8.5,baseline,2050,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Service resilience protocol,0.7,1.3,0.0008,0.0004,0.0004,2055,2059,2061,,,,,
3,,,,SSP5-8.5,baseline,2075,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Service resilience protocol,0.7,1.3,0.0103,0.0052,0.0052,2055,2059,2061,,,,,
3,,,,SSP5-8.5,baseline,2100,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Service resilience protocol,0.7,1.3,0.1037,0.0536,0.0501,2055,2059,2061,,,,,
1a,,,,SSP5-8.5,+geoid,2030,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP2-4.5 lower bound (+0.69 m),11.9,19.9,0.0002,0.0001,0.0001,2072,2075,2077,,,,,
1a,,,,SSP5-8.5,+geoid,2050,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP2-4.5 lower bound (+0.69 m),11.9,19.9,0.0027,0.0014,0.0014,2072,2075,2077,,,,,
1a,,,,SSP5-8.5,+geoid,2075,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP2-4.5 lower bound (+0.69 m),11.9,19.9,0.0333,0.0167,0.0167,2072,2075,2077,,,,,
1a,,,,SSP5-8.5,+geoid,2100,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP2-4.5 lower bound (+0.69 m),11.9,19.9,0.1969,0.1407,0.0562,2072,2075,2077,,,,,
1b,,,,SSP5-8.5,+geoid,2030,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP5-8.5 design (+1.08 m),18.7,31.1,0.0002,0.0001,0.0001,2077,2080,2082,,,,,
1b,,,,SSP5-8.5,+geoid,2050,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP5-8.5 design (+1.08 m),18.7,31.1,0.0027,0.0014,0.0014,2077,2080,2082,,,,,
1b,,,,SSP5-8.5,+geoid,2075,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP5-8.5 design (+1.08 m),18.7,31.1,0.0333,0.0167,0.0167,2077,2080,2082,,,,,
1b,,,,SSP5-8.5,+geoid,2100,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP5-8.5 design (+1.08 m),18.7,31.1,0.1969,0.1407,0.0562,2077,2080,2082,,,,,
2,,,,SSP5-8.5,+geoid,2030,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Flood protection barriers (sheet piling),17.9,29.8,0.0002,0.0001,0.0001,2078,2081,2083,,,,,
2,,,,SSP5-8.5,+geoid,2050,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Flood protection barriers (sheet piling),17.9,29.8,0.0027,0.0015,0.0012,2078,2081,2083,,,,,
2,,,,SSP5-8.5,+geoid,2075,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Flood protection barriers (sheet piling),17.9,29.8,0.0333,0.0185,0.0148,2078,2081,2083,,,,,
2,,,,SSP5-8.5,+geoid,2100,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Flood protection barriers (sheet piling),17.9,29.8,0.1969,0.1492,0.0476,2078,2081,2083,,,,,
3,,,,SSP5-8.5,+geoid,2030,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Service resilience protocol,0.7,1.3,0.0002,0.0001,0.0001,2045,2048,2050,,,,,
3,,,,SSP5-8.5,+geoid,2050,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Service resilience protocol,0.7,1.3,0.0027,0.0014,0.0014,2045,2048,2050,,,,,
3,,,,SSP5-8.5,+geoid,2075,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Service resilience protocol,0.7,1.3,0.0333,0.0167,0.0167,2045,2048,2050,,,,,
3,,,,SSP5-8.5,+geoid,2100,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Service resilience protocol,0.7,1.3,0.1969,0.1407,0.0562,2045,2048,2050,,,,,
A,,,,SSP1-2.6,baseline,2030,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Managed retreat — permanent bus replacement (NPV 2025-2100),8.9,14.2,0.0,0.0,0.0,>2100,>2100,>2100,retreat,,,,
A,,,,SSP1-2.6,baseline,2050,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Managed retreat — permanent bus replacement (NPV 2025-2100),8.9,14.2,0.0002,0.0,0.0002,>2100,>2100,>2100,retreat,,,,
A,,,,SSP1-2.6,baseline,2075,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Managed retreat — permanent bus replacement (NPV 2025-2100),8.9,14.2,0.0006,0.0,0.0006,>2100,>2100,>2100,retreat,,,,
A,,,,SSP1-2.6,baseline,2100,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Managed retreat — permanent bus replacement (NPV 2025-2100),8.9,14.2,0.0017,0.0,0.0017,>2100,>2100,>2100,retreat,,,,
B,,,,SSP1-2.6,baseline,2030,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short viaduct on current alignment (~1.5 km),18.0,30.0,0.0,0.0,0.0,>2100,>2100,>2100,structural,,,,
B,,,,SSP1-2.6,baseline,2050,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short viaduct on current alignment (~1.5 km),18.0,30.0,0.0002,0.0,0.0002,>2100,>2100,>2100,structural,,,,
B,,,,SSP1-2.6,baseline,2075,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short viaduct on current alignment (~1.5 km),18.0,30.0,0.0006,0.0,0.0006,>2100,>2100,>2100,structural,,,,
B,,,,SSP1-2.6,baseline,2100,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short viaduct on current alignment (~1.5 km),18.0,30.0,0.0017,0.0,0.0017,>2100,>2100,>2100,structural,,,,
C,,,,SSP1-2.6,baseline,2030,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short realignment to higher ground (terrain check pending),,,0.0,0.0,0.0,TBD,TBD,TBD,structural,,,,
C,,,,SSP1-2.6,baseline,2050,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short realignment to higher ground (terrain check pending),,,0.0002,0.0,0.0002,TBD,TBD,TBD,structural,,,,
C,,,,SSP1-2.6,baseline,2075,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short realignment to higher ground (terrain check pending),,,0.0006,0.0,0.0006,TBD,TBD,TBD,structural,,,,
C,,,,SSP1-2.6,baseline,2100,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short realignment to higher ground (terrain check pending),,,0.0017,0.0,0.0017,TBD,TBD,TBD,structural,,,,
A,,,,SSP1-2.6,+geoid,2030,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Managed retreat — permanent bus replacement (NPV 2025-2100),8.9,14.2,0.0001,0.0,0.0001,>2100,>2100,>2100,retreat,,,,
A,,,,SSP1-2.6,+geoid,2050,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Managed retreat — permanent bus replacement (NPV 2025-2100),8.9,14.2,0.0006,0.0,0.0006,>2100,>2100,>2100,retreat,,,,
A,,,,SSP1-2.6,+geoid,2075,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Managed retreat — permanent bus replacement (NPV 2025-2100),8.9,14.2,0.0022,0.0,0.0022,>2100,>2100,>2100,retreat,,,,
A,,,,SSP1-2.6,+geoid,2100,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Managed retreat — permanent bus replacement (NPV 2025-2100),8.9,14.2,0.0058,0.0,0.0058,>2100,>2100,>2100,retreat,,,,
B,,,,SSP1-2.6,+geoid,2030,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short viaduct on current alignment (~1.5 km),18.0,30.0,0.0001,0.0,0.0001,>2100,>2100,>2100,structural,,,,
B,,,,SSP1-2.6,+geoid,2050,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short viaduct on current alignment (~1.5 km),18.0,30.0,0.0006,0.0,0.0006,>2100,>2100,>2100,structural,,,,
B,,,,SSP1-2.6,+geoid,2075,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short viaduct on current alignment (~1.5 km),18.0,30.0,0.0022,0.0,0.0022,>2100,>2100,>2100,structural,,,,
B,,,,SSP1-2.6,+geoid,2100,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short viaduct on current alignment (~1.5 km),18.0,30.0,0.0058,0.0,0.0058,>2100,>2100,>2100,structural,,,,
C,,,,SSP1-2.6,+geoid,2030,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short realignment to higher ground (terrain check pending),,,0.0001,0.0,0.0001,TBD,TBD,TBD,structural,,,,
C,,,,SSP1-2.6,+geoid,2050,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short realignment to higher ground (terrain check pending),,,0.0006,0.0,0.0006,TBD,TBD,TBD,structural,,,,
C,,,,SSP1-2.6,+geoid,2075,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short realignment to higher ground (terrain check pending),,,0.0022,0.0,0.0022,TBD,TBD,TBD,structural,,,,
C,,,,SSP1-2.6,+geoid,2100,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short realignment to higher ground (terrain check pending),,,0.0058,0.0,0.0058,TBD,TBD,TBD,structural,,,,
A,,,,SSP2-4.5,baseline,2030,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Managed retreat — permanent bus replacement (NPV 2025-2100),8.9,14.2,0.0,0.0,0.0,>2100,>2100,>2100,retreat,,,,
A,,,,SSP2-4.5,baseline,2050,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Managed retreat — permanent bus replacement (NPV 2025-2100),8.9,14.2,0.0003,0.0,0.0003,>2100,>2100,>2100,retreat,,,,
A,,,,SSP2-4.5,baseline,2075,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Managed retreat — permanent bus replacement (NPV 2025-2100),8.9,14.2,0.0017,0.0,0.0017,>2100,>2100,>2100,retreat,,,,
A,,,,SSP2-4.5,baseline,2100,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Managed retreat — permanent bus replacement (NPV 2025-2100),8.9,14.2,0.0062,0.0,0.0062,>2100,>2100,>2100,retreat,,,,
B,,,,SSP2-4.5,baseline,2030,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short viaduct on current alignment (~1.5 km),18.0,30.0,0.0,0.0,0.0,>2100,>2100,>2100,structural,,,,
B,,,,SSP2-4.5,baseline,2050,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short viaduct on current alignment (~1.5 km),18.0,30.0,0.0003,0.0,0.0003,>2100,>2100,>2100,structural,,,,
B,,,,SSP2-4.5,baseline,2075,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short viaduct on current alignment (~1.5 km),18.0,30.0,0.0017,0.0,0.0017,>2100,>2100,>2100,structural,,,,
B,,,,SSP2-4.5,baseline,2100,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short viaduct on current alignment (~1.5 km),18.0,30.0,0.0062,0.0,0.0062,>2100,>2100,>2100,structural,,,,
C,,,,SSP2-4.5,baseline,2030,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short realignment to higher ground (terrain check pending),,,0.0,0.0,0.0,TBD,TBD,TBD,structural,,,,
C,,,,SSP2-4.5,baseline,2050,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short realignment to higher ground (terrain check pending),,,0.0003,0.0,0.0003,TBD,TBD,TBD,structural,,,,
C,,,,SSP2-4.5,baseline,2075,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short realignment to higher ground (terrain check pending),,,0.0017,0.0,0.0017,TBD,TBD,TBD,structural,,,,
C,,,,SSP2-4.5,baseline,2100,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short realignment to higher ground (terrain check pending),,,0.0062,0.0,0.0062,TBD,TBD,TBD,structural,,,,
A,,,,SSP2-4.5,+geoid,2030,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Managed retreat — permanent bus replacement (NPV 2025-2100),8.9,14.2,0.0001,0.0,0.0001,2084,2089,2093,retreat,,,,
A,,,,SSP2-4.5,+geoid,2050,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Managed retreat — permanent bus replacement (NPV 2025-2100),8.9,14.2,0.001,0.0,0.001,2084,2089,2093,retreat,,,,
A,,,,SSP2-4.5,+geoid,2075,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Managed retreat — permanent bus replacement (NPV 2025-2100),8.9,14.2,0.0056,0.0,0.0056,2084,2089,2093,retreat,,,,
A,,,,SSP2-4.5,+geoid,2100,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Managed retreat — permanent bus replacement (NPV 2025-2100),8.9,14.2,0.0203,0.0,0.0203,2084,2089,2093,retreat,,,,
B,,,,SSP2-4.5,+geoid,2030,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short viaduct on current alignment (~1.5 km),18.0,30.0,0.0001,0.0,0.0001,2098,>2100,>2100,structural,,,,
B,,,,SSP2-4.5,+geoid,2050,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short viaduct on current alignment (~1.5 km),18.0,30.0,0.001,0.0,0.001,2098,>2100,>2100,structural,,,,
B,,,,SSP2-4.5,+geoid,2075,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short viaduct on current alignment (~1.5 km),18.0,30.0,0.0056,0.0,0.0056,2098,>2100,>2100,structural,,,,
B,,,,SSP2-4.5,+geoid,2100,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short viaduct on current alignment (~1.5 km),18.0,30.0,0.0203,0.0,0.0203,2098,>2100,>2100,structural,,,,
C,,,,SSP2-4.5,+geoid,2030,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short realignment to higher ground (terrain check pending),,,0.0001,0.0,0.0001,TBD,TBD,TBD,structural,,,,
C,,,,SSP2-4.5,+geoid,2050,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short realignment to higher ground (terrain check pending),,,0.001,0.0,0.001,TBD,TBD,TBD,structural,,,,
C,,,,SSP2-4.5,+geoid,2075,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short realignment to higher ground (terrain check pending),,,0.0056,0.0,0.0056,TBD,TBD,TBD,structural,,,,
C,,,,SSP2-4.5,+geoid,2100,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short realignment to higher ground (terrain check pending),,,0.0203,0.0,0.0203,TBD,TBD,TBD,structural,,,,
A,,,,SSP5-8.5,baseline,2030,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Managed retreat — permanent bus replacement (NPV 2025-2100),8.9,14.2,0.0,0.0,0.0,2078,2080,2083,retreat,,,,
A,,,,SSP5-8.5,baseline,2050,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Managed retreat — permanent bus replacement (NPV 2025-2100),8.9,14.2,0.0006,0.0,0.0006,2078,2080,2083,retreat,,,,
A,,,,SSP5-8.5,baseline,2075,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Managed retreat — permanent bus replacement (NPV 2025-2100),8.9,14.2,0.0072,0.0,0.0072,2078,2080,2083,retreat,,,,
