option,option_id,cost_scenario,bypass_cost_meur,scenario,variant,key_year,slr_m,events_per_year,closure_days_yr,annual_cost_mid_eur,annual_cost_low_eur,annual_cost_high_eur,breakeven_year_mid,breakeven_year_low,breakeven_year_high,section,section_type,cost_low_eur,cost_mid_eur,cost_high_eur,be_year_low_capex_mid_ddr,be_year_mid_capex_mid_ddr,be_year_high_capex_mid_ddr,be_year_mid_capex_low_ddr,be_year_mid_capex_high_ddr,option_name,capex_low_M,capex_high_M,cum_no_adapt_bn,cum_adapt_bn,savings_bn,be_year_low_capex,be_year_mid_capex,be_year_hi_capex,option_type,port,be_year_low,be_year_mid,be_year_high
3,,,,SSP5-8.5,+geoid,2075,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Dynamic traffic management protocol,4.2,7.8,1.9274,0.9637,0.9637,2030,2032,2033,,,,,
3,,,,SSP5-8.5,+geoid,2100,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Dynamic traffic management protocol,4.2,7.8,12.645,8.7353,3.9097,2030,2032,2033,,,,,
1a,,,,SSP1-2.6,baseline,2030,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+1.75 m),165.0,275.0,0.0024,0.0012,0.0012,>2100,>2100,>2100,,,,,
1a,,,,SSP1-2.6,baseline,2050,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+1.75 m),165.0,275.0,0.0196,0.0098,0.0098,>2100,>2100,>2100,,,,,
1a,,,,SSP1-2.6,baseline,2075,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+1.75 m),165.0,275.0,0.0752,0.0376,0.0376,>2100,>2100,>2100,,,,,
1a,,,,SSP1-2.6,baseline,2100,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+1.75 m),165.0,275.0,0.2012,0.1006,0.1006,>2100,>2100,>2100,,,,,
1b,,,,SSP1-2.6,baseline,2030,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Full reconstruction — SSP5-8.5 design (+2.14 m),275.0,440.0,0.0024,0.0012,0.0012,>2100,>2100,>2100,,,,,
1b,,,,SSP1-2.6,baseline,2050,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Full reconstruction — SSP5-8.5 design (+2.14 m),275.0,440.0,0.0196,0.0098,0.0098,>2100,>2100,>2100,,,,,
1b,,,,SSP1-2.6,baseline,2075,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Full reconstruction — SSP5-8.5 design (+2.14 m),275.0,440.0,0.0752,0.0376,0.0376,>2100,>2100,>2100,,,,,
1b,,,,SSP1-2.6,baseline,2100,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Full reconstruction — SSP5-8.5 design (+2.14 m),275.0,440.0,0.2012,0.1006,0.1006,>2100,>2100,>2100,,,,,
2,,,,SSP1-2.6,baseline,2030,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Embankment flood protection + drainage,40.2,67.0,0.0024,0.0013,0.0011,2080,2087,2093,,,,,
2,,,,SSP1-2.6,baseline,2050,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Embankment flood protection + drainage,40.2,67.0,0.0196,0.0109,0.0087,2080,2087,2093,,,,,
2,,,,SSP1-2.6,baseline,2075,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Embankment flood protection + drainage,40.2,67.0,0.0752,0.0418,0.0334,2080,2087,2093,,,,,
2,,,,SSP1-2.6,baseline,2100,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Embankment flood protection + drainage,40.2,67.0,0.2012,0.1118,0.0894,2080,2087,2093,,,,,
3,,,,SSP1-2.6,baseline,2030,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Dynamic traffic management protocol,2.7,5.0,0.0024,0.0012,0.0012,2036,2039,2042,,,,,
3,,,,SSP1-2.6,baseline,2050,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Dynamic traffic management protocol,2.7,5.0,0.0196,0.0098,0.0098,2036,2039,2042,,,,,
3,,,,SSP1-2.6,baseline,2075,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Dynamic traffic management protocol,2.7,5.0,0.0752,0.0376,0.0376,2036,2039,2042,,,,,
3,,,,SSP1-2.6,baseline,2100,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Dynamic traffic management protocol,2.7,5.0,0.2012,0.1006,0.1006,2036,2039,2042,,,,,
1a,,,,SSP1-2.6,+geoid,2030,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+1.75 m),165.0,275.0,0.0087,0.0043,0.0043,2082,2089,2095,,,,,
1a,,,,SSP1-2.6,+geoid,2050,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+1.75 m),165.0,275.0,0.0686,0.0343,0.0343,2082,2089,2095,,,,,
1a,,,,SSP1-2.6,+geoid,2075,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+1.75 m),165.0,275.0,0.257,0.1285,0.1285,2082,2089,2095,,,,,
1a,,,,SSP1-2.6,+geoid,2100,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+1.75 m),165.0,275.0,0.6756,0.3378,0.3378,2082,2089,2095,,,,,
1b,,,,SSP1-2.6,+geoid,2030,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Full reconstruction — SSP5-8.5 design (+2.14 m),275.0,440.0,0.0087,0.0043,0.0043,2095,>2100,>2100,,,,,
1b,,,,SSP1-2.6,+geoid,2050,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Full reconstruction — SSP5-8.5 design (+2.14 m),275.0,440.0,0.0686,0.0343,0.0343,2095,>2100,>2100,,,,,
1b,,,,SSP1-2.6,+geoid,2075,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Full reconstruction — SSP5-8.5 design (+2.14 m),275.0,440.0,0.257,0.1285,0.1285,2095,>2100,>2100,,,,,
1b,,,,SSP1-2.6,+geoid,2100,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Full reconstruction — SSP5-8.5 design (+2.14 m),275.0,440.0,0.6756,0.3378,0.3378,2095,>2100,>2100,,,,,
2,,,,SSP1-2.6,+geoid,2030,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Embankment flood protection + drainage,40.2,67.0,0.0087,0.0048,0.0038,2055,2060,2064,,,,,
2,,,,SSP1-2.6,+geoid,2050,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Embankment flood protection + drainage,40.2,67.0,0.0686,0.0381,0.0305,2055,2060,2064,,,,,
2,,,,SSP1-2.6,+geoid,2075,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Embankment flood protection + drainage,40.2,67.0,0.257,0.1428,0.1142,2055,2060,2064,,,,,
2,,,,SSP1-2.6,+geoid,2100,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Embankment flood protection + drainage,40.2,67.0,0.6756,0.3753,0.3003,2055,2060,2064,,,,,
3,,,,SSP1-2.6,+geoid,2030,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Dynamic traffic management protocol,2.7,5.0,0.0087,0.0043,0.0043,2028,2030,2031,,,,,
3,,,,SSP1-2.6,+geoid,2050,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Dynamic traffic management protocol,2.7,5.0,0.0686,0.0343,0.0343,2028,2030,2031,,,,,
3,,,,SSP1-2.6,+geoid,2075,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Dynamic traffic management protocol,2.7,5.0,0.257,0.1285,0.1285,2028,2030,2031,,,,,
3,,,,SSP1-2.6,+geoid,2100,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Dynamic traffic management protocol,2.7,5.0,0.6756,0.3378,0.3378,2028,2030,2031,,,,,
1a,,,,SSP2-4.5,baseline,2030,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+1.75 m),165.0,275.0,0.0029,0.0015,0.0015,2085,2091,2095,,,,,
1a,,,,SSP2-4.5,baseline,2050,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+1.75 m),165.0,275.0,0.0357,0.0178,0.0178,2085,2091,2095,,,,,
1a,,,,SSP2-4.5,baseline,2075,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+1.75 m),165.0,275.0,0.1962,0.0981,0.0981,2085,2091,2095,,,,,
1a,,,,SSP2-4.5,baseline,2100,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+1.75 m),165.0,275.0,0.7267,0.3634,0.3634,2085,2091,2095,,,,,
1b,,,,SSP2-4.5,baseline,2030,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Full reconstruction — SSP5-8.5 design (+2.14 m),275.0,440.0,0.0029,0.0015,0.0015,2095,2100,>2100,,,,,
1b,,,,SSP2-4.5,baseline,2050,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Full reconstruction — SSP5-8.5 design (+2.14 m),275.0,440.0,0.0357,0.0178,0.0178,2095,2100,>2100,,,,,
1b,,,,SSP2-4.5,baseline,2075,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Full reconstruction — SSP5-8.5 design (+2.14 m),275.0,440.0,0.1962,0.0981,0.0981,2095,2100,>2100,,,,,
1b,,,,SSP2-4.5,baseline,2100,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Full reconstruction — SSP5-8.5 design (+2.14 m),275.0,440.0,0.7267,0.3634,0.3634,2095,2100,>2100,,,,,
2,,,,SSP2-4.5,baseline,2030,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Embankment flood protection + drainage,40.2,67.0,0.0029,0.0016,0.0013,2063,2067,2071,,,,,
2,,,,SSP2-4.5,baseline,2050,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Embankment flood protection + drainage,40.2,67.0,0.0357,0.0198,0.0158,2063,2067,2071,,,,,
2,,,,SSP2-4.5,baseline,2075,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Embankment flood protection + drainage,40.2,67.0,0.1962,0.109,0.0872,2063,2067,2071,,,,,
2,,,,SSP2-4.5,baseline,2100,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Embankment flood protection + drainage,40.2,67.0,0.7267,0.4037,0.323,2063,2067,2071,,,,,
3,,,,SSP2-4.5,baseline,2030,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Dynamic traffic management protocol,2.7,5.0,0.0029,0.0015,0.0015,2034,2036,2038,,,,,
3,,,,SSP2-4.5,baseline,2050,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Dynamic traffic management protocol,2.7,5.0,0.0357,0.0178,0.0178,2034,2036,2038,,,,,
3,,,,SSP2-4.5,baseline,2075,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Dynamic traffic management protocol,2.7,5.0,0.1962,0.0981,0.0981,2034,2036,2038,,,,,
3,,,,SSP2-4.5,baseline,2100,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Dynamic traffic management protocol,2.7,5.0,0.7267,0.3634,0.3634,2034,2036,2038,,,,,
1a,,,,SSP2-4.5,+geoid,2030,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+1.75 m),165.0,275.0,0.0105,0.0052,0.0052,2064,2069,2072,,,,,
1a,,,,SSP2-4.5,+geoid,2050,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+1.75 m),165.0,275.0,0.1221,0.061,0.061,2064,2069,2072,,,,,
1a,,,,SSP2-4.5,+geoid,2075,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+1.75 m),165.0,275.0,0.6526,0.3263,0.3263,2064,2069,2072,,,,,
1a,,,,SSP2-4.5,+geoid,2100,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+1.75 m),165.0,275.0,2.3694,1.1847,1.1847,2064,2069,2072,,,,,
1b,,,,SSP2-4.5,+geoid,2030,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Full reconstruction — SSP5-8.5 design (+2.14 m),275.0,440.0,0.0105,0.0052,0.0052,2072,2077,2081,,,,,
1b,,,,SSP2-4.5,+geoid,2050,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Full reconstruction — SSP5-8.5 design (+2.14 m),275.0,440.0,0.1221,0.061,0.061,2072,2077,2081,,,,,
1b,,,,SSP2-4.5,+geoid,2075,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Full reconstruction — SSP5-8.5 design (+2.14 m),275.0,440.0,0.6526,0.3263,0.3263,2072,2077,2081,,,,,
1b,,,,SSP2-4.5,+geoid,2100,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Full reconstruction — SSP5-8.5 design (+2.14 m),275.0,440.0,2.3694,1.1847,1.1847,2072,2077,2081,,,,,
2,,,,SSP2-4.5,+geoid,2030,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Embankment flood protection + drainage,40.2,67.0,0.0105,0.0058,0.0047,2047,2050,2053,,,,,
2,,,,SSP2-4.5,+geoid,2050,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Embankment flood protection + drainage,40.2,67.0,0.1221,0.0678,0.0543,2047,2050,2053,,,,,
2,,,,SSP2-4.5,+geoid,2075,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Embankment flood protection + drainage,40.2,67.0,0.6526,0.3626,0.29,2047,2050,2053,,,,,
2,,,,SSP2-4.5,+geoid,2100,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Embankment flood protection + drainage,40.2,67.0,2.3694,1.3164,1.0531,2047,2050,2053,,,,,
3,,,,SSP2-4.5,+geoid,2030,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Dynamic traffic management protocol,2.7,5.0,0.0105,0.0052,0.0052,2028,2029,2030,,,,,
3,,,,SSP2-4.5,+geoid,2050,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Dynamic traffic management protocol,2.7,5.0,0.1221,0.061,0.061,2028,2029,2030,,,,,
3,,,,SSP2-4.5,+geoid,2075,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Dynamic traffic management protocol,2.7,5.0,0.6526,0.3263,0.3263,2028,2029,2030,,,,,
3,,,,SSP2-4.5,+geoid,2100,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Dynamic traffic management protocol,2.7,5.0,2.3694,1.1847,1.1847,2028,2029,2030,,,,,
1a,,,,SSP5-8.5,baseline,2030,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+1.75 m),165.0,275.0,0.0036,0.0018,0.0018,2066,2069,2071,,,,,
1a,,,,SSP5-8.5,baseline,2050,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+1.75 m),165.0,275.0,0.0664,0.0332,0.0332,2066,2069,2071,,,,,
1a,,,,SSP5-8.5,baseline,2075,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+1.75 m),165.0,275.0,0.8444,0.4222,0.4222,2066,2069,2071,,,,,
1a,,,,SSP5-8.5,baseline,2100,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+1.75 m),165.0,275.0,3.6401,2.7973,0.8428,2066,2069,2071,,,,,
1b,,,,SSP5-8.5,baseline,2030,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Full reconstruction — SSP5-8.5 design (+2.14 m),275.0,440.0,0.0036,0.0018,0.0018,2071,2074,2076,,,,,
1b,,,,SSP5-8.5,baseline,2050,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Full reconstruction — SSP5-8.5 design (+2.14 m),275.0,440.0,0.0664,0.0332,0.0332,2071,2074,2076,,,,,
1b,,,,SSP5-8.5,baseline,2075,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Full reconstruction — SSP5-8.5 design (+2.14 m),275.0,440.0,0.8444,0.4222,0.4222,2071,2074,2076,,,,,
1b,,,,SSP5-8.5,baseline,2100,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Full reconstruction — SSP5-8.5 design (+2.14 m),275.0,440.0,3.6401,2.7973,0.8428,2071,2074,2076,,,,,
2,,,,SSP5-8.5,baseline,2030,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Embankment flood protection + drainage,40.2,67.0,0.0036,0.002,0.0016,2053,2056,2058,,,,,
2,,,,SSP5-8.5,baseline,2050,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Embankment flood protection + drainage,40.2,67.0,0.0664,0.0369,0.0295,2053,2056,2058,,,,,
2,,,,SSP5-8.5,baseline,2075,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Embankment flood protection + drainage,40.2,67.0,0.8444,0.4691,0.3753,2053,2056,2058,,,,,
2,,,,SSP5-8.5,baseline,2100,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Embankment flood protection + drainage,40.2,67.0,3.6401,2.9258,0.7143,2053,2056,2058,,,,,
3,,,,SSP5-8.5,baseline,2030,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Dynamic traffic management protocol,2.7,5.0,0.0036,0.0018,0.0018,2032,2034,2036,,,,,
3,,,,SSP5-8.5,baseline,2050,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Dynamic traffic management protocol,2.7,5.0,0.0664,0.0332,0.0332,2032,2034,2036,,,,,
3,,,,SSP5-8.5,baseline,2075,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Dynamic traffic management protocol,2.7,5.0,0.8444,0.4222,0.4222,2032,2034,2036,,,,,
3,,,,SSP5-8.5,baseline,2100,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Dynamic traffic management protocol,2.7,5.0,3.6401,2.7973,0.8428,2032,2034,2036,,,,,
1a,,,,SSP5-8.5,+geoid,2030,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+1.75 m),165.0,275.0,0.0127,0.0064,0.0064,2054,2057,2059,,,,,
1a,,,,SSP5-8.5,+geoid,2050,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+1.75 m),165.0,275.0,0.2232,0.1116,0.1116,2054,2057,2059,,,,,
1a,,,,SSP5-8.5,+geoid,2075,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+1.75 m),165.0,275.0,2.1828,1.353,0.8298,2054,2057,2059,,,,,
1a,,,,SSP5-8.5,+geoid,2100,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+1.75 m),165.0,275.0,5.0453,4.2155,0.8298,2054,2057,2059,,,,,
1b,,,,SSP5-8.5,+geoid,2030,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Full reconstruction — SSP5-8.5 design (+2.14 m),275.0,440.0,0.0127,0.0064,0.0064,2059,2062,2064,,,,,
1b,,,,SSP5-8.5,+geoid,2050,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Full reconstruction — SSP5-8.5 design (+2.14 m),275.0,440.0,0.2232,0.1116,0.1116,2059,2062,2064,,,,,
1b,,,,SSP5-8.5,+geoid,2075,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Full reconstruction — SSP5-8.5 design (+2.14 m),275.0,440.0,2.1828,1.353,0.8298,2059,2062,2064,,,,,
1b,,,,SSP5-8.5,+geoid,2100,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Full reconstruction — SSP5-8.5 design (+2.14 m),275.0,440.0,5.0453,4.2155,0.8298,2059,2062,2064,,,,,
2,,,,SSP5-8.5,+geoid,2030,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Embankment flood protection + drainage,40.2,67.0,0.0127,0.0071,0.0057,2043,2045,2047,,,,,
2,,,,SSP5-8.5,+geoid,2050,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Embankment flood protection + drainage,40.2,67.0,0.2232,0.124,0.0992,2043,2045,2047,,,,,
2,,,,SSP5-8.5,+geoid,2075,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Embankment flood protection + drainage,40.2,67.0,2.1828,1.4808,0.702,2043,2045,2047,,,,,
2,,,,SSP5-8.5,+geoid,2100,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Embankment flood protection + drainage,40.2,67.0,5.0453,4.3433,0.702,2043,2045,2047,,,,,
3,,,,SSP5-8.5,+geoid,2030,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Dynamic traffic management protocol,2.7,5.0,0.0127,0.0064,0.0064,2028,2029,2030,,,,,
3,,,,SSP5-8.5,+geoid,2050,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Dynamic traffic management protocol,2.7,5.0,0.2232,0.1116,0.1116,2028,2029,2030,,,,,
3,,,,SSP5-8.5,+geoid,2075,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Dynamic traffic management protocol,2.7,5.0,2.1828,1.353,0.8298,2028,2029,2030,,,,,
3,,,,SSP5-8.5,+geoid,2100,,,,,,,,,,A14 Mondego (road),Road,,,,,,,,,Dynamic traffic management protocol,2.7,5.0,5.0453,4.2155,0.8298,2028,2029,2030,,,,,
1a,,,,SSP1-2.6,baseline,2030,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP2-4.5 lower bound (+0.69 m),11.9,19.9,0.0,0.0,0.0,>2100,>2100,>2100,,,,,
1a,,,,SSP1-2.6,baseline,2050,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP2-4.5 lower bound (+0.69 m),11.9,19.9,0.0002,0.0001,0.0001,>2100,>2100,>2100,,,,,
1a,,,,SSP1-2.6,baseline,2075,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP2-4.5 lower bound (+0.69 m),11.9,19.9,0.0009,0.0005,0.0005,>2100,>2100,>2100,,,,,
1a,,,,SSP1-2.6,baseline,2100,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP2-4.5 lower bound (+0.69 m),11.9,19.9,0.0025,0.0012,0.0012,>2100,>2100,>2100,,,,,
1b,,,,SSP1-2.6,baseline,2030,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP5-8.5 design (+1.08 m),18.7,31.1,0.0,0.0,0.0,>2100,>2100,>2100,,,,,
1b,,,,SSP1-2.6,baseline,2050,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP5-8.5 design (+1.08 m),18.7,31.1,0.0002,0.0001,0.0001,>2100,>2100,>2100,,,,,
1b,,,,SSP1-2.6,baseline,2075,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP5-8.5 design (+1.08 m),18.7,31.1,0.0009,0.0005,0.0005,>2100,>2100,>2100,,,,,
1b,,,,SSP1-2.6,baseline,2100,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP5-8.5 design (+1.08 m),18.7,31.1,0.0025,0.0012,0.0012,>2100,>2100,>2100,,,,,
2,,,,SSP1-2.6,baseline,2030,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Flood protection barriers (sheet piling),17.9,29.8,0.0,0.0,0.0,>2100,>2100,>2100,,,,,
2,,,,SSP1-2.6,baseline,2050,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Flood protection barriers (sheet piling),17.9,29.8,0.0002,0.0001,0.0001,>2100,>2100,>2100,,,,,
2,,,,SSP1-2.6,baseline,2075,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Flood protection barriers (sheet piling),17.9,29.8,0.0009,0.0005,0.0004,>2100,>2100,>2100,,,,,
2,,,,SSP1-2.6,baseline,2100,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Flood protection barriers (sheet piling),17.9,29.8,0.0025,0.0014,0.0011,>2100,>2100,>2100,,,,,
3,,,,SSP1-2.6,baseline,2030,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Service resilience protocol,0.7,1.3,0.0,0.0,0.0,2086,2095,>2100,,,,,
3,,,,SSP1-2.6,baseline,2050,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Service resilience protocol,0.7,1.3,0.0002,0.0001,0.0001,2086,2095,>2100,,,,,
3,,,,SSP1-2.6,baseline,2075,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Service resilience protocol,0.7,1.3,0.0009,0.0005,0.0005,2086,2095,>2100,,,,,
3,,,,SSP1-2.6,baseline,2100,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Service resilience protocol,0.7,1.3,0.0025,0.0012,0.0012,2086,2095,>2100,,,,,
1a,,,,SSP1-2.6,+geoid,2030,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP2-4.5 lower bound (+0.69 m),11.9,19.9,0.0001,0.0001,0.0001,>2100,>2100,>2100,,,,,
1a,,,,SSP1-2.6,+geoid,2050,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP2-4.5 lower bound (+0.69 m),11.9,19.9,0.0008,0.0004,0.0004,>2100,>2100,>2100,,,,,
1a,,,,SSP1-2.6,+geoid,2075,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP2-4.5 lower bound (+0.69 m),11.9,19.9,0.0031,0.0016,0.0016,>2100,>2100,>2100,,,,,
1a,,,,SSP1-2.6,+geoid,2100,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP2-4.5 lower bound (+0.69 m),11.9,19.9,0.0083,0.0041,0.0041,>2100,>2100,>2100,,,,,
1b,,,,SSP1-2.6,+geoid,2030,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP5-8.5 design (+1.08 m),18.7,31.1,0.0001,0.0001,0.0001,>2100,>2100,>2100,,,,,
1b,,,,SSP1-2.6,+geoid,2050,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP5-8.5 design (+1.08 m),18.7,31.1,0.0008,0.0004,0.0004,>2100,>2100,>2100,,,,,
1b,,,,SSP1-2.6,+geoid,2075,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP5-8.5 design (+1.08 m),18.7,31.1,0.0031,0.0016,0.0016,>2100,>2100,>2100,,,,,
1b,,,,SSP1-2.6,+geoid,2100,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Embankment raising — SSP5-8.5 design (+1.08 m),18.7,31.1,0.0083,0.0041,0.0041,>2100,>2100,>2100,,,,,
2,,,,SSP1-2.6,+geoid,2030,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Flood protection barriers (sheet piling),17.9,29.8,0.0001,0.0001,0.0,>2100,>2100,>2100,,,,,
2,,,,SSP1-2.6,+geoid,2050,,,,,,,,,,Faro–Olhão (railway),Railway,,,,,,,,,Flood protection barriers (sheet piling),17.9,29.8,0.0008,0.0005,0.0004,>2100,>2100,>2100,,,,,
