section,section_type,scenario,variant,year,slr_m,return_period_yr,closure_days_yr,annual_cost_mid_eur,annual_cost_low_eur,annual_cost_high_eur,cumulative_cost_mid_eur,cumulative_cost_low_eur,cumulative_cost_high_eur,barrier_breached,option,annual_cost_low_M,annual_cost_mid_M,annual_cost_hi_M,cum_cost_low_bn,cum_cost_mid_bn,cum_cost_hi_bn,port
Tagus floodplain (railway),Railway,SSP5-8.5,Baseline,2074,0.688,0.0849,83.956,125934673.0,62967337.0,220385678.0,1373841764.0,686920882.0,2404223087.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,Baseline,2075,0.7,0.0781,92.16,138240000.0,69120000.0,241920000.0,1512081764.0,756040882.0,2646143087.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,Baseline,2076,0.712,0.0719,101.155,151732530.0,75866265.0,265531927.0,1663814294.0,831907147.0,2911675014.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,Baseline,2077,0.724,0.0662,111.017,166525634.0,83262817.0,291419860.0,1830339928.0,915169964.0,3203094873.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,Baseline,2078,0.736,0.0609,121.829,182743420.0,91371710.0,319800985.0,2013083348.0,1006541674.0,3522895858.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,Baseline,2079,0.748,0.056,133.681,200521739.0,100260870.0,350913043.0,2213605087.0,1106802543.0,3873808901.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,Baseline,2080,0.76,0.0515,146.673,220009291.0,110004646.0,385016259.0,2433614378.0,1216807189.0,4258825161.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,Baseline,2081,0.772,0.0474,160.913,241368831.0,120684416.0,422395454.0,2674983209.0,1337491604.0,4681220615.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,Baseline,2082,0.784,0.0436,176.519,264778489.0,132389244.0,463362355.0,2939761698.0,1469880849.0,5144582971.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,Baseline,2083,0.796,0.0402,193.622,290433211.0,145216606.0,508258119.0,3230194909.0,1615097454.0,5652841090.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,Baseline,2084,0.808,0.037,212.364,318546339.0,159273170.0,557456094.0,3548741248.0,1774370624.0,6210297184.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,Baseline,2085,0.82,0.034,232.901,349351333.0,174675667.0,611364833.0,3898092581.0,1949046291.0,6821662017.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,Baseline,2086,0.832,0.0313,255.402,383103657.0,191551829.0,670431401.0,4281196239.0,2140598119.0,7492093417.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,Baseline,2087,0.844,0.0288,280.055,420082840.0,210041420.0,735144970.0,4701279079.0,2350639539.0,8227238388.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,Baseline,2088,0.856,0.0265,307.063,460594727.0,230297364.0,806040772.0,5161873806.0,2580936903.0,9033279160.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,Baseline,2089,0.868,0.0244,336.649,504973943.0,252486972.0,883704401.0,5666847749.0,2833423875.0,9916983561.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,Baseline,2090,0.88,0.0224,365.0,547500000.0,273750000.0,958125000.0,6214347749.0,3107173875.0,10875108561.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,Baseline,2091,0.892,0.0206,365.0,547500000.0,273750000.0,958125000.0,6761847749.0,3380923875.0,11833233561.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,Baseline,2092,0.904,0.019,365.0,547500000.0,273750000.0,958125000.0,7309347749.0,3654673875.0,12791358561.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,Baseline,2093,0.916,0.0175,365.0,547500000.0,273750000.0,958125000.0,7856847749.0,3928423875.0,13749483561.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,Baseline,2094,0.928,0.0161,365.0,547500000.0,273750000.0,958125000.0,8404347749.0,4202173875.0,14707608561.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,Baseline,2095,0.94,0.0148,365.0,547500000.0,273750000.0,958125000.0,8951847749.0,4475923875.0,15665733561.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,Baseline,2096,0.952,0.0136,365.0,547500000.0,273750000.0,958125000.0,9499347749.0,4749673875.0,16623858561.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,Baseline,2097,0.964,0.0125,365.0,547500000.0,273750000.0,958125000.0,10046847749.0,5023423875.0,17581983561.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,Baseline,2098,0.976,0.0115,365.0,547500000.0,273750000.0,958125000.0,10594347749.0,5297173875.0,18540108561.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,Baseline,2099,0.988,0.0106,365.0,547500000.0,273750000.0,958125000.0,11141847749.0,5570923875.0,19498233561.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,Baseline,2100,1.0,0.0098,365.0,547500000.0,273750000.0,958125000.0,11689347749.0,5844673875.0,20456358561.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2025,0.14,3.7893,1.013,1520073.0,760037.0,2660128.0,1520073.0,760037.0,2660128.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2026,0.168,3.1208,1.284,1926413.0,963206.0,3371222.0,3446486.0,1723243.0,6031350.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2027,0.196,2.5703,1.625,2437084.0,1218542.0,4264897.0,5883570.0,2941785.0,10296248.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2028,0.224,2.1169,2.052,3078139.0,1539070.0,5386744.0,8961709.0,4480855.0,15682992.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2029,0.252,1.7434,2.588,3882004.0,1941002.0,6793506.0,12843713.0,6421857.0,22476498.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2030,0.28,1.4359,3.259,4889012.0,2444506.0,8555771.0,17732725.0,8866363.0,31032269.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2031,0.2935,1.3076,3.641,5461507.0,2730753.0,9557637.0,23194232.0,11597116.0,40589906.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2032,0.307,1.1908,4.066,6099274.0,3049637.0,10673729.0,29293506.0,14646753.0,51263635.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2033,0.3205,1.0844,4.54,6809610.0,3404805.0,11916817.0,36103116.0,18051558.0,63180452.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2034,0.334,0.9876,5.067,7600615.0,3800308.0,13301077.0,43703731.0,21851865.0,76481529.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2035,0.3475,0.8993,5.654,8481281.0,4240640.0,14842242.0,52185012.0,26092506.0,91323771.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2036,0.361,0.819,6.308,9461586.0,4730793.0,16557776.0,61646598.0,30823299.0,107881546.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2037,0.3745,0.7458,7.035,10552604.0,5276302.0,18467058.0,72199202.0,36099601.0,126348604.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2038,0.388,0.6792,7.844,11766624.0,5883312.0,20591591.0,83965826.0,41982913.0,146940195.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2039,0.4015,0.6185,8.745,13117276.0,6558638.0,22955234.0,97083102.0,48541551.0,169895429.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2040,0.415,0.5633,9.746,14619687.0,7309844.0,25584453.0,111702790.0,55851395.0,195479882.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2041,0.4285,0.513,10.86,16290633.0,8145316.0,28508607.0,127993422.0,63996711.0,223988489.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2042,0.442,0.4671,12.099,18148720.0,9074360.0,31760259.0,146142142.0,73071071.0,255748748.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2043,0.4555,0.4254,13.476,20214585.0,10107293.0,35375524.0,166356727.0,83178363.0,291124272.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2044,0.469,0.3874,15.007,22511113.0,11255556.0,39394448.0,188867840.0,94433920.0,330518720.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2045,0.4825,0.3528,16.709,25063678.0,12531839.0,43861436.0,213931518.0,106965759.0,374380156.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2046,0.496,0.3213,18.6,27900413.0,13950206.0,48825722.0,241831930.0,120915965.0,423205878.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2047,0.5095,0.2926,20.702,31052506.0,15526253.0,54341886.0,272884437.0,136442218.0,477547764.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2048,0.523,0.2664,23.036,34554532.0,17277266.0,60470432.0,307438969.0,153719485.0,538018196.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2049,0.5365,0.2426,25.63,38444812.0,19222406.0,67278421.0,345883781.0,172941891.0,605296617.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2050,0.55,0.221,28.511,42765818.0,21382909.0,74840182.0,388649599.0,194324800.0,680136799.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2051,0.562,0.2033,31.337,47006250.0,23503125.0,82260937.0,435655849.0,217827924.0,762397735.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2052,0.574,0.1871,34.44,51660543.0,25830271.0,90405950.0,487316392.0,243658196.0,852803686.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2053,0.586,0.1722,37.846,56768590.0,28384295.0,99345033.0,544084982.0,272042491.0,952148718.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2054,0.598,0.1584,41.583,62374090.0,31187045.0,109154658.0,606459072.0,303229536.0,1061303376.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2055,0.61,0.1458,45.683,68524908.0,34262454.0,119918589.0,674983980.0,337491990.0,1181221965.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2056,0.622,0.1342,50.182,75273470.0,37636735.0,131728573.0,750257451.0,375128725.0,1312950539.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2057,0.634,0.1234,55.118,82677196.0,41338598.0,144685092.0,832934646.0,416467323.0,1457635631.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2058,0.646,0.1136,60.533,90798965.0,45399483.0,158898189.0,923733611.0,461866806.0,1616533820.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2059,0.658,0.1045,66.472,99707641.0,49853820.0,174488371.0,1023441252.0,511720626.0,1791022191.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2060,0.67,0.0962,72.986,109478627.0,54739313.0,191587597.0,1132919879.0,566459940.0,1982609788.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2061,0.682,0.0885,80.13,120194489.0,60097245.0,210340356.0,1253114368.0,626557184.0,2192950145.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2062,0.694,0.0814,87.964,131945628.0,65972814.0,230904850.0,1385059997.0,692529998.0,2423854995.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2063,0.706,0.0749,96.554,144831019.0,72415510.0,253454283.0,1529891016.0,764945508.0,2677309278.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2064,0.718,0.069,105.973,158959016.0,79479508.0,278178279.0,1688850032.0,844425016.0,2955487557.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2065,0.73,0.0635,116.299,174448239.0,87224119.0,305284418.0,1863298271.0,931649136.0,3260771974.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2066,0.742,0.0584,127.619,191428534.0,95714267.0,334999934.0,2054726805.0,1027363402.0,3595771909.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2067,0.754,0.0537,140.028,210042033.0,105021017.0,367573558.0,2264768838.0,1132384419.0,3963345466.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2068,0.766,0.0494,153.63,230444306.0,115222153.0,403277536.0,2495213144.0,1247606572.0,4366623002.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2069,0.778,0.0455,168.537,252805623.0,126402812.0,442409840.0,2748018767.0,1374009384.0,4809032842.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2070,0.79,0.0419,184.875,277312334.0,138656167.0,485296584.0,3025331101.0,1512665550.0,5294329426.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2071,0.802,0.0385,202.779,304168376.0,152084188.0,532294658.0,3329499477.0,1664749738.0,5826624084.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2072,0.814,0.0354,222.398,333596925.0,166798463.0,583794620.0,3663096402.0,1831548201.0,6410418704.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2073,0.826,0.0326,243.895,365842198.0,182921099.0,640223847.0,4028938600.0,2014469300.0,7050642550.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2074,0.838,0.03,267.448,401171421.0,200585710.0,702049986.0,4430110021.0,2215055010.0,7752692537.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2075,0.85,0.0276,293.251,439876986.0,219938493.0,769784726.0,4869987007.0,2434993504.0,8522477263.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2076,0.862,0.0254,321.519,482278809.0,241139404.0,843987916.0,5352265816.0,2676132908.0,9366465178.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2077,0.874,0.0234,352.485,528726897.0,264363449.0,925272070.0,5880992713.0,2940496357.0,10291737249.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2078,0.886,0.0215,365.0,547500000.0,273750000.0,958125000.0,6428492713.0,3214246357.0,11249862249.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2079,0.898,0.0198,365.0,547500000.0,273750000.0,958125000.0,6975992713.0,3487996357.0,12207987249.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2080,0.91,0.0182,365.0,547500000.0,273750000.0,958125000.0,7523492713.0,3761746357.0,13166112249.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2081,0.922,0.0168,365.0,547500000.0,273750000.0,958125000.0,8070992713.0,4035496357.0,14124237249.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2082,0.934,0.0154,365.0,547500000.0,273750000.0,958125000.0,8618492713.0,4309246357.0,15082362249.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2083,0.946,0.0142,365.0,547500000.0,273750000.0,958125000.0,9165992713.0,4582996357.0,16040487249.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2084,0.958,0.0131,365.0,547500000.0,273750000.0,958125000.0,9713492713.0,4856746357.0,16998612249.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2085,0.97,0.012,365.0,547500000.0,273750000.0,958125000.0,10260992713.0,5130496357.0,17956737249.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2086,0.982,0.0111,365.0,547500000.0,273750000.0,958125000.0,10808492713.0,5404246357.0,18914862249.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2087,0.994,0.0102,365.0,547500000.0,273750000.0,958125000.0,11355992713.0,5677996357.0,19872987249.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2088,1.006,0.0094,365.0,547500000.0,273750000.0,958125000.0,11903492713.0,5951746357.0,20831112249.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2089,1.018,0.0086,365.0,547500000.0,273750000.0,958125000.0,12450992713.0,6225496357.0,21789237249.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2090,1.03,0.0079,365.0,547500000.0,273750000.0,958125000.0,12998492713.0,6499246357.0,22747362249.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2091,1.042,0.0073,365.0,547500000.0,273750000.0,958125000.0,13545992713.0,6772996357.0,23705487249.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2092,1.054,0.0067,365.0,547500000.0,273750000.0,958125000.0,14093492713.0,7046746357.0,24663612249.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2093,1.066,0.0062,365.0,547500000.0,273750000.0,958125000.0,14640992713.0,7320496357.0,25621737249.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2094,1.078,0.0057,365.0,547500000.0,273750000.0,958125000.0,15188492713.0,7594246357.0,26579862249.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2095,1.09,0.0052,365.0,547500000.0,273750000.0,958125000.0,15735992713.0,7867996357.0,27537987249.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2096,1.102,0.0048,365.0,547500000.0,273750000.0,958125000.0,16283492713.0,8141746357.0,28496112249.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2097,1.114,0.0044,365.0,547500000.0,273750000.0,958125000.0,16830992713.0,8415496357.0,29454237249.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2098,1.126,0.0041,365.0,547500000.0,273750000.0,958125000.0,17378492713.0,8689246357.0,30412362249.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2099,1.138,0.0038,365.0,547500000.0,273750000.0,958125000.0,17925992713.0,8962996357.0,31370487249.0,,,,,,,,,
Tagus floodplain (railway),Railway,SSP5-8.5,+Geoid,2100,1.15,0.0035,365.0,547500000.0,273750000.0,958125000.0,18473492713.0,9236746357.0,32328612249.0,,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2025,0.035,2.3538,2.273,2727560.0,1363780.0,4773230.0,2727560.0,1363780.0,4773230.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2026,0.042,2.2423,2.417,2900627.0,1450313.0,5076097.0,5628187.0,2814093.0,9849327.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2027,0.049,2.1361,2.57,3084161.0,1542080.0,5397282.0,8712348.0,4356174.0,15246608.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2028,0.056,2.0349,2.732,3278775.0,1639387.0,5737856.0,11991122.0,5995561.0,20984464.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2029,0.063,1.9385,2.904,3485116.0,1742558.0,6098954.0,15476239.0,7738119.0,27083418.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2030,0.07,1.8467,3.087,3703871.0,1851935.0,6481774.0,19180110.0,9590055.0,33565192.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2031,0.0765,1.7654,3.266,3918747.0,1959374.0,6857808.0,23098857.0,11549428.0,40423000.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2032,0.083,1.6876,3.455,4145562.0,2072781.0,7254734.0,27244419.0,13622210.0,47677733.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2033,0.0895,1.6132,3.654,4384960.0,2192480.0,7673680.0,31629379.0,15814690.0,55351414.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2034,0.096,1.5422,3.865,4637619.0,2318809.0,8115833.0,36266998.0,18133499.0,63467247.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2035,0.1025,1.4742,4.087,4904252.0,2452126.0,8582441.0,41171250.0,20585625.0,72049688.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2036,0.109,1.4093,4.321,5185612.0,2592806.0,9074820.0,46356862.0,23178431.0,81124508.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2037,0.1155,1.3472,4.569,5482488.0,2741244.0,9594354.0,51839350.0,25919675.0,90718862.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2038,0.122,1.2878,4.83,5795714.0,2897857.0,10142500.0,57635064.0,28817532.0,100861362.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2039,0.1285,1.2311,5.105,6126167.0,3063083.0,10720792.0,63761231.0,31880615.0,111582154.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2040,0.135,1.1769,5.396,6474768.0,3237384.0,11330844.0,70235999.0,35117999.0,122912998.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2041,0.1415,1.125,5.702,6842489.0,3421244.0,11974355.0,77078488.0,38539244.0,134887353.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2042,0.148,1.0755,6.025,7230351.0,3615176.0,12653115.0,84308839.0,42154419.0,147540468.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2043,0.1545,1.0281,6.366,7639431.0,3819715.0,13369003.0,91948269.0,45974135.0,160909471.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2044,0.161,0.9828,6.726,8070859.0,4035429.0,14124003.0,100019128.0,50009564.0,175033474.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2045,0.1675,0.9395,7.105,8525827.0,4262913.0,14920197.0,108544955.0,54272477.0,189953671.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2046,0.174,0.8981,7.505,9005588.0,4502794.0,15759779.0,117550543.0,58775271.0,205713450.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2047,0.1805,0.8585,7.926,9511462.0,4755731.0,16645058.0,127062005.0,63531002.0,222358508.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2048,0.187,0.8207,8.371,10044835.0,5022418.0,17578462.0,137106840.0,68553420.0,239936970.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2049,0.1935,0.7846,8.839,10607169.0,5303585.0,18562546.0,147714009.0,73857005.0,258499516.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2050,0.2,0.75,9.333,11200000.0,5600000.0,19600000.0,158914009.0,79457005.0,278099516.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2051,0.204,0.7295,9.651,11580674.0,5790337.0,20266180.0,170494683.0,85247342.0,298365696.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2052,0.208,0.7095,9.978,11973900.0,5986950.0,20954326.0,182468584.0,91234292.0,319320021.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2053,0.212,0.6901,10.317,12380084.0,6190042.0,21665146.0,194848667.0,97424334.0,340985168.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2054,0.216,0.6713,10.666,12799641.0,6399821.0,22399373.0,207648309.0,103824154.0,363384540.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2055,0.22,0.6529,11.028,13233005.0,6616503.0,23157759.0,220881314.0,110440657.0,386542299.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2056,0.224,0.6351,11.401,13680619.0,6840309.0,23941083.0,234561933.0,117280966.0,410483382.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2057,0.228,0.6177,11.786,14142942.0,7071471.0,24750149.0,248704875.0,124352437.0,435233531.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2058,0.232,0.6008,12.184,14620447.0,7310224.0,25585783.0,263325322.0,131662661.0,460819314.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2059,0.236,0.5844,12.595,15113623.0,7556812.0,26448841.0,278438945.0,139219473.0,487268155.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2060,0.24,0.5684,13.019,15622974.0,7811487.0,27340204.0,294061919.0,147030960.0,514608359.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2061,0.244,0.5529,13.458,16149018.0,8074509.0,28260781.0,310210937.0,155105469.0,542869140.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2062,0.248,0.5377,13.91,16692292.0,8346146.0,29211511.0,326903229.0,163451615.0,572080651.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2063,0.252,0.523,14.378,17253350.0,8626675.0,30193362.0,344156579.0,172078289.0,602274013.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2064,0.256,0.5087,14.861,17832760.0,8916380.0,31207331.0,361989339.0,180994670.0,633481344.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2065,0.26,0.4948,15.359,18431113.0,9215557.0,32254449.0,380420453.0,190210226.0,665735792.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2066,0.264,0.4813,15.874,19049016.0,9524508.0,33335777.0,399469468.0,199734734.0,699071570.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2067,0.268,0.4681,16.406,19687093.0,9843547.0,34452413.0,419156562.0,209578281.0,733523983.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2068,0.272,0.4553,16.955,20345992.0,10172996.0,35605487.0,439502554.0,219751277.0,769129470.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2069,0.276,0.4429,17.522,21026380.0,10513190.0,36796164.0,460528934.0,230264467.0,805925634.0,False,,,,,,,,
