section,section_type,scenario,variant,year,slr_m,return_period_yr,closure_days_yr,annual_cost_mid_eur,annual_cost_low_eur,annual_cost_high_eur,cumulative_cost_mid_eur,cumulative_cost_low_eur,cumulative_cost_high_eur,barrier_breached,option,annual_cost_low_M,annual_cost_mid_M,annual_cost_hi_M,cum_cost_low_bn,cum_cost_mid_bn,cum_cost_hi_bn,port
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2077,0.462,,3.5483,,,,,,,,3,0.0386,0.0727,0.1732,0.0007,0.0013,0.0032,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2078,0.468,,3.7221,,,,,,,,3,0.0404,0.0762,0.1817,0.0008,0.0014,0.0034,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2079,0.474,,3.9042,,,,,,,,3,0.0424,0.0799,0.1906,0.0008,0.0015,0.0036,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2080,0.48,,4.0951,,,,,,,,3,0.0445,0.0838,0.1999,0.0008,0.0016,0.0038,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2081,0.486,,4.2951,,,,,,,,3,0.0467,0.0879,0.2097,0.0009,0.0017,0.004,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2082,0.492,,4.5047,,,,,,,,3,0.049,0.0922,0.2199,0.0009,0.0018,0.0042,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2083,0.498,,4.7244,,,,,,,,3,0.0513,0.0967,0.2307,0.001,0.0019,0.0044,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2084,0.504,,4.9547,,,,,,,,3,0.0538,0.1014,0.2419,0.001,0.002,0.0047,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2085,0.51,,5.196,,,,,,,,3,0.0565,0.1064,0.2537,0.0011,0.0021,0.0049,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2086,0.516,,5.4488,,,,,,,,3,0.0592,0.1116,0.266,0.0012,0.0022,0.0052,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2087,0.522,,5.7137,,,,,,,,3,0.0621,0.117,0.279,0.0012,0.0023,0.0055,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2088,0.528,,5.9913,,,,,,,,3,0.0651,0.1227,0.2925,0.0013,0.0024,0.0058,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2089,0.534,,6.2822,,,,,,,,3,0.0683,0.1286,0.3067,0.0014,0.0025,0.0061,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2090,0.54,,6.587,,,,,,,,3,0.0716,0.1349,0.3216,0.0014,0.0027,0.0064,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2091,0.546,,6.9063,,,,,,,,3,0.0751,0.1414,0.3372,0.0015,0.0028,0.0067,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2092,0.552,,7.2409,,,,,,,,3,0.0787,0.1483,0.3535,0.0016,0.003,0.0071,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2093,0.558,,7.5914,,,,,,,,3,0.0825,0.1554,0.3707,0.0017,0.0031,0.0075,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2094,0.564,,7.9587,,,,,,,,3,0.0865,0.163,0.3886,0.0017,0.0033,0.0078,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2095,0.57,,8.3435,,,,,,,,3,0.0907,0.1708,0.4074,0.0018,0.0035,0.0083,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2096,0.576,,8.7465,,,,,,,,3,0.0951,0.1791,0.427,0.0019,0.0036,0.0087,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2097,0.582,,9.1688,,,,,,,,3,0.0996,0.1877,0.4477,0.002,0.0038,0.0091,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2098,0.588,,9.6112,,,,,,,,3,0.1044,0.1968,0.4693,0.0021,0.004,0.0096,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2099,0.594,,10.0746,,,,,,,,3,0.1095,0.2063,0.4919,0.0022,0.0042,0.0101,
Faro–Olhão (railway),Railway,SSP2-4.5,baseline,2100,0.6,,10.56,,,,,,,,3,0.1148,0.2162,0.5156,0.0024,0.0044,0.0106,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2025,0.2,,0.42,,,,,,,,1a,0.0046,0.0086,0.0205,0.0,0.0,0.0,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2026,0.21,,0.4566,,,,,,,,1a,0.005,0.0093,0.0223,0.0,0.0,0.0,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2027,0.22,,0.4962,,,,,,,,1a,0.0054,0.0102,0.0242,0.0,0.0,0.0001,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2028,0.23,,0.5392,,,,,,,,1a,0.0059,0.011,0.0263,0.0,0.0,0.0001,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2029,0.24,,0.5859,,,,,,,,1a,0.0064,0.012,0.0286,0.0,0.0001,0.0001,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2030,0.25,,0.6364,,,,,,,,1a,0.0069,0.013,0.0311,0.0,0.0001,0.0002,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2031,0.26,,0.6912,,,,,,,,1a,0.0075,0.0142,0.0337,0.0,0.0001,0.0002,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2032,0.27,,0.7505,,,,,,,,1a,0.0082,0.0154,0.0366,0.0,0.0001,0.0002,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2033,0.28,,0.8148,,,,,,,,1a,0.0089,0.0167,0.0398,0.0001,0.0001,0.0003,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2034,0.29,,0.8845,,,,,,,,1a,0.0096,0.0181,0.0432,0.0001,0.0001,0.0003,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2035,0.3,,0.96,,,,,,,,1a,0.0104,0.0197,0.0469,0.0001,0.0001,0.0004,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2036,0.31,,1.0418,,,,,,,,1a,0.0113,0.0213,0.0509,0.0001,0.0002,0.0004,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2037,0.32,,1.1303,,,,,,,,1a,0.0123,0.0231,0.0552,0.0001,0.0002,0.0005,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2038,0.33,,1.2262,,,,,,,,1a,0.0133,0.0251,0.0599,0.0001,0.0002,0.0005,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2039,0.34,,1.3301,,,,,,,,1a,0.0145,0.0272,0.0649,0.0001,0.0002,0.0006,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2040,0.35,,1.4425,,,,,,,,1a,0.0157,0.0295,0.0704,0.0001,0.0003,0.0007,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2041,0.36,,1.5642,,,,,,,,1a,0.017,0.032,0.0764,0.0002,0.0003,0.0007,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2042,0.37,,1.696,,,,,,,,1a,0.0184,0.0347,0.0828,0.0002,0.0003,0.0008,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2043,0.38,,1.8386,,,,,,,,1a,0.02,0.0376,0.0898,0.0002,0.0004,0.0009,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2044,0.39,,1.993,,,,,,,,1a,0.0217,0.0408,0.0973,0.0002,0.0004,0.001,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2045,0.4,,2.16,,,,,,,,1a,0.0235,0.0442,0.1055,0.0002,0.0005,0.0011,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2046,0.41,,2.3408,,,,,,,,1a,0.0254,0.0479,0.1143,0.0003,0.0005,0.0012,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2047,0.42,,2.5363,,,,,,,,1a,0.0276,0.0519,0.1238,0.0003,0.0006,0.0013,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2048,0.43,,2.7479,,,,,,,,1a,0.0299,0.0563,0.1342,0.0003,0.0006,0.0015,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2049,0.44,,2.9768,,,,,,,,1a,0.0324,0.061,0.1453,0.0004,0.0007,0.0016,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2050,0.45,,3.2244,,,,,,,,1a,0.035,0.066,0.1574,0.0004,0.0007,0.0018,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2051,0.456,,3.3826,,,,,,,,1a,0.0368,0.0693,0.1652,0.0004,0.0008,0.0019,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2052,0.462,,3.5483,,,,,,,,1a,0.0386,0.0727,0.1732,0.0005,0.0009,0.0021,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2053,0.468,,3.7221,,,,,,,,1a,0.0404,0.0762,0.1817,0.0005,0.001,0.0023,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2054,0.474,,3.9042,,,,,,,,1a,0.0424,0.0799,0.1906,0.0006,0.001,0.0025,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2055,0.48,,4.0951,,,,,,,,1a,0.0445,0.0838,0.1999,0.0006,0.0011,0.0027,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2056,0.486,,4.2951,,,,,,,,1a,0.0467,0.0879,0.2097,0.0006,0.0012,0.0029,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2057,0.492,,4.5047,,,,,,,,1a,0.049,0.0922,0.2199,0.0007,0.0013,0.0031,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2058,0.498,,4.7244,,,,,,,,1a,0.0513,0.0967,0.2307,0.0007,0.0014,0.0034,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2059,0.504,,4.9547,,,,,,,,1a,0.0538,0.1014,0.2419,0.0008,0.0015,0.0036,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2060,0.51,,5.196,,,,,,,,1a,0.0565,0.1064,0.2537,0.0009,0.0016,0.0038,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2061,0.516,,5.4488,,,,,,,,1a,0.0592,0.1116,0.266,0.0009,0.0017,0.0041,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2062,0.522,,5.7137,,,,,,,,1a,0.0621,0.117,0.279,0.001,0.0018,0.0044,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2063,0.528,,5.9913,,,,,,,,1a,0.0651,0.1227,0.2925,0.001,0.002,0.0047,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2064,0.534,,6.2822,,,,,,,,1a,0.0683,0.1286,0.3067,0.0011,0.0021,0.005,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2065,0.54,,6.587,,,,,,,,1a,0.0716,0.1349,0.3216,0.0012,0.0022,0.0053,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2066,0.546,,6.9063,,,,,,,,1a,0.0751,0.1414,0.3372,0.0013,0.0024,0.0057,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2067,0.552,,7.2409,,,,,,,,1a,0.0787,0.1483,0.3535,0.0013,0.0025,0.006,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2068,0.558,,7.5914,,,,,,,,1a,0.0825,0.1554,0.3707,0.0014,0.0027,0.0064,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2069,0.564,,7.9587,,,,,,,,1a,0.0865,0.163,0.3886,0.0015,0.0028,0.0068,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2070,0.57,,8.3435,,,,,,,,1a,0.0907,0.1708,0.4074,0.0016,0.003,0.0072,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2071,0.576,,8.7465,,,,,,,,1a,0.0951,0.1791,0.427,0.0017,0.0032,0.0076,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2072,0.582,,9.1688,,,,,,,,1a,0.0996,0.1877,0.4477,0.0018,0.0034,0.008,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2073,0.588,,9.6112,,,,,,,,1a,0.1044,0.1968,0.4693,0.0019,0.0036,0.0085,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2074,0.594,,10.0746,,,,,,,,1a,0.1095,0.2063,0.4919,0.002,0.0038,0.009,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2075,0.6,,10.56,,,,,,,,1a,0.1148,0.2162,0.5156,0.0021,0.004,0.0095,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2076,0.606,,11.0685,,,,,,,,1a,0.1203,0.2266,0.5404,0.0022,0.0042,0.0101,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2077,0.612,,11.6011,,,,,,,,1a,0.1261,0.2375,0.5664,0.0024,0.0045,0.0106,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2078,0.618,,12.159,,,,,,,,1a,0.1321,0.249,0.5937,0.0025,0.0047,0.0112,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2079,0.624,,12.7434,,,,,,,,1a,0.1385,0.2609,0.6222,0.0026,0.005,0.0118,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2080,0.63,,13.3555,,,,,,,,1a,0.1451,0.2735,0.6521,0.0028,0.0052,0.0125,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2081,0.636,,13.9965,,,,,,,,1a,0.1521,0.2866,0.6834,0.0029,0.0055,0.0132,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2082,0.642,,14.668,,,,,,,,1a,0.1594,0.3003,0.7162,0.0031,0.0058,0.0139,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2083,0.648,,15.3712,,,,,,,,1a,0.167,0.3147,0.7505,0.0033,0.0061,0.0146,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2084,0.654,,16.1077,,,,,,,,1a,0.1751,0.3298,0.7865,0.0034,0.0065,0.0154,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2085,0.66,,16.879,,,,,,,,1a,0.1834,0.3456,0.8241,0.0036,0.0068,0.0163,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2086,0.666,,17.6868,,,,,,,,1a,0.1922,0.3621,0.8636,0.0038,0.0072,0.0171,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2087,0.672,,18.5328,,,,,,,,1a,0.2014,0.3795,0.9049,0.004,0.0076,0.018,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2088,0.678,,19.4187,,,,,,,,1a,0.211,0.3976,0.9481,0.0042,0.008,0.019,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2089,0.684,,20.3464,,,,,,,,1a,0.2211,0.4166,0.9934,0.0044,0.0084,0.02,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2090,0.69,,21.3179,,,,,,,,1a,0.2317,0.4365,1.0408,0.0047,0.0088,0.021,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2091,0.696,,22.3353,,,,,,,,1a,0.2427,0.4573,1.0905,0.0049,0.0093,0.0221,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2092,0.702,,23.4006,,,,,,,,1a,0.2543,0.4791,1.1425,0.0052,0.0097,0.0232,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2093,0.708,,24.5161,,,,,,,,1a,0.2664,0.502,1.197,0.0054,0.0102,0.0244,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2094,0.714,,25.6841,,,,,,,,1a,0.2791,0.5259,1.254,0.0057,0.0108,0.0257,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2095,0.72,,26.9071,,,,,,,,1a,0.2924,0.5509,1.3137,0.006,0.0113,0.027,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2096,0.726,,28.1877,,,,,,,,1a,0.3063,0.5771,1.3763,0.0063,0.0119,0.0284,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2097,0.732,,29.5285,,,,,,,,1a,0.3209,0.6046,1.4417,0.0066,0.0125,0.0298,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2098,0.738,,30.9324,,,,,,,,1a,0.3362,0.6333,1.5103,0.007,0.0131,0.0313,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2099,0.744,,32.4022,,,,,,,,1a,0.3521,0.6634,1.582,0.0073,0.0138,0.0329,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2100,0.75,,33.9411,,,,,,,,1a,0.3689,0.6949,1.6572,0.0077,0.0145,0.0346,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2025,0.2,,0.42,,,,,,,,1b,0.0046,0.0086,0.0205,0.0,0.0,0.0,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2026,0.21,,0.4566,,,,,,,,1b,0.005,0.0093,0.0223,0.0,0.0,0.0,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2027,0.22,,0.4962,,,,,,,,1b,0.0054,0.0102,0.0242,0.0,0.0,0.0001,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2028,0.23,,0.5392,,,,,,,,1b,0.0059,0.011,0.0263,0.0,0.0,0.0001,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2029,0.24,,0.5859,,,,,,,,1b,0.0064,0.012,0.0286,0.0,0.0001,0.0001,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2030,0.25,,0.6364,,,,,,,,1b,0.0069,0.013,0.0311,0.0,0.0001,0.0002,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2031,0.26,,0.6912,,,,,,,,1b,0.0075,0.0142,0.0337,0.0,0.0001,0.0002,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2032,0.27,,0.7505,,,,,,,,1b,0.0082,0.0154,0.0366,0.0,0.0001,0.0002,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2033,0.28,,0.8148,,,,,,,,1b,0.0089,0.0167,0.0398,0.0001,0.0001,0.0003,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2034,0.29,,0.8845,,,,,,,,1b,0.0096,0.0181,0.0432,0.0001,0.0001,0.0003,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2035,0.3,,0.96,,,,,,,,1b,0.0104,0.0197,0.0469,0.0001,0.0001,0.0004,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2036,0.31,,1.0418,,,,,,,,1b,0.0113,0.0213,0.0509,0.0001,0.0002,0.0004,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2037,0.32,,1.1303,,,,,,,,1b,0.0123,0.0231,0.0552,0.0001,0.0002,0.0005,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2038,0.33,,1.2262,,,,,,,,1b,0.0133,0.0251,0.0599,0.0001,0.0002,0.0005,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2039,0.34,,1.3301,,,,,,,,1b,0.0145,0.0272,0.0649,0.0001,0.0002,0.0006,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2040,0.35,,1.4425,,,,,,,,1b,0.0157,0.0295,0.0704,0.0001,0.0003,0.0007,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2041,0.36,,1.5642,,,,,,,,1b,0.017,0.032,0.0764,0.0002,0.0003,0.0007,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2042,0.37,,1.696,,,,,,,,1b,0.0184,0.0347,0.0828,0.0002,0.0003,0.0008,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2043,0.38,,1.8386,,,,,,,,1b,0.02,0.0376,0.0898,0.0002,0.0004,0.0009,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2044,0.39,,1.993,,,,,,,,1b,0.0217,0.0408,0.0973,0.0002,0.0004,0.001,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2045,0.4,,2.16,,,,,,,,1b,0.0235,0.0442,0.1055,0.0002,0.0005,0.0011,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2046,0.41,,2.3408,,,,,,,,1b,0.0254,0.0479,0.1143,0.0003,0.0005,0.0012,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2047,0.42,,2.5363,,,,,,,,1b,0.0276,0.0519,0.1238,0.0003,0.0006,0.0013,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2048,0.43,,2.7479,,,,,,,,1b,0.0299,0.0563,0.1342,0.0003,0.0006,0.0015,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2049,0.44,,2.9768,,,,,,,,1b,0.0324,0.061,0.1453,0.0004,0.0007,0.0016,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2050,0.45,,3.2244,,,,,,,,1b,0.035,0.066,0.1574,0.0004,0.0007,0.0018,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2051,0.456,,3.3826,,,,,,,,1b,0.0368,0.0693,0.1652,0.0004,0.0008,0.0019,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2052,0.462,,3.5483,,,,,,,,1b,0.0386,0.0727,0.1732,0.0005,0.0009,0.0021,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2053,0.468,,3.7221,,,,,,,,1b,0.0404,0.0762,0.1817,0.0005,0.001,0.0023,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2054,0.474,,3.9042,,,,,,,,1b,0.0424,0.0799,0.1906,0.0006,0.001,0.0025,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2055,0.48,,4.0951,,,,,,,,1b,0.0445,0.0838,0.1999,0.0006,0.0011,0.0027,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2056,0.486,,4.2951,,,,,,,,1b,0.0467,0.0879,0.2097,0.0006,0.0012,0.0029,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2057,0.492,,4.5047,,,,,,,,1b,0.049,0.0922,0.2199,0.0007,0.0013,0.0031,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2058,0.498,,4.7244,,,,,,,,1b,0.0513,0.0967,0.2307,0.0007,0.0014,0.0034,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2059,0.504,,4.9547,,,,,,,,1b,0.0538,0.1014,0.2419,0.0008,0.0015,0.0036,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2060,0.51,,5.196,,,,,,,,1b,0.0565,0.1064,0.2537,0.0009,0.0016,0.0038,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2061,0.516,,5.4488,,,,,,,,1b,0.0592,0.1116,0.266,0.0009,0.0017,0.0041,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2062,0.522,,5.7137,,,,,,,,1b,0.0621,0.117,0.279,0.001,0.0018,0.0044,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2063,0.528,,5.9913,,,,,,,,1b,0.0651,0.1227,0.2925,0.001,0.002,0.0047,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2064,0.534,,6.2822,,,,,,,,1b,0.0683,0.1286,0.3067,0.0011,0.0021,0.005,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2065,0.54,,6.587,,,,,,,,1b,0.0716,0.1349,0.3216,0.0012,0.0022,0.0053,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2066,0.546,,6.9063,,,,,,,,1b,0.0751,0.1414,0.3372,0.0013,0.0024,0.0057,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2067,0.552,,7.2409,,,,,,,,1b,0.0787,0.1483,0.3535,0.0013,0.0025,0.006,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2068,0.558,,7.5914,,,,,,,,1b,0.0825,0.1554,0.3707,0.0014,0.0027,0.0064,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2069,0.564,,7.9587,,,,,,,,1b,0.0865,0.163,0.3886,0.0015,0.0028,0.0068,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2070,0.57,,8.3435,,,,,,,,1b,0.0907,0.1708,0.4074,0.0016,0.003,0.0072,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2071,0.576,,8.7465,,,,,,,,1b,0.0951,0.1791,0.427,0.0017,0.0032,0.0076,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2072,0.582,,9.1688,,,,,,,,1b,0.0996,0.1877,0.4477,0.0018,0.0034,0.008,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2073,0.588,,9.6112,,,,,,,,1b,0.1044,0.1968,0.4693,0.0019,0.0036,0.0085,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2074,0.594,,10.0746,,,,,,,,1b,0.1095,0.2063,0.4919,0.002,0.0038,0.009,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2075,0.6,,10.56,,,,,,,,1b,0.1148,0.2162,0.5156,0.0021,0.004,0.0095,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2076,0.606,,11.0685,,,,,,,,1b,0.1203,0.2266,0.5404,0.0022,0.0042,0.0101,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2077,0.612,,11.6011,,,,,,,,1b,0.1261,0.2375,0.5664,0.0024,0.0045,0.0106,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2078,0.618,,12.159,,,,,,,,1b,0.1321,0.249,0.5937,0.0025,0.0047,0.0112,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2079,0.624,,12.7434,,,,,,,,1b,0.1385,0.2609,0.6222,0.0026,0.005,0.0118,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2080,0.63,,13.3555,,,,,,,,1b,0.1451,0.2735,0.6521,0.0028,0.0052,0.0125,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2081,0.636,,13.9965,,,,,,,,1b,0.1521,0.2866,0.6834,0.0029,0.0055,0.0132,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2082,0.642,,14.668,,,,,,,,1b,0.1594,0.3003,0.7162,0.0031,0.0058,0.0139,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2083,0.648,,15.3712,,,,,,,,1b,0.167,0.3147,0.7505,0.0033,0.0061,0.0146,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2084,0.654,,16.1077,,,,,,,,1b,0.1751,0.3298,0.7865,0.0034,0.0065,0.0154,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2085,0.66,,16.879,,,,,,,,1b,0.1834,0.3456,0.8241,0.0036,0.0068,0.0163,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2086,0.666,,17.6868,,,,,,,,1b,0.1922,0.3621,0.8636,0.0038,0.0072,0.0171,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2087,0.672,,18.5328,,,,,,,,1b,0.2014,0.3795,0.9049,0.004,0.0076,0.018,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2088,0.678,,19.4187,,,,,,,,1b,0.211,0.3976,0.9481,0.0042,0.008,0.019,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2089,0.684,,20.3464,,,,,,,,1b,0.2211,0.4166,0.9934,0.0044,0.0084,0.02,
Faro–Olhão (railway),Railway,SSP2-4.5,+geoid,2090,0.69,,21.3179,,,,,,,,1b,0.2317,0.4365,1.0408,0.0047,0.0088,0.021,
