idx,lat,lon,elev_m,below_threshold,flood_zone
164,38.95428,-8.99311,20.633,False,Alverca / Vila Franca de Xira (events: 2026)
165,38.953402,-8.993351,23.974,False,Alverca / Vila Franca de Xira (events: 2026)
166,38.952507,-8.993452,27.139,False,Alverca / Vila Franca de Xira (events: 2026)
167,38.95195,-8.993409,31.101,False,Alverca / Vila Franca de Xira (events: 2026)
168,38.952821,-8.993121,24.053,False,Alverca / Vila Franca de Xira (events: 2026)
169,38.953691,-8.992832,20.49,False,Alverca / Vila Franca de Xira (events: 2026)
170,38.954562,-8.992543,18.874,False,Alverca / Vila Franca de Xira (events: 2026)
171,38.955433,-8.992255,30.037,False,Alverca / Vila Franca de Xira (events: 2026)
172,38.956298,-8.991948,46.596,False,Alverca / Vila Franca de Xira (events: 2026)
173,38.957042,-8.9913,48.672,False,Alverca / Vila Franca de Xira (events: 2026)
174,38.95778,-8.990639,43.231,False,Alverca / Vila Franca de Xira (events: 2026)
175,38.958418,-8.989825,41.526,False,Alverca / Vila Franca de Xira (events: 2026)
176,38.959056,-8.98901,38.004,False,Alverca / Vila Franca de Xira (events: 2026)
177,38.959144,-8.989103,39.517,False,Alverca / Vila Franca de Xira (events: 2026)
178,38.958521,-8.989937,42.501,False,Alverca / Vila Franca de Xira (events: 2026)
179,38.957883,-8.990752,44.844,False,Alverca / Vila Franca de Xira (events: 2026)
180,38.957147,-8.991416,49.42,False,Alverca / Vila Franca de Xira (events: 2026)
181,38.956392,-8.992041,47.989,False,Alverca / Vila Franca de Xira (events: 2026)
182,38.956917,-8.991435,50.244,False,Alverca / Vila Franca de Xira (events: 2026)
183,38.957601,-8.990684,42.842,False,Alverca / Vila Franca de Xira (events: 2026)
184,38.958285,-8.989933,41.339,False,Alverca / Vila Franca de Xira (events: 2026)
185,38.958969,-8.989182,39.465,False,Alverca / Vila Franca de Xira (events: 2026)
186,38.959597,-8.988497,34.434,False,Alverca / Vila Franca de Xira (events: 2026)
187,38.95977,-8.988048,31.116,False,Alverca / Vila Franca de Xira (events: 2026)
188,38.960409,-8.987236,28.964,False,Alverca / Vila Franca de Xira (events: 2026)
189,38.961108,-8.986529,27.763,False,Alverca / Vila Franca de Xira (events: 2026)
190,38.961956,-8.986143,25.828,False,Alverca / Vila Franca de Xira (events: 2026)
191,38.962804,-8.985758,16.049,False,Alverca / Vila Franca de Xira (events: 2026)
192,38.963652,-8.985373,14.603,False,Alverca / Vila Franca de Xira (events: 2026)
193,38.9645,-8.984987,12.274,False,Alverca / Vila Franca de Xira (events: 2026)
194,38.965348,-8.984602,10.669,False,Alverca / Vila Franca de Xira (events: 2026)
195,38.966196,-8.984217,9.569,False,Alverca / Vila Franca de Xira (events: 2026)
196,38.967044,-8.983832,10.483,False,Alverca / Vila Franca de Xira (events: 2026)
197,38.967892,-8.983446,10.856,False,Alverca / Vila Franca de Xira (events: 2026)
198,38.96874,-8.983061,10.68,False,Alverca / Vila Franca de Xira (events: 2026)
199,38.969588,-8.982676,11.271,False,Alverca / Vila Franca de Xira (events: 2026)
200,38.970436,-8.98229,10.413,False,Alverca / Vila Franca de Xira (events: 2026)
201,38.971285,-8.981905,9.457,False,Alverca / Vila Franca de Xira (events: 2026)
202,38.972133,-8.98152,12.407,False,Alverca / Vila Franca de Xira (events: 2026)
203,38.972981,-8.981134,14.131,False,Alverca / Vila Franca de Xira (events: 2026)
204,38.973829,-8.980749,16.971,False,Alverca / Vila Franca de Xira (events: 2026)
205,38.974677,-8.980364,17.737,False,Alverca / Vila Franca de Xira (events: 2026)
206,38.975525,-8.979978,21.297,False,"Carregado / Azambuja (events: 2022, 2026)"
207,38.976373,-8.979593,20.618,False,"Carregado / Azambuja (events: 2022, 2026)"
208,38.977221,-8.979208,18.542,False,"Carregado / Azambuja (events: 2022, 2026)"
209,38.978069,-8.978823,18.751,False,"Carregado / Azambuja (events: 2022, 2026)"
210,38.978917,-8.978437,16.463,False,"Carregado / Azambuja (events: 2022, 2026)"
211,38.979765,-8.978052,20.906,False,"Carregado / Azambuja (events: 2022, 2026)"
212,38.980613,-8.977667,22.216,False,"Carregado / Azambuja (events: 2022, 2026)"
213,38.981461,-8.977281,21.469,False,"Carregado / Azambuja (events: 2022, 2026)"
214,38.982309,-8.976896,24.494,False,"Carregado / Azambuja (events: 2022, 2026)"
215,38.983157,-8.976511,26.212,False,"Carregado / Azambuja (events: 2022, 2026)"
216,38.984006,-8.976125,24.657,False,"Carregado / Azambuja (events: 2022, 2026)"
217,38.984854,-8.97574,21.967,False,"Carregado / Azambuja (events: 2022, 2026)"
218,38.985702,-8.975355,18.861,False,"Carregado / Azambuja (events: 2022, 2026)"
219,38.98655,-8.974969,21.536,False,"Carregado / Azambuja (events: 2022, 2026)"
220,38.987398,-8.974584,32.13,False,"Carregado / Azambuja (events: 2022, 2026)"
221,38.988246,-8.974199,40.474,False,"Carregado / Azambuja (events: 2022, 2026)"
222,38.989094,-8.973814,32.508,False,"Carregado / Azambuja (events: 2022, 2026)"
223,38.989942,-8.973428,22.811,False,"Carregado / Azambuja (events: 2022, 2026)"
224,38.99079,-8.973043,19.087,False,"Carregado / Azambuja (events: 2022, 2026)"
225,38.991638,-8.972658,19.14,False,"Carregado / Azambuja (events: 2022, 2026)"
226,38.992486,-8.972272,19.141,False,"Carregado / Azambuja (events: 2022, 2026)"
227,38.993334,-8.971887,16.951,False,"Carregado / Azambuja (events: 2022, 2026)"
228,38.994182,-8.971502,14.294,False,"Carregado / Azambuja (events: 2022, 2026)"
229,38.99503,-8.971116,13.628,False,"Carregado / Azambuja (events: 2022, 2026)"
230,38.995878,-8.970731,13.27,False,"Carregado / Azambuja (events: 2022, 2026)"
231,38.996727,-8.970346,11.359,False,"Carregado / Azambuja (events: 2022, 2026)"
232,38.997575,-8.96996,9.767,False,"Carregado / Azambuja (events: 2022, 2026)"
233,38.998423,-8.969575,9.482,False,"Carregado / Azambuja (events: 2022, 2026)"
234,38.999271,-8.96919,7.847,False,"Carregado / Azambuja (events: 2022, 2026)"
235,39.000119,-8.968805,7.143,False,"Carregado / Azambuja (events: 2022, 2026)"
236,39.000967,-8.968419,7.228,False,"Carregado / Azambuja (events: 2022, 2026)"
237,39.001815,-8.968034,5.561,False,"Carregado / Azambuja (events: 2022, 2026)"
238,39.002663,-8.967649,5.222,False,"Carregado / Azambuja (events: 2022, 2026)"
239,39.003511,-8.967263,6.59,False,"Carregado / Azambuja (events: 2022, 2026)"
240,39.004359,-8.966878,6.206,False,"Carregado / Azambuja (events: 2022, 2026)"
241,39.005207,-8.966493,4.777,True,"Carregado / Azambuja (events: 2022, 2026)"
242,39.006055,-8.966107,3.677,True,"Carregado / Azambuja (events: 2022, 2026)"
243,39.006903,-8.965722,3.403,True,"Carregado / Azambuja (events: 2022, 2026)"
244,39.007751,-8.965337,5.526,False,"Carregado / Azambuja (events: 2022, 2026)"
245,39.008599,-8.964951,4.702,True,"Carregado / Azambuja (events: 2022, 2026)"
246,39.009447,-8.964566,3.594,True,"Carregado / Azambuja (events: 2022, 2026)"
247,39.010296,-8.964181,4.123,True,"Carregado / Azambuja (events: 2022, 2026)"
248,39.011144,-8.963796,5.123,False,"Carregado / Azambuja (events: 2022, 2026)"
