year,scenario,slr_m,nuts3,buildings,storeys,value_eur
2049,ssp585,0.3865,Região de Leiria,0.4,2.0,176785.0
2049,ssp585,0.3865,Terras de Trás-os-Montes,0.0,2.0,0.0
2049,ssp585,0.3865,Tâmega e Sousa,0.0,2.0,0.0
2049,ssp585,0.3865,Viseu Dão Lafões,0.0,2.0,0.0
2049,ssp585,0.3865,Área Metropolitana do Porto,30.0,4.0,23866040.0
2050,ssp585,0.4,Alentejo Central,0.0,2.0,0.0
2050,ssp585,0.4,Alentejo Litoral,332.1,1.5,99070583.0
2050,ssp585,0.4,Algarve,2374.3,3.0,1416758836.0
2050,ssp585,0.4,Alto Alentejo,0.0,2.0,0.0
2050,ssp585,0.4,Alto Minho,33.6,1.5,10023737.0
2050,ssp585,0.4,Alto Tâmega e Barroso,0.0,2.0,0.0
2050,ssp585,0.4,Ave,0.0,2.0,0.0
2050,ssp585,0.4,Baixo Alentejo,0.0,1.5,0.0
2050,ssp585,0.4,Beira Baixa,0.0,2.0,0.0
2050,ssp585,0.4,Beiras e Serra da Estrela,0.0,2.0,0.0
2050,ssp585,0.4,Cávado,16.1,2.5,8029007.0
2050,ssp585,0.4,Douro,0.0,2.0,0.0
2050,ssp585,0.4,Grande Lisboa,14145.8,5.0,14067999203.0
2050,ssp585,0.4,Lezíria do Tejo,239.3,1.5,71394816.0
2050,ssp585,0.4,Médio Tejo,0.0,2.0,0.0
2050,ssp585,0.4,Oeste,94.1,2.5,46803956.0
2050,ssp585,0.4,Península de Setúbal,1899.4,3.0,1133371711.0
2050,ssp585,0.4,Região de Aveiro,5633.8,2.5,2801405325.0
2050,ssp585,0.4,Região de Coimbra,939.8,2.5,467332416.0
2050,ssp585,0.4,Região de Leiria,0.4,2.0,176785.0
2050,ssp585,0.4,Terras de Trás-os-Montes,0.0,2.0,0.0
2050,ssp585,0.4,Tâmega e Sousa,0.0,2.0,0.0
2050,ssp585,0.4,Viseu Dão Lafões,0.0,2.0,0.0
2050,ssp585,0.4,Área Metropolitana do Porto,32.2,4.0,25633895.0
2051,ssp585,0.412,Alentejo Central,0.0,2.0,0.0
2051,ssp585,0.412,Alentejo Litoral,342.1,1.5,102060467.0
2051,ssp585,0.412,Algarve,2480.8,3.0,1480313216.0
2051,ssp585,0.412,Alto Alentejo,0.0,2.0,0.0
2051,ssp585,0.412,Alto Minho,35.7,1.5,10660164.0
2051,ssp585,0.412,Alto Tâmega e Barroso,0.0,2.0,0.0
2051,ssp585,0.412,Ave,0.0,2.0,0.0
2051,ssp585,0.412,Baixo Alentejo,0.0,1.5,0.0
2051,ssp585,0.412,Beira Baixa,0.0,2.0,0.0
2051,ssp585,0.412,Beiras e Serra da Estrela,0.0,2.0,0.0
2051,ssp585,0.412,Cávado,17.3,2.5,8618292.0
2051,ssp585,0.412,Douro,0.0,2.0,0.0
2051,ssp585,0.412,Grande Lisboa,14837.3,5.0,14755694719.0
2051,ssp585,0.412,Lezíria do Tejo,253.6,1.5,75664185.0
2051,ssp585,0.412,Médio Tejo,0.0,2.0,0.0
2051,ssp585,0.412,Oeste,98.4,2.5,48925382.0
2051,ssp585,0.412,Península de Setúbal,1985.0,3.0,1184462715.0
2051,ssp585,0.412,Região de Aveiro,5866.4,2.5,2917052494.0
2051,ssp585,0.412,Região de Coimbra,959.0,2.5,476849368.0
2051,ssp585,0.412,Região de Leiria,0.5,2.0,206250.0
2051,ssp585,0.412,Terras de Trás-os-Montes,0.0,2.0,0.0
2051,ssp585,0.412,Tâmega e Sousa,0.0,2.0,0.0
2051,ssp585,0.412,Viseu Dão Lafões,0.0,2.0,0.0
2051,ssp585,0.412,Área Metropolitana do Porto,34.1,4.0,27107107.0
2052,ssp585,0.424,Alentejo Central,0.0,2.0,0.0
2052,ssp585,0.424,Alentejo Litoral,352.2,1.5,105070240.0
2052,ssp585,0.424,Algarve,2593.7,3.0,1547668483.0
2052,ssp585,0.424,Alto Alentejo,0.0,2.0,0.0
2052,ssp585,0.424,Alto Minho,38.0,1.5,11336369.0
2052,ssp585,0.424,Alto Tâmega e Barroso,0.0,2.0,0.0
2052,ssp585,0.424,Ave,0.0,2.0,0.0
2052,ssp585,0.424,Baixo Alentejo,0.0,1.5,0.0
2052,ssp585,0.424,Beira Baixa,0.0,2.0,0.0
2052,ssp585,0.424,Beiras e Serra da Estrela,0.0,2.0,0.0
2052,ssp585,0.424,Cávado,18.5,2.5,9207577.0
2052,ssp585,0.424,Douro,0.0,2.0,0.0
2052,ssp585,0.424,Grande Lisboa,15544.2,5.0,15458711644.0
2052,ssp585,0.424,Lezíria do Tejo,268.7,1.5,80172215.0
2052,ssp585,0.424,Médio Tejo,0.0,2.0,0.0
2052,ssp585,0.424,Oeste,103.1,2.5,51267789.0
2052,ssp585,0.424,Península de Setúbal,2075.7,3.0,1238559072.0
2052,ssp585,0.424,Região de Aveiro,6081.5,2.5,3024044539.0
2052,ssp585,0.424,Região de Coimbra,978.5,2.5,486543105.0
2052,ssp585,0.424,Região de Leiria,0.5,2.0,206250.0
2052,ssp585,0.424,Terras de Trás-os-Montes,0.0,2.0,0.0
2052,ssp585,0.424,Tâmega e Sousa,0.0,2.0,0.0
2052,ssp585,0.424,Viseu Dão Lafões,0.0,2.0,0.0
2052,ssp585,0.424,Área Metropolitana do Porto,34.8,4.0,27696392.0
2053,ssp585,0.436,Alentejo Central,0.0,2.0,0.0
2053,ssp585,0.436,Alentejo Litoral,362.1,1.5,108040236.0
2053,ssp585,0.436,Algarve,2701.3,3.0,1611841613.0
2053,ssp585,0.436,Alto Alentejo,0.0,2.0,0.0
2053,ssp585,0.436,Alto Minho,40.2,1.5,11986056.0
2053,ssp585,0.436,Alto Tâmega e Barroso,0.0,2.0,0.0
2053,ssp585,0.436,Ave,0.0,2.0,0.0
2053,ssp585,0.436,Baixo Alentejo,0.0,1.5,0.0
2053,ssp585,0.436,Beira Baixa,0.0,2.0,0.0
2053,ssp585,0.436,Beiras e Serra da Estrela,0.0,2.0,0.0
2053,ssp585,0.436,Cávado,19.6,2.5,9723201.0
2053,ssp585,0.436,Douro,0.0,2.0,0.0
2053,ssp585,0.436,Grande Lisboa,16267.7,5.0,16178228547.0
2053,ssp585,0.436,Lezíria do Tejo,285.1,1.5,85060334.0
2053,ssp585,0.436,Médio Tejo,0.0,2.0,0.0
2053,ssp585,0.436,Oeste,108.0,2.5,53698590.0
2053,ssp585,0.436,Península de Setúbal,2177.6,3.0,1299373277.0
2053,ssp585,0.436,Região de Aveiro,6302.6,2.5,3133983009.0
2053,ssp585,0.436,Região de Coimbra,997.0,2.5,495735950.0
2053,ssp585,0.436,Região de Leiria,0.5,2.0,206250.0
2053,ssp585,0.436,Terras de Trás-os-Montes,0.0,2.0,0.0
2053,ssp585,0.436,Tâmega e Sousa,0.0,2.0,0.0
2053,ssp585,0.436,Viseu Dão Lafões,0.0,2.0,0.0
2053,ssp585,0.436,Área Metropolitana do Porto,36.3,4.0,28874962.0
2054,ssp585,0.448,Alentejo Central,0.0,2.0,0.0
2054,ssp585,0.448,Alentejo Litoral,371.2,1.5,110758313.0
2054,ssp585,0.448,Algarve,2818.1,3.0,1681583484.0
2054,ssp585,0.448,Alto Alentejo,0.0,2.0,0.0
2054,ssp585,0.448,Alto Minho,42.7,1.5,12728555.0
2054,ssp585,0.448,Alto Tâmega e Barroso,0.0,2.0,0.0
2054,ssp585,0.448,Ave,0.0,2.0,0.0
2054,ssp585,0.448,Baixo Alentejo,0.0,1.5,0.0
2054,ssp585,0.448,Beira Baixa,0.0,2.0,0.0
2054,ssp585,0.448,Beiras e Serra da Estrela,0.0,2.0,0.0
2054,ssp585,0.448,Cávado,21.5,2.5,10680789.0
2054,ssp585,0.448,Douro,0.0,2.0,0.0
2054,ssp585,0.448,Grande Lisboa,17004.8,5.0,16911299004.0
2054,ssp585,0.448,Lezíria do Tejo,302.1,1.5,90134077.0
2054,ssp585,0.448,Médio Tejo,0.0,2.0,0.0
2054,ssp585,0.448,Oeste,113.1,2.5,56217783.0
2054,ssp585,0.448,Península de Setúbal,2281.3,3.0,1361248195.0
2054,ssp585,0.448,Região de Aveiro,6535.2,2.5,3249630178.0
2054,ssp585,0.448,Região de Coimbra,1015.8,2.5,505105580.0
2054,ssp585,0.448,Região de Leiria,0.5,2.0,206250.0
2054,ssp585,0.448,Terras de Trás-os-Montes,0.0,2.0,0.0
2054,ssp585,0.448,Tâmega e Sousa,0.0,2.0,0.0
2054,ssp585,0.448,Viseu Dão Lafões,0.0,2.0,0.0
2054,ssp585,0.448,Área Metropolitana do Porto,37.8,4.0,30053532.0
2055,ssp585,0.46,Alentejo Central,0.0,2.0,0.0
2055,ssp585,0.46,Alentejo Litoral,380.1,1.5,113410095.0
2055,ssp585,0.46,Algarve,2938.7,3.0,1753535175.0
2055,ssp585,0.46,Alto Alentejo,0.0,2.0,0.0
2055,ssp585,0.46,Alto Minho,45.0,1.5,13431277.0
2055,ssp585,0.46,Alto Tâmega e Barroso,0.0,2.0,0.0
2055,ssp585,0.46,Ave,0.0,2.0,0.0
2055,ssp585,0.46,Baixo Alentejo,0.0,1.5,0.0
2055,ssp585,0.46,Beira Baixa,0.0,2.0,0.0
2055,ssp585,0.46,Beiras e Serra da Estrela,0.0,2.0,0.0
2055,ssp585,0.46,Cávado,23.4,2.5,11638377.0
2055,ssp585,0.46,Douro,0.0,2.0,0.0
2055,ssp585,0.46,Grande Lisboa,17766.2,5.0,17668530143.0
2055,ssp585,0.46,Lezíria do Tejo,320.0,1.5,95472998.0
2055,ssp585,0.46,Médio Tejo,0.0,2.0,0.0
2055,ssp585,0.46,Oeste,117.9,2.5,58604387.0
2055,ssp585,0.46,Península de Setúbal,2374.6,3.0,1416935621.0
2055,ssp585,0.46,Região de Aveiro,6761.5,2.5,3362146769.0
2055,ssp585,0.46,Região de Coimbra,1034.7,2.5,514504675.0
2055,ssp585,0.46,Região de Leiria,0.5,2.0,206250.0
2055,ssp585,0.46,Terras de Trás-os-Montes,0.0,2.0,0.0
2055,ssp585,0.46,Tâmega e Sousa,0.0,2.0,0.0
2055,ssp585,0.46,Viseu Dão Lafões,0.0,2.0,0.0
2055,ssp585,0.46,Área Metropolitana do Porto,39.3,4.0,31232101.0
2056,ssp585,0.472,Alentejo Central,0.0,2.0,0.0
2056,ssp585,0.472,Alentejo Litoral,389.1,1.5,116075136.0
2056,ssp585,0.472,Algarve,3062.9,3.0,1827608291.0
2056,ssp585,0.472,Alto Alentejo,0.0,2.0,0.0
2056,ssp585,0.472,Alto Minho,47.6,1.5,14213553.0
2056,ssp585,0.472,Alto Tâmega e Barroso,0.0,2.0,0.0
2056,ssp585,0.472,Ave,0.0,2.0,0.0
2056,ssp585,0.472,Baixo Alentejo,0.0,1.5,0.0
2056,ssp585,0.472,Beira Baixa,0.0,2.0,0.0
2056,ssp585,0.472,Beiras e Serra da Estrela,0.0,2.0,0.0
2056,ssp585,0.472,Cávado,24.7,2.5,12301323.0
2056,ssp585,0.472,Douro,0.0,2.0,0.0
2056,ssp585,0.472,Grande Lisboa,18554.3,5.0,18452279103.0
2056,ssp585,0.472,Lezíria do Tejo,337.5,1.5,100697009.0
2056,ssp585,0.472,Médio Tejo,0.0,2.0,0.0
2056,ssp585,0.472,Oeste,121.9,2.5,60593223.0
2056,ssp585,0.472,Península de Setúbal,2475.6,3.0,1477219470.0
2056,ssp585,0.472,Região de Aveiro,6992.9,2.5,3477241483.0
2056,ssp585,0.472,Região de Coimbra,1052.1,2.5,523137699.0
2056,ssp585,0.472,Região de Leiria,0.5,2.0,206250.0
2056,ssp585,0.472,Terras de Trás-os-Montes,0.0,2.0,0.0
2056,ssp585,0.472,Tâmega e Sousa,0.0,2.0,0.0
2056,ssp585,0.472,Viseu Dão Lafões,0.0,2.0,0.0
2056,ssp585,0.472,Área Metropolitana do Porto,41.1,4.0,32705314.0
2057,ssp585,0.484,Alentejo Central,0.0,2.0,0.0
2057,ssp585,0.484,Alentejo Litoral,398.8,1.5,118992097.0
2057,ssp585,0.484,Algarve,3184.6,3.0,1900267123.0
2057,ssp585,0.484,Alto Alentejo,0.0,2.0,0.0
2057,ssp585,0.484,Alto Minho,49.5,1.5,14757168.0
2057,ssp585,0.484,Alto Tâmega e Barroso,0.0,2.0,0.0
2057,ssp585,0.484,Ave,0.0,2.0,0.0
2057,ssp585,0.484,Baixo Alentejo,0.0,1.5,0.0
2057,ssp585,0.484,Beira Baixa,0.0,2.0,0.0
2057,ssp585,0.484,Beiras e Serra da Estrela,0.0,2.0,0.0
2057,ssp585,0.484,Cávado,26.5,2.5,13185250.0
2057,ssp585,0.484,Douro,0.0,2.0,0.0
2057,ssp585,0.484,Grande Lisboa,19380.9,5.0,19274331585.0
2057,ssp585,0.484,Lezíria do Tejo,355.0,1.5,105912181.0
2057,ssp585,0.484,Médio Tejo,0.0,2.0,0.0
2057,ssp585,0.484,Oeste,127.3,2.5,63289202.0
2057,ssp585,0.484,Península de Setúbal,2585.6,3.0,1542806883.0
2057,ssp585,0.484,Região de Aveiro,7214.8,2.5,3587548256.0
2057,ssp585,0.484,Região de Coimbra,1069.8,2.5,531976973.0
2057,ssp585,0.484,Região de Leiria,0.6,2.0,235714.0
2057,ssp585,0.484,Terras de Trás-os-Montes,0.0,2.0,0.0
2057,ssp585,0.484,Tâmega e Sousa,0.0,2.0,0.0
2057,ssp585,0.484,Viseu Dão Lafões,0.0,2.0,0.0
2057,ssp585,0.484,Área Metropolitana do Porto,41.5,4.0,32999956.0
2058,ssp585,0.496,Alentejo Central,0.0,2.0,0.0
2058,ssp585,0.496,Alentejo Litoral,408.0,1.5,121723432.0
2058,ssp585,0.496,Algarve,3304.3,3.0,1971688457.0
2058,ssp585,0.496,Alto Alentejo,0.0,2.0,0.0
2058,ssp585,0.496,Alto Minho,52.4,1.5,15618997.0
2058,ssp585,0.496,Alto Tâmega e Barroso,0.0,2.0,0.0
2058,ssp585,0.496,Ave,0.0,2.0,0.0
2058,ssp585,0.496,Baixo Alentejo,0.0,1.5,0.0
2058,ssp585,0.496,Beira Baixa,0.0,2.0,0.0
2058,ssp585,0.496,Beiras e Serra da Estrela,0.0,2.0,0.0
2058,ssp585,0.496,Cávado,28.0,2.5,13921857.0
2058,ssp585,0.496,Douro,0.0,2.0,0.0
2058,ssp585,0.496,Grande Lisboa,20181.5,5.0,20070455529.0
2058,ssp585,0.496,Lezíria do Tejo,374.6,1.5,111763780.0
2058,ssp585,0.496,Médio Tejo,0.0,2.0,0.0
2058,ssp585,0.496,Oeste,132.0,2.5,65631609.0
2058,ssp585,0.496,Península de Setúbal,2688.1,3.0,1603974659.0
2058,ssp585,0.496,Região de Aveiro,7464.6,2.5,3711758471.0
2058,ssp585,0.496,Região de Coimbra,1086.8,2.5,540433212.0
2058,ssp585,0.496,Região de Leiria,0.6,2.0,235714.0
2058,ssp585,0.496,Terras de Trás-os-Montes,0.0,2.0,0.0
2058,ssp585,0.496,Tâmega e Sousa,0.0,2.0,0.0
2058,ssp585,0.496,Viseu Dão Lafões,0.0,2.0,0.0
2058,ssp585,0.496,Área Metropolitana do Porto,41.8,4.0,33294599.0
2059,ssp585,0.508,Alentejo Central,0.0,2.0,0.0
2059,ssp585,0.508,Alentejo Litoral,455.1,1.5,135791137.0
2059,ssp585,0.508,Algarve,4356.4,3.0,2599453696.0
2059,ssp585,0.508,Alto Alentejo,0.0,2.0,0.0
2059,ssp585,0.508,Alto Minho,91.1,1.5,27167509.0
2059,ssp585,0.508,Alto Tâmega e Barroso,0.0,2.0,0.0
2059,ssp585,0.508,Ave,0.0,2.0,0.0
2059,ssp585,0.508,Baixo Alentejo,0.0,1.5,0.0
2059,ssp585,0.508,Beira Baixa,0.0,2.0,0.0
2059,ssp585,0.508,Beiras e Serra da Estrela,0.0,2.0,0.0
2059,ssp585,0.508,Cávado,86.5,2.5,43017800.0
2059,ssp585,0.508,Douro,0.0,2.0,0.0
2059,ssp585,0.508,Grande Lisboa,21093.4,5.0,20977365041.0
2059,ssp585,0.508,Lezíria do Tejo,570.1,1.5,170094149.0
2059,ssp585,0.508,Médio Tejo,0.0,2.0,0.0
2059,ssp585,0.508,Oeste,137.9,2.5,68548570.0
2059,ssp585,0.508,Península de Setúbal,3454.8,3.0,2061495481.0
2059,ssp585,0.508,Região de Aveiro,7735.1,2.5,3846281172.0
2059,ssp585,0.508,Região de Coimbra,1128.0,2.5,560910863.0
2059,ssp585,0.508,Região de Leiria,0.6,2.0,235714.0
2059,ssp585,0.508,Terras de Trás-os-Montes,0.0,2.0,0.0
2059,ssp585,0.508,Tâmega e Sousa,0.0,2.0,0.0
2059,ssp585,0.508,Viseu Dão Lafões,0.0,2.0,0.0
2059,ssp585,0.508,Área Metropolitana do Porto,523.3,4.0,416329805.0
2060,ssp585,0.52,Alentejo Central,0.0,2.0,0.0
2060,ssp585,0.52,Alentejo Litoral,465.3,1.5,138827428.0
2060,ssp585,0.52,Algarve,4478.4,3.0,2672289314.0
2060,ssp585,0.52,Alto Alentejo,0.0,2.0,0.0
2060,ssp585,0.52,Alto Minho,94.0,1.5,28055856.0
2060,ssp585,0.52,Alto Tâmega e Barroso,0.0,2.0,0.0
2060,ssp585,0.52,Ave,0.0,2.0,0.0
2060,ssp585,0.52,Baixo Alentejo,0.0,1.5,0.0
2060,ssp585,0.52,Beira Baixa,0.0,2.0,0.0
2060,ssp585,0.52,Beiras e Serra da Estrela,0.0,2.0,0.0
2060,ssp585,0.52,Cávado,88.3,2.5,43901728.0
2060,ssp585,0.52,Douro,0.0,2.0,0.0
2060,ssp585,0.52,Grande Lisboa,21981.6,5.0,21860703155.0
2060,ssp585,0.52,Lezíria do Tejo,589.3,1.5,175830838.0
2060,ssp585,0.52,Médio Tejo,0.0,2.0,0.0
2060,ssp585,0.52,Oeste,142.5,2.5,70846781.0
2060,ssp585,0.52,Península de Setúbal,3571.6,3.0,2131148960.0
2060,ssp585,0.52,Região de Aveiro,7965.1,2.5,3960639279.0
2060,ssp585,0.52,Região de Coimbra,1147.2,2.5,570457279.0
2060,ssp585,0.52,Região de Leiria,0.6,2.0,235714.0
2060,ssp585,0.52,Terras de Trás-os-Montes,0.0,2.0,0.0
2060,ssp585,0.52,Tâmega e Sousa,0.0,2.0,0.0
2060,ssp585,0.52,Viseu Dão Lafões,0.0,2.0,0.0
2060,ssp585,0.52,Área Metropolitana do Porto,524.4,4.0,417213732.0
2061,ssp585,0.532,Alentejo Central,0.0,2.0,0.0
2061,ssp585,0.532,Alentejo Litoral,475.1,1.5,141744388.0
2061,ssp585,0.532,Algarve,4606.4,3.0,2748660641.0
2061,ssp585,0.532,Alto Alentejo,0.0,2.0,0.0
2061,ssp585,0.532,Alto Minho,97.6,1.5,29129827.0
2061,ssp585,0.532,Alto Tâmega e Barroso,0.0,2.0,0.0
2061,ssp585,0.532,Ave,0.0,2.0,0.0
2061,ssp585,0.532,Baixo Alentejo,0.0,1.5,0.0
2061,ssp585,0.532,Beira Baixa,0.0,2.0,0.0
2061,ssp585,0.532,Beiras e Serra da Estrela,0.0,2.0,0.0
2061,ssp585,0.532,Cávado,90.2,2.5,44859316.0
2061,ssp585,0.532,Douro,0.0,2.0,0.0
2061,ssp585,0.532,Grande Lisboa,22865.1,5.0,22739326990.0
2061,ssp585,0.532,Lezíria do Tejo,609.3,1.5,181788509.0
2061,ssp585,0.532,Médio Tejo,0.0,2.0,0.0
2061,ssp585,0.532,Oeste,147.3,2.5,73233385.0
2061,ssp585,0.532,Península de Setúbal,3687.4,3.0,2200272082.0
2061,ssp585,0.532,Região de Aveiro,8191.7,2.5,4073340023.0
2061,ssp585,0.532,Região de Coimbra,1167.9,2.5,580740301.0
2061,ssp585,0.532,Região de Leiria,0.6,2.0,235714.0
2061,ssp585,0.532,Terras de Trás-os-Montes,0.0,2.0,0.0
2061,ssp585,0.532,Tâmega e Sousa,0.0,2.0,0.0
2061,ssp585,0.532,Viseu Dão Lafões,0.0,2.0,0.0
2061,ssp585,0.532,Área Metropolitana do Porto,525.1,4.0,417803017.0
2062,ssp585,0.544,Alentejo Central,0.0,2.0,0.0
2062,ssp585,0.544,Alentejo Litoral,483.8,1.5,144349764.0
2062,ssp585,0.544,Algarve,4733.7,3.0,2824590005.0
2062,ssp585,0.544,Alto Alentejo,0.0,2.0,0.0
2062,ssp585,0.544,Alto Minho,99.9,1.5,29792773.0
2062,ssp585,0.544,Alto Tâmega e Barroso,0.0,2.0,0.0
2062,ssp585,0.544,Ave,0.0,2.0,0.0
2062,ssp585,0.544,Baixo Alentejo,0.0,1.5,0.0
2062,ssp585,0.544,Beira Baixa,0.0,2.0,0.0
2062,ssp585,0.544,Beiras e Serra da Estrela,0.0,2.0,0.0
2062,ssp585,0.544,Cávado,92.7,2.5,46111546.0
2062,ssp585,0.544,Douro,0.0,2.0,0.0
2062,ssp585,0.544,Grande Lisboa,23730.2,5.0,23599682992.0
2062,ssp585,0.544,Lezíria do Tejo,631.5,1.5,188400286.0
2062,ssp585,0.544,Médio Tejo,0.0,2.0,0.0
2062,ssp585,0.544,Oeste,152.8,2.5,75973560.0
2062,ssp585,0.544,Península de Setúbal,3810.1,3.0,2273461271.0
2062,ssp585,0.544,Região de Aveiro,8413.6,2.5,4183646796.0
2062,ssp585,0.544,Região de Coimbra,1186.4,2.5,589933146.0
2062,ssp585,0.544,Região de Leiria,0.7,2.0,265178.0
2062,ssp585,0.544,Terras de Trás-os-Montes,0.0,2.0,0.0
2062,ssp585,0.544,Tâmega e Sousa,0.0,2.0,0.0
2062,ssp585,0.544,Viseu Dão Lafões,0.0,2.0,0.0
2062,ssp585,0.544,Área Metropolitana do Porto,527.4,4.0,419570872.0
2063,ssp585,0.556,Alentejo Central,0.0,2.0,0.0
2063,ssp585,0.556,Alentejo Litoral,493.1,1.5,147114247.0
2063,ssp585,0.556,Algarve,4855.0,3.0,2896983659.0
2063,ssp585,0.556,Alto Alentejo,0.0,2.0,0.0
2063,ssp585,0.556,Alto Minho,103.0,1.5,30720897.0
2063,ssp585,0.556,Alto Tâmega e Barroso,0.0,2.0,0.0
2063,ssp585,0.556,Ave,0.0,2.0,0.0
2063,ssp585,0.556,Baixo Alentejo,0.0,1.5,0.0
2063,ssp585,0.556,Beira Baixa,0.0,2.0,0.0
2063,ssp585,0.556,Beiras e Serra da Estrela,0.0,2.0,0.0
2063,ssp585,0.556,Cávado,95.4,2.5,47437437.0
2063,ssp585,0.556,Douro,0.0,2.0,0.0
2063,ssp585,0.556,Grande Lisboa,24664.6,5.0,24528985331.0
2063,ssp585,0.556,Lezíria do Tejo,651.7,1.5,194437510.0
2063,ssp585,0.556,Médio Tejo,0.0,2.0,0.0
2063,ssp585,0.556,Oeste,158.2,2.5,78669539.0
2063,ssp585,0.556,Península de Setúbal,3944.9,3.0,2353898664.0
2063,ssp585,0.556,Região de Aveiro,8628.9,2.5,4290730918.0
2063,ssp585,0.556,Região de Coimbra,1203.9,2.5,598654563.0
2063,ssp585,0.556,Região de Leiria,0.7,2.0,265178.0
2063,ssp585,0.556,Terras de Trás-os-Montes,0.0,2.0,0.0
2063,ssp585,0.556,Tâmega e Sousa,0.0,2.0,0.0
2063,ssp585,0.556,Viseu Dão Lafões,0.0,2.0,0.0
2063,ssp585,0.556,Área Metropolitana do Porto,528.5,4.0,420454800.0
2064,ssp585,0.568,Alentejo Central,0.0,2.0,0.0
2064,ssp585,0.568,Alentejo Litoral,502.8,1.5,150017948.0
2064,ssp585,0.568,Algarve,4979.4,3.0,2971233560.0
2064,ssp585,0.568,Alto Alentejo,0.0,2.0,0.0
2064,ssp585,0.568,Alto Minho,106.2,1.5,31675538.0
2064,ssp585,0.568,Alto Tâmega e Barroso,0.0,2.0,0.0
2064,ssp585,0.568,Ave,0.0,2.0,0.0
2064,ssp585,0.568,Baixo Alentejo,0.0,1.5,0.0
2064,ssp585,0.568,Beira Baixa,0.0,2.0,0.0
2064,ssp585,0.568,Beiras e Serra da Estrela,0.0,2.0,0.0
2064,ssp585,0.568,Cávado,98.1,2.5,48763328.0
2064,ssp585,0.568,Douro,0.0,2.0,0.0
2064,ssp585,0.568,Grande Lisboa,25596.7,5.0,25455930531.0
2064,ssp585,0.568,Lezíria do Tejo,673.0,1.5,200775269.0
2064,ssp585,0.568,Médio Tejo,0.0,2.0,0.0
2064,ssp585,0.568,Oeste,163.5,2.5,81321321.0
2064,ssp585,0.568,Península de Setúbal,4072.9,3.0,2430269992.0
2064,ssp585,0.568,Região de Aveiro,8840.2,2.5,4395789372.0
2064,ssp585,0.568,Região de Coimbra,1222.4,2.5,607847408.0
2064,ssp585,0.568,Região de Leiria,0.7,2.0,265178.0
2064,ssp585,0.568,Terras de Trás-os-Montes,0.0,2.0,0.0
2064,ssp585,0.568,Tâmega e Sousa,0.0,2.0,0.0
2064,ssp585,0.568,Viseu Dão Lafões,0.0,2.0,0.0
2064,ssp585,0.568,Área Metropolitana do Porto,531.1,4.0,422517297.0
2065,ssp585,0.58,Alentejo Central,0.0,2.0,0.0
2065,ssp585,0.58,Alentejo Litoral,513.6,1.5,153219975.0
2065,ssp585,0.58,Algarve,5114.8,3.0,3052024524.0
2065,ssp585,0.58,Alto Alentejo,0.0,2.0,0.0
2065,ssp585,0.58,Alto Minho,109.4,1.5,32630180.0
2065,ssp585,0.58,Alto Tâmega e Barroso,0.0,2.0,0.0
2065,ssp585,0.58,Ave,0.0,2.0,0.0
2065,ssp585,0.58,Baixo Alentejo,0.0,1.5,0.0
2065,ssp585,0.58,Beira Baixa,0.0,2.0,0.0
2065,ssp585,0.58,Beiras e Serra da Estrela,0.0,2.0,0.0
2065,ssp585,0.58,Cávado,101.0,2.5,50236541.0
2065,ssp585,0.58,Douro,0.0,2.0,0.0
2065,ssp585,0.58,Grande Lisboa,26525.2,5.0,26379340021.0
2065,ssp585,0.58,Lezíria do Tejo,694.2,1.5,207104190.0
2065,ssp585,0.58,Médio Tejo,0.0,2.0,0.0
2065,ssp585,0.58,Oeste,169.5,2.5,84282478.0
2065,ssp585,0.58,Península de Setúbal,4215.1,3.0,2515127022.0
2065,ssp585,0.58,Região de Aveiro,9056.7,2.5,4503425948.0
2065,ssp585,0.58,Região de Coimbra,1239.4,2.5,616303647.0
2065,ssp585,0.58,Região de Leiria,0.7,2.0,265178.0
2065,ssp585,0.58,Terras de Trás-os-Montes,0.0,2.0,0.0
2065,ssp585,0.58,Tâmega e Sousa,0.0,2.0,0.0
2065,ssp585,0.58,Viseu Dão Lafões,0.0,2.0,0.0
2065,ssp585,0.58,Área Metropolitana do Porto,531.4,4.0,422811939.0
2066,ssp585,0.592,Alentejo Central,0.0,2.0,0.0
2066,ssp585,0.592,Alentejo Litoral,523.6,1.5,156209860.0
2066,ssp585,0.592,Algarve,5241.5,3.0,3127600317.0
2066,ssp585,0.592,Alto Alentejo,0.0,2.0,0.0
2066,ssp585,0.592,Alto Minho,112.8,1.5,33664375.0
2066,ssp585,0.592,Alto Tâmega e Barroso,0.0,2.0,0.0
2066,ssp585,0.592,Ave,0.0,2.0,0.0
2066,ssp585,0.592,Baixo Alentejo,0.0,1.5,0.0
2066,ssp585,0.592,Beira Baixa,0.0,2.0,0.0
2066,ssp585,0.592,Beiras e Serra da Estrela,0.0,2.0,0.0
2066,ssp585,0.592,Cávado,101.9,2.5,50678504.0
2066,ssp585,0.592,Douro,0.0,2.0,0.0
2066,ssp585,0.592,Grande Lisboa,27513.6,5.0,27362267289.0
2066,ssp585,0.592,Lezíria do Tejo,716.8,1.5,213866234.0
2066,ssp585,0.592,Médio Tejo,0.0,2.0,0.0
2066,ssp585,0.592,Oeste,175.5,2.5,87287831.0
2066,ssp585,0.592,Península de Setúbal,4338.9,3.0,2589023353.0
